"UNITID","Students","Demographic"
167288,539,"men"
167288,753,"women"
167297,98,"men"
167297,64,"women"
167312,2716,"men"
167312,4854,"women"
167358,19974,"men"
167358,21680,"women"
167376,2339,"men"
167376,4165,"women"
167394,460,"men"
167394,1197,"women"
167525,1883,"men"
167525,2801,"women"
167534,3657,"men"
167534,5854,"women"
167598,531,"men"
167598,3144,"women"
167631,1110,"men"
167631,2234,"women"
167677,88,"men"
167677,27,"women"
167729,2449,"men"
167729,4979,"women"
167783,472,"men"
167783,5315,"women"
167792,141,"men"
167792,212,"women"
167835,91,"men"
167835,3103,"women"
167871,112,"men"
167871,155,"women"
167899,1277,"men"
167899,1572,"women"
167905,2350,"men"
167905,3992,"women"
167987,4359,"men"
167987,4769,"women"
167996,1313,"men"
167996,1460,"women"
168005,2703,"men"
168005,4543,"women"
168032,0,"men"
168032,34,"women"
168148,6164,"men"
168148,8781,"women"
168218,58,"men"
168218,2445,"women"
168227,3495,"men"
168227,1179,"women"
168254,2075,"men"
168254,1799,"women"
168263,2312,"men"
168263,3217,"women"
168281,620,"men"
168281,1160,"women"
168342,1124,"men"
168342,1202,"women"
168421,5248,"men"
168421,2761,"women"
168430,2744,"men"
168430,5041,"women"
168528,1005,"men"
168528,870,"women"
168546,681,"men"
168546,798,"women"
168555,0,"men"
168555,48,"women"
168573,1109,"men"
168573,45,"women"
168591,616,"men"
168591,685,"women"
168607,1367,"men"
168607,1431,"women"
168740,2252,"men"
168740,1751,"women"
168786,558,"men"
168786,722,"women"
168847,1278,"men"
168847,3698,"women"
168883,933,"men"
168883,1594,"women"
168892,5,"men"
168892,160,"women"
169080,1647,"men"
169080,2031,"women"
169099,265,"men"
169099,106,"women"
169187,28,"men"
169187,114,"women"
169220,55,"men"
169220,189,"women"
169248,6634,"men"
169248,10091,"women"
169275,3434,"men"
169275,5913,"women"
169284,39,"men"
169284,379,"women"
169327,897,"men"
169327,669,"women"
169363,731,"men"
169363,907,"women"
169424,37,"men"
169424,82,"women"
169442,526,"men"
169442,1022,"women"
169479,2470,"men"
169479,3526,"women"
169503,1,"men"
169503,361,"women"
169521,3934,"men"
169521,6799,"women"
169576,10,"men"
169576,177,"women"
169655,2163,"men"
169655,156,"women"
169716,2651,"men"
169716,3303,"women"
169761,376,"men"
169761,1058,"women"
169798,6325,"men"
169798,9768,"women"
169813,3,"men"
169813,73,"women"
169910,5380,"men"
169910,6645,"women"
169974,692,"men"
169974,1072,"women"
169983,1475,"men"
169983,411,"women"
169992,422,"men"
169992,649,"women"
170000,571,"men"
170000,787,"women"
170037,871,"men"
170037,1284,"women"
170055,7850,"men"
170055,9894,"women"
170082,9651,"men"
170082,15468,"women"
170091,105,"men"
170091,91,"women"
170240,6881,"men"
170240,8868,"women"
170286,967,"men"
170286,929,"women"
170301,1356,"men"
170301,2048,"women"
170444,2249,"men"
170444,4014,"women"
170532,581,"men"
170532,803,"women"
170541,4150,"men"
170541,4985,"women"
170550,2381,"men"
170550,3811,"women"
170587,873,"men"
170587,1259,"women"
170611,3,"men"
170611,169,"women"
170620,1493,"men"
170620,2412,"women"
170639,786,"men"
170639,1022,"women"
170657,5746,"men"
170657,7299,"women"
170675,2508,"men"
170675,1370,"women"
170736,2,"men"
170736,51,"women"
170790,9734,"men"
170790,13229,"women"
170806,780,"men"
170806,1553,"women"
170967,499,"men"
170967,796,"women"
170976,26196,"men"
170976,28066,"women"
171012,134,"men"
171012,45,"women"
171100,26161,"men"
171100,29216,"women"
171128,5466,"men"
171128,2382,"women"
171137,5026,"men"
171137,4195,"women"
171146,2641,"men"
171146,4866,"women"
171155,1727,"men"
171155,2746,"women"
171225,1243,"men"
171225,1980,"women"
171234,714,"men"
171234,1342,"women"
171304,2283,"men"
171304,3093,"women"
171395,832,"men"
171395,1315,"women"
171456,3091,"men"
171456,4958,"women"
171483,1695,"men"
171483,2027,"women"
171492,1880,"men"
171492,1209,"women"
171535,10739,"men"
171535,12142,"women"
171571,7704,"men"
171571,10592,"women"
171599,630,"men"
171599,458,"women"
171775,0,"men"
171775,69,"women"
171881,103,"men"
171881,89,"women"
171988,9,"men"
171988,187,"women"
171997,18,"men"
171997,301,"women"
172015,7,"men"
172015,152,"women"
172033,273,"men"
172033,137,"women"
172051,2657,"men"
172051,4980,"women"
172200,5249,"men"
172200,7728,"women"
172264,985,"men"
172264,1207,"women"
172291,1393,"men"
172291,2606,"women"
172307,935,"men"
172307,1404,"women"
172334,643,"men"
172334,2148,"women"
172422,276,"men"
172422,64,"women"
172477,237,"men"
172477,321,"women"
172495,11,"men"
172495,294,"women"
172608,808,"men"
172608,856,"women"
172617,11223,"men"
172617,9903,"women"
172635,7570,"men"
172635,13069,"women"
172644,11301,"men"
172644,16750,"women"
172671,529,"men"
172671,806,"women"
172680,4,"men"
172680,115,"women"
172699,8552,"men"
172699,9895,"women"
172705,276,"men"
172705,217,"women"
172866,120,"men"
172866,16,"women"
172918,2054,"men"
172918,2195,"women"
172954,1088,"men"
172954,1537,"women"
172963,4209,"men"
172963,6371,"women"
173045,1443,"men"
173045,2188,"women"
173063,2051,"men"
173063,2724,"women"
173115,366,"men"
173115,1111,"women"
173124,1978,"men"
173124,2978,"women"
173142,462,"men"
173142,505,"women"
173160,1781,"men"
173160,2720,"women"
173203,2493,"men"
173203,3413,"women"
173258,1034,"men"
173258,1072,"women"
173300,898,"men"
173300,1057,"women"
173328,2826,"men"
173328,4917,"women"
173416,2018,"men"
173416,1584,"women"
173452,491,"men"
173452,735,"women"
173461,2440,"men"
173461,3167,"women"
173559,2531,"men"
173559,4177,"women"
173638,2203,"men"
173638,2615,"women"
173647,895,"men"
173647,1075,"women"
173665,1011,"men"
173665,1986,"women"
173683,93,"men"
173683,168,"women"
173708,3507,"men"
173708,2407,"women"
173735,1656,"men"
173735,2032,"women"
173744,41,"men"
173744,849,"women"
173799,2032,"men"
173799,3252,"women"
173896,168,"men"
173896,224,"women"
173902,911,"men"
173902,1247,"women"
173911,2271,"men"
173911,2219,"women"
173920,7575,"men"
173920,10813,"women"
173957,660,"men"
173957,1088,"women"
174020,3473,"men"
174020,4712,"women"
174066,26305,"men"
174066,33034,"women"
174075,1236,"men"
174075,1743,"women"
174127,278,"men"
174127,627,"women"
174136,4027,"men"
174136,5550,"women"
174154,139,"men"
174154,1035,"women"
174190,2,"men"
174190,108,"women"
174233,4961,"men"
174233,5108,"women"
174251,504,"men"
174251,596,"women"
174321,2,"men"
174321,211,"women"
174358,1981,"men"
174358,3847,"women"
174376,2911,"men"
174376,4318,"women"
174428,6281,"men"
174428,8540,"women"
174437,566,"men"
174437,575,"women"
174473,1343,"men"
174473,1918,"women"
174491,1501,"men"
174491,2087,"women"
174507,463,"men"
174507,892,"women"
174525,61,"men"
174525,66,"women"
174570,1041,"men"
174570,1605,"women"
174738,2354,"men"
174738,3914,"women"
174747,4,"men"
174747,1478,"women"
174756,1832,"men"
174756,3136,"women"
174783,5524,"men"
174783,7094,"women"
174792,1607,"men"
174792,77,"women"
174817,1946,"men"
174817,3696,"women"
174844,1330,"men"
174844,1808,"women"
174862,945,"men"
174862,1051,"women"
174899,1120,"men"
174899,2727,"women"
174914,4989,"men"
174914,5204,"women"
174978,7,"men"
174978,241,"women"
175005,265,"men"
175005,4035,"women"
175014,2138,"men"
175014,11866,"women"
175041,3122,"men"
175041,4428,"women"
175078,3374,"men"
175078,5569,"women"
175120,566,"men"
175120,205,"women"
175139,124,"men"
175139,171,"women"
175227,1245,"men"
175227,333,"women"
175236,1283,"men"
175236,2257,"women"
175263,1129,"men"
175263,1563,"women"
175272,2138,"men"
175272,4763,"women"
175281,459,"men"
175281,769,"women"
175315,5238,"men"
175315,6859,"women"
175342,1084,"men"
175342,2188,"women"
175421,1888,"men"
175421,3288,"women"
175430,474,"men"
175430,596,"women"
175494,48,"men"
175494,143,"women"
175519,937,"men"
175519,1407,"women"
175573,1341,"men"
175573,2131,"women"
175616,1329,"men"
175616,2307,"women"
175643,1287,"men"
175643,1919,"women"
175652,2076,"men"
175652,2971,"women"
175698,19,"men"
175698,11,"women"
175722,1,"men"
175722,41,"women"
175786,4929,"men"
175786,7539,"women"
175810,2197,"men"
175810,4774,"women"
175829,2272,"men"
175829,4022,"women"
175856,2440,"men"
175856,4821,"women"
175883,2200,"men"
175883,3619,"women"
175935,1096,"men"
175935,2656,"women"
175980,360,"men"
175980,315,"women"
176008,966,"men"
176008,1551,"women"
176017,11144,"men"
176017,15697,"women"
176035,599,"men"
176035,2242,"women"
176044,1216,"men"
176044,1610,"women"
176053,1938,"men"
176053,3022,"women"
176062,0,"men"
176062,75,"women"
176071,4333,"men"
176071,7221,"women"
176080,12144,"men"
176080,13090,"women"
176169,1524,"men"
176169,2573,"women"
176178,3633,"men"
176178,6139,"women"
176239,2431,"men"
176239,4871,"women"
176318,244,"men"
176318,273,"women"
176336,80,"men"
176336,19,"women"
176354,868,"men"
176354,1352,"women"
176372,5554,"men"
176372,9857,"women"
176406,289,"men"
176406,440,"women"
176433,2,"men"
176433,91,"women"
176451,189,"men"
176451,75,"women"
176479,2336,"men"
176479,4794,"women"
176600,74,"men"
176600,51,"women"
176628,1062,"men"
176628,1443,"women"
176664,276,"men"
176664,145,"women"
176716,3,"men"
176716,201,"women"
176770,136,"men"
176770,890,"women"
176789,164,"men"
176789,131,"women"
176798,69,"men"
176798,146,"women"
176910,156,"men"
176910,76,"women"
176947,491,"men"
176947,576,"women"
176965,7760,"men"
176965,9987,"women"
176983,29,"men"
176983,15,"women"
177038,359,"men"
177038,421,"women"
177065,3660,"men"
177065,5034,"women"
177083,40,"men"
177083,3,"women"
177092,557,"men"
177092,72,"women"
177117,0,"men"
177117,269,"women"
177126,429,"men"
177126,277,"women"
177135,1929,"men"
177135,3086,"women"
177144,611,"men"
177144,569,"women"
177214,768,"men"
177214,947,"women"
177250,1233,"men"
177250,1949,"women"
177278,41,"men"
177278,58,"women"
177302,854,"men"
177302,75,"women"
177339,1178,"men"
177339,1332,"women"
177418,413,"men"
177418,576,"women"
177436,7,"men"
177436,43,"women"
177472,5978,"men"
177472,8557,"women"
177542,298,"men"
177542,303,"women"
177551,414,"men"
177551,925,"women"
177588,2,"men"
177588,94,"women"
177603,1,"men"
177603,179,"women"
177676,1894,"men"
177676,2747,"women"
177685,25,"men"
177685,226,"women"
177719,163,"men"
177719,696,"women"
177746,172,"men"
177746,639,"women"
177816,86,"men"
177816,0,"women"
177834,1412,"men"
177834,2839,"women"
177931,1,"men"
177931,21,"women"
177940,1073,"men"
177940,1356,"women"
177968,3581,"men"
177968,7370,"women"
177977,2025,"men"
177977,522,"women"
177986,925,"men"
177986,1203,"women"
177995,7231,"men"
177995,10327,"women"
178059,3283,"men"
178059,8942,"women"
178077,4,"men"
178077,138,"women"
178183,16,"men"
178183,220,"women"
178208,4004,"men"
178208,1234,"women"
178217,1075,"men"
178217,1885,"women"
178244,2426,"men"
178244,3796,"women"
178341,1931,"men"
178341,3036,"women"
178369,1030,"men"
178369,795,"women"
178387,1674,"men"
178387,2651,"women"
178396,14646,"men"
178396,18784,"women"
178402,7274,"men"
178402,10104,"women"
178411,5796,"men"
178411,1859,"women"
178420,7191,"men"
178420,10304,"women"
178448,2452,"men"
178448,4288,"women"
178518,106,"men"
178518,80,"women"
178527,6,"men"
178527,83,"women"
178615,1589,"men"
178615,2405,"women"
178624,4273,"men"
178624,8006,"women"
178679,446,"men"
178679,353,"women"
178697,710,"men"
178697,899,"women"
178721,4766,"men"
178721,3980,"women"
178767,23,"men"
178767,110,"women"
178828,3,"men"
178828,13,"women"
178891,1861,"men"
178891,196,"women"
178989,52,"men"
178989,306,"women"
179043,1390,"men"
179043,2678,"women"
179159,8482,"men"
179159,10839,"women"
179195,1,"men"
179195,45,"women"
179265,253,"men"
179265,401,"women"
179308,7640,"men"
179308,14029,"women"
179317,54,"men"
179317,61,"women"
179326,901,"men"
179326,1568,"women"
179344,716,"men"
179344,1524,"women"
179511,11,"men"
179511,192,"women"
179539,1730,"men"
179539,3217,"women"
179548,50,"men"
179548,535,"women"
179557,4514,"men"
179557,6481,"women"
179566,10731,"men"
179566,16323,"women"
179645,1008,"men"
179645,2402,"women"
179715,675,"men"
179715,1923,"women"
179812,979,"men"
179812,1082,"women"
179867,8509,"men"
179867,9506,"women"
179894,5266,"men"
179894,4837,"women"
179946,351,"men"
179946,274,"women"
179955,494,"men"
179955,454,"women"
179964,860,"men"
179964,1524,"women"
179991,2,"men"
179991,47,"women"
180054,123,"men"
180054,295,"women"
180063,1,"men"
180063,29,"women"
180081,506,"men"
180081,410,"women"
180090,3,"men"
180090,108,"women"
180106,480,"men"
180106,661,"women"
180151,399,"men"
180151,414,"women"
180160,117,"men"
180160,291,"women"
180179,1909,"men"
180179,3366,"women"
180197,1431,"men"
180197,1868,"women"
180203,96,"men"
180203,143,"women"
180212,236,"men"
180212,463,"women"
180249,588,"men"
180249,1408,"women"
180258,294,"men"
180258,620,"women"
180276,766,"men"
180276,1199,"women"
180328,166,"men"
180328,324,"women"
180373,411,"men"
180373,891,"women"
180416,1116,"men"
180416,669,"women"
180461,9714,"men"
180461,9284,"women"
180489,5083,"men"
180489,7619,"women"
180522,694,"men"
180522,568,"women"
180595,504,"men"
180595,604,"women"
180647,290,"men"
180647,635,"women"
180692,585,"men"
180692,1197,"women"
180814,8995,"men"
180814,11206,"women"
180832,187,"men"
180832,1152,"women"
180878,108,"men"
180878,879,"women"
180902,3916,"men"
180902,6079,"women"
180948,917,"men"
180948,1702,"women"
180957,76,"men"
180957,29,"women"
180984,1681,"men"
180984,2285,"women"
181002,4195,"men"
181002,5689,"women"
181020,934,"men"
181020,1493,"women"
181127,499,"men"
181127,544,"women"
181145,3,"men"
181145,22,"women"
181190,6,"men"
181190,131,"women"
181215,2457,"men"
181215,4761,"women"
181297,123,"men"
181297,1052,"women"
181303,11718,"men"
181303,12470,"women"
181312,1107,"men"
181312,1724,"women"
181330,844,"men"
181330,1023,"women"
181394,7695,"men"
181394,10042,"women"
181419,323,"men"
181419,596,"women"
181428,1191,"men"
181428,3003,"women"
181446,1830,"men"
181446,2632,"women"
181464,12773,"men"
181464,13110,"women"
181491,3355,"men"
181491,3460,"women"
181534,884,"men"
181534,1378,"women"
181543,13,"men"
181543,11,"women"
181604,67,"men"
181604,789,"women"
181640,6267,"men"
181640,7728,"women"
181738,272,"men"
181738,482,"women"
181765,102,"men"
181765,184,"women"
181783,2313,"men"
181783,3636,"women"
181817,736,"men"
181817,1212,"women"
181853,346,"men"
181853,413,"women"
181880,20,"men"
181880,333,"women"
182005,17199,"men"
182005,22226,"women"
182148,137,"men"
182148,626,"women"
182281,15330,"men"
182281,20591,"women"
182290,11955,"men"
182290,14935,"women"
182306,1492,"men"
182306,2774,"women"
182500,6319,"men"
182500,7634,"women"
182564,2724,"men"
182564,2859,"women"
182634,294,"men"
182634,826,"women"
182670,3769,"men"
182670,3665,"women"
182704,1,"men"
182704,115,"women"
182722,14,"men"
182722,221,"women"
182795,848,"men"
182795,1124,"women"
182829,377,"men"
182829,324,"women"
182892,0,"men"
182892,94,"women"
182980,2255,"men"
182980,1897,"women"
183026,92543,"men"
183026,162591,"women"
183035,9,"men"
183035,21,"women"
183044,6220,"men"
183044,8456,"women"
183062,1470,"men"
183062,1653,"women"
183071,837,"men"
183071,749,"women"
183080,1990,"men"
183080,2112,"women"
183099,1849,"men"
183099,3129,"women"
183105,561,"men"
183105,839,"women"
183114,799,"men"
183114,1544,"women"
183123,920,"men"
183123,1078,"women"
183132,2623,"men"
183132,2905,"women"
183141,1499,"men"
183141,1841,"women"
183150,1789,"men"
183150,2206,"women"
183202,4,"men"
183202,96,"women"
183211,1334,"men"
183211,2100,"women"
183239,895,"men"
183239,1248,"women"
183248,34,"men"
183248,136,"women"
183257,655,"men"
183257,1602,"women"
183275,49,"men"
183275,51,"women"
183488,87,"men"
183488,1052,"women"
183600,0,"men"
183600,36,"women"
183655,2900,"men"
183655,4482,"women"
183725,322,"men"
183725,333,"women"
183743,8072,"men"
183743,8621,"women"
183789,656,"men"
183789,2177,"women"
183804,10102,"men"
183804,0,"women"
183822,400,"men"
183822,567,"women"
183859,6735,"men"
183859,7821,"women"
183877,4884,"men"
183877,6851,"women"
183910,723,"men"
183910,1345,"women"
183938,6036,"men"
183938,9256,"women"
183974,554,"men"
183974,1186,"women"
183983,146,"men"
183983,9,"women"
184056,205,"men"
184056,840,"women"
184092,236,"men"
184092,911,"women"
184180,4531,"men"
184180,4464,"women"
184205,1599,"men"
184205,2819,"women"
184348,1166,"men"
184348,1336,"women"
184427,497,"men"
184427,32,"women"
184481,3735,"men"
184481,5623,"women"
184506,15,"men"
184506,173,"women"
184603,3751,"men"
184603,5085,"women"
184612,740,"men"
184612,2021,"women"
184694,1320,"men"
184694,1918,"women"
184746,211,"men"
184746,10,"women"
184773,644,"men"
184773,1626,"women"
184782,11128,"men"
184782,11774,"women"
184791,3197,"men"
184791,4764,"women"
184816,26,"men"
184816,189,"women"
184959,169,"men"
184959,905,"women"
184968,32,"men"
184968,153,"women"
184995,4190,"men"
184995,6308,"women"
185129,2582,"men"
185129,4426,"women"
185262,5698,"men"
185262,9912,"women"
185396,2469,"men"
185396,100,"women"
185466,9,"men"
185466,592,"women"
185509,4156,"men"
185509,4697,"women"
185536,7857,"men"
185536,9365,"women"
185572,1801,"men"
185572,3522,"women"
185590,9803,"men"
185590,15982,"women"
185679,104,"men"
185679,688,"women"
185721,161,"men"
185721,553,"women"
185758,84,"men"
185758,78,"women"
185767,55,"men"
185767,376,"women"
185828,10183,"men"
185828,4457,"women"
185873,5388,"men"
185873,7144,"women"
185970,16,"men"
185970,164,"women"
186016,41,"men"
186016,695,"women"
186034,3242,"men"
186034,4936,"women"
186052,1255,"men"
186052,281,"women"
186122,147,"men"
186122,168,"women"
186131,4702,"men"
186131,4340,"women"
186186,323,"men"
186186,0,"women"
186201,2622,"men"
186201,3724,"women"
186274,29,"men"
186274,367,"women"
186283,2140,"men"
186283,2792,"women"
186371,2726,"men"
186371,3896,"women"
186380,25889,"men"
186380,31408,"women"
186399,6087,"men"
186399,6652,"women"
186405,0,"men"
186405,15,"women"
186423,7,"men"
186423,46,"women"
186432,2249,"men"
186432,2712,"women"
186469,696,"men"
186469,1388,"women"
186584,5551,"men"
186584,7327,"women"
186593,38,"men"
186593,290,"women"
186618,387,"men"
186618,788,"women"
186645,4804,"men"
186645,4912,"women"
186867,6679,"men"
186867,2971,"women"
186876,4652,"men"
186876,7384,"women"
186900,85,"men"
186900,0,"women"
187000,794,"men"
187000,61,"women"
187046,6503,"men"
187046,4421,"women"
187134,3533,"men"
187134,5055,"women"
187198,4305,"men"
187198,7055,"women"
187444,3845,"men"
187444,7763,"women"
187505,159,"men"
187505,622,"women"
187532,11121,"men"
187532,16794,"women"
187596,837,"men"
187596,1167,"women"
187620,3533,"men"
187620,5328,"women"
187639,1038,"men"
187639,2237,"women"
187648,2421,"men"
187648,4686,"women"
187666,1258,"men"
187666,1660,"women"
187745,410,"men"
187745,690,"women"
187897,1168,"men"
187897,2397,"women"
187903,1006,"men"
187903,1640,"women"
187912,413,"men"
187912,115,"women"
187958,1179,"men"
187958,1918,"women"
187967,1348,"men"
187967,740,"women"
187976,881,"men"
187976,1055,"women"
187985,10566,"men"
187985,14109,"women"
187994,550,"men"
187994,1043,"women"
188003,805,"men"
188003,1112,"women"
188021,452,"men"
188021,834,"women"
188030,6958,"men"
188030,9946,"women"
188049,1488,"men"
188049,2248,"women"
188058,718,"men"
188058,967,"women"
188100,2765,"men"
188100,5656,"women"
188137,2018,"men"
188137,3192,"women"
188182,443,"men"
188182,910,"women"
188207,26,"men"
188207,321,"women"
188216,123,"men"
188216,182,"women"
188225,698,"men"
188225,1199,"women"
188261,586,"men"
188261,258,"women"
188289,8,"men"
188289,79,"women"
188304,1497,"men"
188304,3048,"women"
188340,1518,"men"
188340,213,"women"
188429,2633,"men"
188429,5726,"women"
188438,1763,"men"
188438,2088,"women"
188517,146,"men"
188517,175,"women"
188526,330,"men"
188526,577,"women"
188535,299,"men"
188535,432,"women"
188580,338,"men"
188580,565,"women"
188641,949,"men"
188641,1351,"women"
188650,40,"men"
188650,526,"women"
188669,15,"men"
188669,73,"women"
188678,82,"men"
188678,161,"women"
188687,158,"men"
188687,290,"women"
188854,487,"men"
188854,1238,"women"
188890,2307,"men"
188890,63,"women"
188915,6,"men"
188915,23,"women"
188942,0,"men"
188942,295,"women"
189015,193,"men"
189015,850,"women"
189088,1370,"men"
189088,1959,"women"
189097,149,"men"
189097,3562,"women"
189219,210,"men"
189219,8,"women"
189228,1078,"men"
189228,1832,"women"
189255,1,"men"
189255,140,"women"
189273,83,"men"
189273,0,"women"
189282,51,"men"
189282,374,"women"
189404,5,"men"
189404,158,"women"
189413,134,"men"
189413,583,"women"
189468,3,"men"
189468,221,"women"
189477,4,"men"
189477,228,"women"
189501,447,"men"
189501,739,"women"
189547,2827,"men"
189547,3813,"women"
189565,165,"men"
189565,507,"women"
189583,1103,"men"
189583,3114,"women"
189592,108,"men"
189592,367,"women"
189705,1400,"men"
189705,1519,"women"
189714,13,"men"
189714,531,"women"
189811,222,"men"
189811,1094,"women"
189839,2136,"men"
189839,3312,"women"
189857,946,"men"
189857,0,"women"
189990,19,"men"
189990,1413,"women"
190008,20,"men"
190008,30,"women"
190044,2557,"men"
190044,1484,"women"
190053,507,"men"
190053,664,"women"
190071,21,"men"
190071,128,"women"
190080,44,"men"
190080,53,"women"
190099,1403,"men"
190099,1821,"women"
190114,302,"men"
190114,697,"women"
190150,17681,"men"
190150,21432,"women"
190169,944,"men"
190169,1149,"women"
190239,18,"men"
190239,254,"women"
190318,25,"men"
190318,356,"women"
190372,515,"men"
190372,483,"women"
190415,12586,"men"
190415,14141,"women"
190424,576,"men"
190424,855,"women"
190442,1883,"men"
190442,2581,"women"
190451,36,"men"
190451,221,"women"
190503,2119,"men"
190503,2000,"women"
190512,11270,"men"
190512,11664,"women"
190521,11119,"men"
190521,14663,"women"
190530,3986,"men"
190530,5197,"women"
190549,7191,"men"
190549,10056,"women"
190558,6167,"men"
190558,6960,"women"
190567,8191,"men"
190567,9550,"women"
190576,3674,"men"
190576,7492,"women"
190585,2415,"men"
190585,5037,"women"
190594,8975,"men"
190594,17840,"women"
190600,6151,"men"
190600,10491,"women"
190619,12951,"men"
190619,10494,"women"
190628,9019,"men"
190628,9157,"women"
190637,5642,"men"
190637,11053,"women"
190646,1531,"men"
190646,3387,"women"
190655,9018,"men"
190655,7898,"women"
190664,9219,"men"
190664,10943,"women"
190673,6762,"men"
190673,7826,"women"
190682,241,"men"
190682,455,"women"
190691,3012,"men"
190691,5087,"women"
190707,5,"men"
190707,14,"women"
190716,724,"men"
190716,1885,"women"
190725,718,"men"
190725,2227,"women"
190752,58,"men"
190752,0,"women"
190761,666,"men"
190761,1209,"women"
190840,3649,"men"
190840,4678,"women"
190956,15,"men"
190956,145,"women"
190983,247,"men"
190983,449,"women"
191083,5794,"men"
191083,6772,"women"
191126,1611,"men"
191126,7375,"women"
191199,3757,"men"
191199,4750,"women"
191205,585,"men"
191205,354,"women"
191241,6907,"men"
191241,11058,"women"
191302,818,"men"
191302,1198,"women"
191311,116,"men"
191311,169,"women"
191339,2101,"men"
191339,3386,"women"
191515,928,"men"
191515,1174,"women"
191533,471,"men"
191533,690,"women"
191597,115,"men"
191597,825,"women"
191612,1209,"men"
191612,1489,"women"
191621,1076,"men"
191621,1751,"women"
191630,826,"men"
191630,873,"women"
191649,4662,"men"
191649,6589,"women"
191676,386,"men"
191676,704,"women"
191719,7292,"men"
191719,8274,"women"
191728,292,"men"
191728,1388,"women"
191931,1985,"men"
191931,2343,"women"
191940,16,"men"
191940,166,"women"
191959,54,"men"
191959,7,"women"
191968,2223,"men"
191968,2982,"women"
191986,1990,"men"
191986,2694,"women"
192004,72,"men"
192004,232,"women"
192022,1267,"men"
192022,1944,"women"
192040,147,"men"
192040,177,"women"
192110,554,"men"
192110,516,"women"
192165,207,"men"
192165,0,"women"
192192,323,"men"
192192,1097,"women"
192271,206,"men"
192271,1526,"women"
192323,1264,"men"
192323,2179,"women"
192448,6577,"men"
192448,11436,"women"
192484,6,"men"
192484,190,"women"
192624,160,"men"
192624,0,"women"
192688,130,"men"
192688,566,"women"
192703,2060,"men"
192703,1633,"women"
192712,527,"men"
192712,585,"women"
192749,991,"men"
192749,1920,"women"
192785,89,"men"
192785,863,"women"
192800,2,"men"
192800,14,"women"
192819,3130,"men"
192819,4231,"women"
192864,303,"men"
192864,1438,"women"
192961,22,"men"
192961,142,"women"
192970,4,"men"
192970,8,"women"
193016,3054,"men"
193016,7454,"women"
193052,609,"men"
193052,0,"women"
193061,50,"men"
193061,0,"women"
193070,67,"men"
193070,0,"women"
193201,55,"men"
193201,538,"women"
193247,130,"men"
193247,0,"women"
193265,79,"men"
193265,7,"women"
193283,4231,"men"
193283,4542,"women"
193292,2999,"men"
193292,6846,"women"
193308,3530,"men"
193308,6977,"women"
193326,9648,"men"
193326,10387,"women"
193353,857,"men"
193353,1763,"women"
193380,21,"men"
193380,130,"women"
193399,893,"men"
193399,4276,"women"
193405,496,"men"
193405,757,"women"
193478,8413,"men"
193478,9343,"women"
193584,708,"men"
193584,1965,"women"
193609,34,"men"
193609,37,"women"
193654,2742,"men"
193654,8071,"women"
193751,280,"men"
193751,321,"women"
193821,377,"men"
193821,686,"women"
193830,650,"men"
193830,932,"women"
193858,36,"men"
193858,378,"women"
193894,25,"men"
193894,31,"women"
193900,26448,"men"
193900,37123,"women"
193946,2005,"men"
193946,3137,"women"
193973,1613,"men"
193973,3535,"women"
193991,5,"men"
193991,79,"women"
194028,786,"men"
194028,1275,"women"
194073,155,"men"
194073,215,"women"
194091,3901,"men"
194091,3323,"women"
194116,87,"men"
194116,729,"women"
194189,133,"men"
194189,0,"women"
194222,4968,"men"
194222,5310,"women"
194240,2639,"men"
194240,3891,"women"
194310,5948,"men"
194310,10064,"women"
194392,654,"men"
194392,545,"women"
194435,2,"men"
194435,150,"women"
194499,229,"men"
194499,1200,"women"
194569,89,"men"
194569,72,"women"
194578,1567,"men"
194578,4527,"women"
194657,285,"men"
194657,0,"women"
194666,514,"men"
194666,0,"women"
194693,61,"men"
194693,0,"women"
194718,85,"men"
194718,0,"women"
194736,164,"men"
194736,0,"women"
194763,610,"men"
194763,0,"women"
194824,5346,"men"
194824,2406,"women"
194958,599,"men"
194958,1598,"women"
195003,12464,"men"
195003,6918,"women"
195030,6550,"men"
195030,7857,"women"
195049,148,"men"
195049,138,"women"
195058,3571,"men"
195058,4382,"women"
195067,36,"men"
195067,619,"women"
195128,550,"men"
195128,1759,"women"
195155,119,"men"
195155,65,"women"
195164,1433,"men"
195164,1544,"women"
195173,2824,"men"
195173,2129,"women"
195191,42,"men"
195191,273,"women"
195216,1007,"men"
195216,1179,"women"
195243,1177,"men"
195243,1256,"women"
195289,23,"men"
195289,144,"women"
195304,377,"men"
195304,1521,"women"
195322,2280,"men"
195322,2774,"women"
195438,171,"men"
195438,0,"women"
195474,1837,"men"
195474,2111,"women"
195526,1179,"men"
195526,1681,"women"
195544,1672,"men"
195544,3583,"women"
195580,79,"men"
195580,14,"women"
195702,24,"men"
195702,134,"women"
195720,1420,"men"
195720,2638,"women"
195784,146,"men"
195784,742,"women"
195809,9268,"men"
195809,12089,"women"
195988,965,"men"
195988,1203,"women"
196006,2661,"men"
196006,1620,"women"
196015,1840,"men"
196015,2429,"women"
196024,1376,"men"
196024,1702,"women"
196033,1167,"men"
196033,1670,"women"
196042,10140,"men"
196042,8359,"women"
196051,1259,"men"
196051,1193,"women"
196060,11831,"men"
196060,15341,"women"
196079,9964,"men"
196079,10611,"women"
196088,18162,"men"
