"unitid","Year","Murder","Negligent Manslaughter","Rape","Fondling","Incest","Statuatory Rape","Robbery","Aggravated Assault","Burglary","Motor Vehicle Theft","Arson"
187897001,"2019",0,0,2,0,0,0,0,1,0,0,0
187903001,"2019",0,0,0,1,0,0,0,2,0,1,0
187912001,"2019",0,0,2,0,0,0,0,0,1,0,0
187958001,"2019",0,0,0,0,0,0,0,0,0,0,0
187967001,"2019",0,0,0,0,0,0,1,0,5,1,1
187976001,"2019",0,0,0,0,0,0,0,0,0,0,0
187985001,"2019",0,0,23,14,0,0,2,17,50,76,1
187985002,"2019",0,0,0,0,0,0,0,0,0,0,0
187994001,"2019",0,0,0,0,0,0,0,0,0,0,0
188003001,"2019",0,0,0,0,0,0,0,0,0,0,0
188021001,"2019",0,0,0,0,0,0,0,0,0,0,0
188030001,"2019",0,0,7,8,0,0,0,2,25,7,0
188030002,"2019",0,0,0,0,0,0,0,0,0,0,0
188049001,"2019",0,0,0,0,0,0,0,0,1,0,0
188058001,"2019",0,0,0,0,0,0,0,0,0,0,0
188100001,"2019",0,0,0,0,0,0,0,0,0,0,0
188100002,"2019",0,0,0,0,0,0,0,0,0,0,0
188100003,"2019",0,0,0,0,0,0,0,0,0,0,0
188100004,"2019",0,0,0,0,0,0,0,0,0,0,0
188100005,"2019",0,0,0,0,0,0,0,0,0,0,0
188137001,"2019",0,0,0,1,0,0,0,0,0,0,0
188182001,"2019",0,0,0,0,0,0,0,0,0,0,0
188207001,"2019",0,0,0,0,0,0,0,0,1,0,0
188216001,"2019",0,0,0,3,0,0,0,1,0,0,0
188225001,"2019",0,0,0,0,0,0,0,0,0,0,0
188261001,"2019",0,0,0,0,0,0,0,0,0,0,0
188289001,"2019",0,0,0,0,0,0,0,0,0,0,0
188304001,"2019",0,0,0,3,0,0,0,2,2,2,0
188340001,"2019",0,0,0,1,0,0,1,0,2,0,0
188429001,"2019",0,0,0,0,0,0,0,0,2,0,1
188429002,"2019",0,0,0,0,0,0,0,0,0,0,0
188429004,"2019",0,0,0,0,0,0,0,0,0,0,0
188429005,"2019",0,0,0,0,0,0,0,0,0,0,0
188438001,"2019",0,0,0,0,0,0,0,0,0,0,0
188517001,"2019",0,0,0,0,0,0,0,0,0,0,0
188526001,"2019",0,0,0,0,0,0,0,0,1,0,0
188526002,"2019",0,0,0,0,0,0,0,0,0,0,0
188535001,"2019",0,0,0,0,0,0,0,0,0,0,0
188580001,"2019",0,0,0,0,0,0,0,0,0,1,1
188641001,"2019",0,0,0,0,0,0,0,0,6,0,0
188650001,"2019",0,0,0,0,0,0,0,0,0,0,0
188669001,"2019",0,0,0,0,0,0,0,0,0,0,0
188678001,"2019",0,0,0,0,0,0,0,0,0,0,0
188687001,"2019",0,0,0,0,0,0,0,0,0,0,0
188696001,"2019",0,0,0,0,0,0,0,0,0,0,0
188854001,"2019",0,0,2,1,0,0,0,0,1,0,0
188854002,"2019",0,0,0,0,0,0,0,0,2,0,0
188890001,"2019",0,0,0,0,0,0,0,0,0,0,0
188915001,"2019",0,0,0,0,0,0,0,0,0,0,0
188942001,"2019",0,0,0,0,0,0,0,0,0,0,0
189015001,"2019",0,0,0,0,0,0,0,0,0,0,0
189088001,"2019",0,0,5,11,0,0,0,2,2,0,0
189088002,"2019",0,0,0,0,0,0,0,0,0,0,0
189097001,"2019",0,0,1,0,0,0,0,0,3,0,0
189219001,"2019",0,0,0,0,0,0,0,0,0,0,0
189228001,"2019",0,0,0,0,0,0,0,0,1,0,0
189228002,"2019",0,0,1,0,0,0,0,0,1,0,0
189255001,"2019",0,0,0,0,0,0,0,0,0,0,0
189273001,"2019",0,0,0,0,0,0,0,0,0,0,0
189282001,"2019",0,0,0,0,0,0,0,0,0,0,0
189404001,"2019",0,0,0,0,0,0,0,0,0,0,0
189413001,"2019",0,0,0,0,0,0,0,0,0,0,0
189468001,"2019",0,0,0,0,0,0,0,0,0,0,0
189477001,"2019",0,0,0,0,0,0,0,0,0,0,0
189501001,"2019",0,0,0,0,0,0,0,0,0,0,0
189547001,"2019",0,0,0,0,0,0,0,0,0,0,0
189565001,"2019",0,0,0,0,0,0,0,0,0,0,0
189565002,"2019",0,0,0,0,0,0,0,0,0,0,0
189583001,"2019",0,0,0,0,0,0,0,0,0,0,0
189583002,"2019",0,0,0,0,0,0,0,0,0,0,0
189583003,"2019",0,0,0,0,0,0,0,0,0,0,0
189592001,"2019",0,0,0,0,0,0,0,0,0,0,0
189592002,"2019",0,0,0,0,0,0,0,0,0,0,0
189705001,"2019",0,0,0,1,0,0,1,0,2,0,0
189714001,"2019",0,0,0,0,0,0,0,0,0,0,0
189714002,"2019",0,0,0,0,0,0,0,0,0,0,0
189811001,"2019",0,0,0,0,0,0,0,0,0,0,0
189839001,"2019",0,0,0,0,0,0,0,0,0,0,0
189839003,"2019",0,0,0,0,0,0,0,0,0,0,0
189848001,"2019",0,0,3,5,0,0,0,0,1,0,0
189857001,"2019",0,0,0,0,0,0,0,1,0,0,0
189981001,"2019",0,0,0,0,0,0,0,0,0,0,0
189990001,"2019",0,0,0,0,0,0,0,0,0,0,0
190008001,"2019",0,0,0,0,0,0,0,0,0,0,0
190044001,"2019",0,0,1,2,0,0,0,0,0,0,0
190044002,"2019",0,0,0,0,0,0,0,0,0,0,0
190044003,"2019",0,0,0,1,0,0,0,0,0,0,0
190044004,"2019",0,0,0,0,0,0,0,0,0,0,0
190053001,"2019",0,0,0,0,0,0,0,0,0,0,0
190071001,"2019",0,0,0,0,0,0,0,0,0,0,0
190080001,"2019",0,0,0,0,0,0,0,0,0,0,0
190099001,"2019",0,0,4,1,0,0,0,1,14,1,0
190114001,"2019",0,0,0,0,0,0,0,0,0,0,0
190114002,"2019",0,0,0,0,0,0,0,0,0,0,0
190150001,"2019",0,0,11,4,0,0,2,1,47,0,0
190150002,"2019",0,0,1,3,0,0,1,2,0,0,0
190150004,"2019",0,0,0,0,0,0,0,0,0,0,0
190150005,"2019",0,0,0,0,0,0,0,0,0,0,0
190169001,"2019",0,0,0,0,0,0,0,0,0,0,0
190239001,"2019",0,0,0,0,0,0,0,0,0,0,0
190248001,"2019",0,0,0,0,0,0,0,0,0,0,0
190318001,"2019",0,0,0,0,0,0,0,0,0,0,0
190372001,"2019",0,0,0,0,0,0,0,0,0,0,0
190415001,"2019",0,0,15,16,0,0,2,3,41,2,0
190415002,"2019",0,0,0,0,0,0,0,0,0,0,0
190415003,"2019",0,0,0,0,0,0,0,0,0,0,0
190424001,"2019",0,0,0,0,0,0,0,0,0,0,0
190424004,"2019",0,0,0,0,0,0,0,0,0,0,0
190424005,"2019",0,0,0,0,0,0,0,0,0,0,0
190442001,"2019",0,0,0,1,0,0,0,0,1,0,0
190442002,"2019",0,0,0,0,0,0,0,0,0,0,0
190442005,"2019",0,0,0,0,0,0,0,0,0,0,0
190442006,"2019",0,0,0,0,0,0,0,0,0,0,0
190451001,"2019",0,0,0,0,0,0,0,0,0,0,0
190503001,"2019",0,0,7,6,0,0,0,0,2,0,0
190503002,"2019",0,0,0,1,0,0,0,0,0,0,0
190503003,"2019",0,0,0,0,0,0,0,0,0,0,0
190503004,"2019",0,0,0,0,0,0,0,0,0,0,0
190512001,"2019",0,0,0,0,0,0,0,0,3,0,0
190521001,"2019",0,0,0,4,0,0,0,6,0,0,0
190530001,"2019",0,0,0,0,0,0,0,0,1,0,0
190549001,"2019",0,0,0,0,0,0,0,0,1,0,0
190558001,"2019",0,0,0,1,0,0,0,0,0,0,0
190567001,"2019",0,0,0,1,0,0,0,0,11,0,3
190576001,"2019",0,0,0,0,0,0,0,0,0,0,0
190576002,"2019",0,0,0,0,0,0,0,0,0,0,0
190576003,"2019",0,0,0,0,0,0,0,0,0,0,0
190576004,"2019",0,0,0,0,0,0,0,0,0,0,0
190576005,"2019",0,0,0,0,0,0,0,0,0,0,0
190585001,"2019",0,0,0,1,0,0,0,0,1,0,0
190585002,"2019",0,0,0,0,0,0,0,0,0,0,0
190594001,"2019",0,0,1,0,0,0,0,0,0,0,0
190594002,"2019",0,0,0,0,0,0,0,1,0,0,0
190594003,"2019",0,0,0,0,0,0,0,0,0,0,0
190594004,"2019",0,0,0,1,0,0,0,0,0,0,1
190594005,"2019",0,0,0,0,0,0,0,0,0,0,0
190594007,"2019",0,0,0,0,0,0,0,0,0,0,0
190600001,"2019",0,0,1,4,0,0,0,0,0,0,0
190619001,"2019",0,0,1,2,0,0,0,0,0,0,0
190628001,"2019",0,0,0,3,0,0,0,0,0,0,0
190637001,"2019",0,0,0,0,0,0,0,0,0,0,0
190646001,"2019",0,0,0,1,0,0,0,0,0,0,0
190655001,"2019",0,0,0,0,0,0,0,0,0,0,0
190664001,"2019",0,0,0,2,0,0,0,0,4,0,0
190673001,"2019",0,0,0,1,0,0,0,0,1,0,0
190682001,"2019",0,0,0,0,0,0,0,0,0,0,0
190691001,"2019",0,0,0,4,0,0,1,0,1,0,0
190707001,"2019",0,0,0,0,0,0,0,0,0,0,0
190716001,"2019",0,0,0,0,0,0,0,0,0,0,0
190725001,"2019",0,0,3,0,0,0,0,0,0,0,0
190725004,"2019",0,0,0,0,0,0,0,0,0,0,0
190752001,"2019",0,0,0,0,0,0,0,0,0,0,0
190761001,"2019",0,0,0,0,0,0,0,2,0,0,0
190840001,"2019",0,0,2,3,0,0,1,0,0,0,0
190956001,"2019",0,0,0,0,0,0,0,0,0,1,0
190974001,"2019",0,0,0,0,0,0,0,0,0,0,0
190983001,"2019",0,0,2,4,0,0,0,1,1,0,0
191083001,"2019",0,0,0,0,0,0,0,0,0,0,0
191083002,"2019",0,0,0,0,0,0,0,0,0,0,0
191083003,"2019",0,0,0,0,0,0,0,0,0,0,0
191126001,"2019",0,0,1,1,0,0,0,0,0,0,0
191126002,"2019",0,0,0,0,0,0,0,0,0,0,0
191126003,"2019",0,0,0,0,0,0,0,0,0,0,0
191126004,"2019",0,0,0,0,0,0,0,0,0,0,0
191199001,"2019",0,0,0,0,0,0,0,0,0,0,0
191205001,"2019",0,0,0,0,0,0,0,0,0,0,0
191241001,"2019",0,0,16,4,0,0,0,2,6,0,0
191241002,"2019",0,0,1,2,0,0,0,0,2,0,0
191241003,"2019",0,0,0,0,0,0,0,0,0,0,0
191241004,"2019",0,0,0,0,0,0,0,0,0,0,0
191241005,"2019",0,0,0,0,0,0,0,0,0,0,0
191241006,"2019",0,0,0,0,0,0,0,0,0,0,0
191241007,"2019",0,0,0,0,0,0,0,0,0,0,0
191287001,"2019",0,0,0,0,0,0,0,0,0,0,0
191302001,"2019",0,0,0,0,0,0,1,0,1,0,0
191311001,"2019",0,0,0,0,0,0,0,0,0,0,0
191320001,"2019",0,0,0,0,0,0,0,0,0,0,0
191339001,"2019",0,0,1,0,0,0,0,0,2,0,0
191515001,"2019",0,0,13,5,0,0,0,0,2,1,0
191533001,"2019",0,0,0,0,0,0,0,0,1,0,0
191597001,"2019",0,0,0,0,0,0,0,0,0,0,0
191612001,"2019",0,0,1,0,0,0,0,0,0,0,0
191621001,"2019",0,0,2,1,0,0,0,0,5,0,0
191630001,"2019",0,0,11,5,0,0,0,2,9,2,0
191649001,"2019",0,0,15,4,0,0,0,0,2,1,0
191676001,"2019",0,0,1,0,0,0,0,0,2,0,0
191676003,"2019",0,0,0,0,0,0,0,0,0,0,0
191676004,"2019",0,0,0,0,0,0,0,0,0,0,0
191719001,"2019",0,0,0,2,0,0,0,2,0,0,0
191728001,"2019",0,0,0,0,0,0,0,0,0,0,0
191728002,"2019",0,0,0,0,0,0,0,0,0,0,0
191931001,"2019",0,0,4,1,0,0,0,0,1,0,0
191940001,"2019",0,0,0,0,0,0,0,0,0,0,0
191959001,"2019",0,0,0,0,0,0,0,0,0,0,0
191968001,"2019",0,0,14,6,0,0,1,0,4,3,2
191968002,"2019",0,0,0,0,0,0,0,0,0,0,0
191968003,"2019",0,0,0,0,0,0,1,0,1,1,0
191968005,"2019",0,0,0,0,0,0,0,0,0,0,0
191986001,"2019",0,0,1,0,0,0,0,3,1,0,0
191986002,"2019",0,0,0,0,0,0,0,0,0,0,0
192004001,"2019",0,0,0,0,0,0,0,0,0,0,0
192004002,"2019",0,0,0,0,0,0,0,0,1,0,0
192004005,"2019",0,0,0,0,0,0,0,0,0,0,0
192022001,"2019",0,0,1,3,0,0,0,0,0,0,0
192040001,"2019",0,0,0,0,0,0,0,0,0,0,0
192110001,"2019",0,0,0,1,0,0,0,0,0,0,0
192165001,"2019",0,0,0,0,0,0,0,0,0,0,0
192192001,"2019",0,0,6,5,0,0,0,1,0,0,0
192192002,"2019",0,0,0,0,0,0,0,0,0,0,0
192192003,"2019",0,0,0,0,0,0,0,0,0,0,0
192271001,"2019",0,0,0,0,0,0,0,0,0,0,0
192323001,"2019",0,0,1,1,0,0,0,2,3,0,1
192323002,"2019",0,0,0,0,0,0,0,0,0,0,0
192448001,"2019",0,0,1,0,0,0,1,0,0,0,0
192448002,"2019",0,0,0,0,0,0,0,0,0,0,0
192448003,"2019",0,0,0,1,0,0,0,1,1,0,0
192448004,"2019",0,0,0,0,0,0,0,0,0,0,0
192448005,"2019",0,0,0,1,0,0,0,0,0,0,0
192484001,"2019",0,0,0,0,0,0,0,0,0,0,0
192509001,"2019",0,0,0,0,0,0,0,0,0,0,0
192509002,"2019",0,0,0,0,0,0,0,0,0,0,0
192509003,"2019",0,0,0,0,0,0,0,0,0,0,0
192624001,"2019",0,0,0,0,0,0,0,0,0,0,0
192688001,"2019",0,0,0,0,0,0,0,0,0,0,0
192703001,"2019",0,0,0,1,0,0,0,0,4,0,0
192712001,"2019",0,0,2,0,0,0,0,0,0,0,0
192749001,"2019",0,0,3,5,0,0,0,0,3,0,0
192785001,"2019",0,0,0,0,0,0,0,0,0,0,0
192800001,"2019",0,0,0,0,0,0,0,0,0,0,0
192819001,"2019",0,0,11,10,0,0,0,0,8,0,0
192819003,"2019",0,0,0,0,0,0,0,0,0,0,0
192864001,"2019",0,0,0,0,0,0,0,0,0,0,0
192925001,"2019",0,0,0,0,0,0,0,0,0,1,0
192925003,"2019",0,0,0,0,0,0,0,0,0,0,0
192961001,"2019",0,0,0,0,0,0,0,0,0,0,0
192970001,"2019",0,0,0,0,0,0,0,0,0,0,0
193016001,"2019",0,0,0,1,0,0,0,0,2,0,0
193016002,"2019",0,0,0,0,0,0,0,0,0,0,0
193016003,"2019",0,0,0,0,0,0,0,0,0,0,0
193016005,"2019",0,0,0,0,0,0,0,0,0,0,0
193052001,"2019",0,0,0,0,0,0,0,0,0,0,0
193061001,"2019",0,0,0,0,0,0,0,0,0,0,0
193070001,"2019",0,0,0,0,0,0,0,0,0,0,0
193122001,"2019",0,0,0,0,0,0,0,0,0,0,0
193186001,"2019",0,0,0,0,0,0,0,0,0,0,0
193201001,"2019",0,0,0,0,0,0,0,0,0,0,0
193247001,"2019",0,0,0,0,0,0,0,0,0,0,0
193265001,"2019",0,0,0,0,0,0,0,0,0,0,0
193283001,"2019",0,0,0,0,0,0,0,2,4,0,1
193283002,"2019",0,0,0,0,0,0,0,0,0,0,0
193292001,"2019",0,0,0,0,0,0,0,0,0,0,0
193308001,"2019",0,0,0,0,0,0,0,0,0,0,0
193308002,"2019",0,0,0,0,0,0,0,0,20,0,0
193326001,"2019",0,0,0,0,0,0,0,0,2,2,0
193326002,"2019",0,0,0,0,0,0,0,0,0,0,0
193326003,"2019",0,0,0,0,0,0,0,0,0,0,0
193326004,"2019",0,0,0,0,0,0,0,0,0,0,0
193353001,"2019",0,0,2,0,0,0,0,0,3,0,0
193380001,"2019",0,0,0,1,0,0,0,0,0,0,0
193399001,"2019",0,0,0,1,0,0,0,0,2,0,0
193405001,"2019",0,0,0,0,0,0,0,0,0,0,0
193478001,"2019",0,0,0,3,0,0,1,0,0,0,0
193584001,"2019",0,0,9,10,0,0,0,0,5,0,0
193609001,"2019",0,0,0,0,0,0,0,0,0,0,0
193654001,"2019",0,0,4,1,0,0,2,0,0,0,0
193654003,"2019",0,0,0,0,0,0,0,0,0,0,0
193672001,"2019",0,0,0,0,0,0,0,0,0,0,0
193751001,"2019",0,0,0,0,0,0,0,0,0,0,0
193751002,"2019",0,0,0,0,0,0,0,0,0,0,0
193751003,"2019",0,0,0,0,0,0,0,0,0,0,0
193821001,"2019",0,0,0,0,0,0,0,0,0,0,0
193830001,"2019",0,0,0,0,0,0,0,0,1,0,0
193858001,"2019",0,0,0,0,0,0,0,0,0,0,0
193858002,"2019",0,0,0,0,0,0,0,0,0,0,0
193894001,"2019",0,0,0,0,0,0,0,0,0,0,0
193900001,"2019",0,0,5,4,0,0,0,0,4,0,0
193900002,"2019",0,0,0,0,0,0,0,0,1,0,0
193900003,"2019",0,0,0,0,0,0,0,0,1,0,0
193900004,"2019",0,0,0,0,0,0,0,0,0,0,0
193900005,"2019",0,0,0,0,0,0,0,0,0,0,0
193900006,"2019",0,0,0,0,0,0,0,0,0,0,0
193900007,"2019",0,0,0,0,0,0,0,0,0,0,0
193900008,"2019",0,0,0,0,0,0,0,0,0,0,0
193900009,"2019",0,0,0,0,0,0,0,0,0,0,0
193900012,"2019",0,0,0,0,0,0,0,0,0,0,0
193900013,"2019",0,0,0,0,0,0,0,0,0,0,0
193900014,"2019",0,0,0,0,0,0,0,0,0,0,0
193900016,"2019",0,0,2,0,0,0,0,0,2,0,0
193900017,"2019",0,0,0,0,0,0,0,0,0,0,0
193900018,"2019",0,0,0,0,0,0,0,0,0,0,0
193900019,"2019",0,0,0,1,0,0,0,1,0,0,0
193946001,"2019",0,0,2,0,0,0,0,0,1,0,0
193946002,"2019",0,0,1,0,0,0,0,0,0,0,0
193973001,"2019",0,0,3,3,0,0,0,0,2,0,0
193991001,"2019",0,0,0,0,0,0,0,0,0,0,0
194028001,"2019",0,0,0,0,0,0,0,0,0,0,0
194028002,"2019",0,0,0,0,0,0,0,0,0,0,0
194028003,"2019",0,0,0,0,0,0,0,0,0,0,0
194073001,"2019",0,0,0,0,0,0,0,0,0,0,0
194091001,"2019",0,0,0,0,0,0,0,0,0,0,0
194091004,"2019",0,0,0,0,0,0,0,0,0,0,0
194091006,"2019",0,0,0,1,0,0,0,2,0,2,0
194116001,"2019",0,0,0,0,0,0,0,0,0,0,0
194161001,"2019",0,0,0,0,0,0,0,0,0,0,0
194161002,"2019",0,0,0,0,0,0,0,0,0,0,0
194189001,"2019",0,0,0,0,0,0,0,0,0,0,0
194222001,"2019",0,0,5,2,0,0,0,1,5,0,0
194222002,"2019",0,0,0,1,0,0,0,0,0,0,0
194222003,"2019",0,0,0,0,0,0,0,0,0,0,0
194240001,"2019",0,0,0,0,0,0,0,0,0,0,0
194240002,"2019",0,0,0,0,0,0,0,0,0,0,0
194259001,"2019",0,0,0,0,0,0,0,0,0,0,0
194310001,"2019",0,0,1,0,0,0,0,0,1,0,0
194310002,"2019",0,0,0,0,0,0,0,0,0,0,0
194310003,"2019",0,0,3,0,0,0,0,0,2,0,0
194392001,"2019",0,0,2,5,0,0,0,0,0,0,0
194435001,"2019",0,0,0,0,0,0,0,0,0,0,0
194499001,"2019",0,0,0,0,0,0,0,0,0,0,0
194569001,"2019",0,0,0,0,0,0,0,0,0,0,0
194578001,"2019",0,0,0,0,0,0,0,0,0,0,0
194578002,"2019",0,0,0,0,0,0,0,0,0,0,0
194578004,"2019",0,0,0,0,0,0,0,0,0,0,0
194657001,"2019",0,0,0,0,0,0,0,0,0,0,0
194666001,"2019",0,0,0,0,0,0,0,0,0,0,0
194693001,"2019",0,0,0,0,0,0,0,0,0,0,0
194736001,"2019",0,0,0,0,0,0,0,0,0,0,0
194763001,"2019",0,0,0,0,0,0,0,0,0,0,0
194824001,"2019",0,0,5,3,0,0,0,0,26,2,0
194958001,"2019",0,0,0,1,0,0,0,0,1,0,0
195003001,"2019",0,0,17,5,0,0,0,0,2,0,0
195003003,"2019",0,0,0,0,0,0,0,0,0,0,0
195003004,"2019",0,0,0,0,0,0,0,0,0,0,0
195003005,"2019",0,0,0,0,0,0,0,0,0,0,0
195030001,"2019",0,0,21,32,0,0,0,0,2,2,0
195058001,"2019",0,0,0,0,0,0,0,0,0,0,0
195058003,"2019",0,0,0,0,0,0,0,0,0,0,0
195058004,"2019",0,0,0,0,0,0,0,0,0,0,0
195058005,"2019",0,0,0,0,0,0,0,0,0,0,0
195067001,"2019",0,0,0,0,0,0,0,0,0,0,0
195128001,"2019",0,0,0,0,0,0,1,2,2,0,0
195128002,"2019",0,0,0,1,0,0,0,0,0,0,0
195155001,"2019",0,0,0,0,0,0,0,0,0,0,0
195155002,"2019",0,0,0,0,0,0,0,0,0,0,0
195164001,"2019",0,0,4,0,0,0,1,0,4,0,0
195173001,"2019",0,0,0,0,0,0,0,0,0,0,0
195191001,"2019",0,0,0,0,0,0,1,0,0,1,0
195216001,"2019",0,0,12,10,0,0,0,0,0,0,0
195234001,"2019",0,0,3,3,0,0,0,0,4,0,0
195243001,"2019",0,0,1,0,0,0,0,0,0,0,0
195289001,"2019",0,0,0,0,0,0,0,0,0,0,0
195304001,"2019",0,0,7,8,0,0,0,0,2,0,0
195322001,"2019",0,0,0,0,0,0,0,0,0,0,0
195438001,"2019",0,0,0,0,0,0,0,0,0,0,0
195474001,"2019",0,0,3,2,0,0,1,2,1,2,0
195526001,"2019",0,0,4,2,0,0,0,0,4,1,0
195526003,"2019",0,0,0,0,0,0,0,0,0,0,0
195544001,"2019",0,0,0,0,0,0,0,0,0,0,0
195562002,"2019",0,0,0,0,0,0,0,0,0,0,0
195580001,"2019",0,0,0,0,0,0,0,0,0,0,0
195702001,"2019",0,0,0,0,0,0,0,0,0,0,0
195702002,"2019",0,0,0,0,0,0,0,0,0,0,0
195720001,"2019",0,0,6,3,0,0,0,0,1,0,0
195784001,"2019",0,0,0,0,0,0,0,0,0,0,0
195809001,"2019",0,0,7,2,0,0,1,0,4,4,0
195809002,"2019",0,0,0,0,0,0,0,0,0,0,0
195809004,"2019",0,0,0,0,0,0,0,0,0,0,0
195809005,"2019",0,0,0,0,0,0,0,0,0,0,0
195809006,"2019",0,0,0,0,0,0,0,0,0,0,0
195809009,"2019",0,0,0,0,0,0,0,0,0,0,0
195809010,"2019",0,0,0,0,0,0,0,0,0,0,0
195809011,"2019",0,0,0,0,0,0,0,0,0,0,0
195988001,"2019",0,0,1,1,0,0,0,0,1,0,0
196006001,"2019",0,0,1,1,0,0,0,0,3,0,0
196006002,"2019",0,0,0,0,0,0,0,0,0,1,0
196006003,"2019",0,0,0,0,0,0,0,0,0,0,0
196015001,"2019",0,0,1,1,0,0,0,0,1,0,0
196024001,"2019",0,0,0,1,0,0,1,0,3,0,1
196033001,"2019",0,0,4,2,0,0,0,1,4,0,0
196042001,"2019",0,0,1,1,0,0,0,1,1,0,0
196051001,"2019",0,0,4,1,0,0,0,2,8,0,1
196060001,"2019",0,0,19,9,0,0,1,2,8,10,1
196060002,"2019",0,0,0,0,0,0,0,0,0,0,0
196079001,"2019",0,0,13,4,0,0,1,0,7,0,1
196079002,"2019",0,0,0,0,0,0,0,0,0,0,0
196079003,"2019",0,0,0,0,0,0,0,0,0,0,0
196088001,"2019",0,0,3,11,0,1,1,2,17,1,6
196097001,"2019",0,0,11,15,0,0,1,14,14,2,2
196103001,"2019",0,0,0,0,0,0,0,0,1,0,0
196103002,"2019",0,0,0,0,0,0,0,0,0,0,0
196112001,"2019",0,0,2,2,0,0,0,0,0,0,0
196112002,"2019",0,0,0,0,0,0,0,0,0,0,0
196121001,"2019",0,0,13,3,0,1,0,1,6,1,0
196130001,"2019",0,0,8,2,0,0,1,3,3,1,0
196149001,"2019",0,0,4,11,0,0,0,0,6,0,0
196158001,"2019",0,0,10,0,0,0,0,0,4,0,0
196167001,"2019",0,0,3,3,0,0,0,1,9,0,0
196176001,"2019",0,0,4,3,0,0,0,0,1,0,0
196185001,"2019",0,0,6,1,0,0,0,1,6,0,0
196185002,"2019",0,0,0,0,0,0,0,0,0,0,0
196185003,"2019",0,0,0,0,0,0,0,2,1,0,0
196194001,"2019",0,0,5,1,0,0,0,0,3,0,1
196194002,"2019",0,0,0,0,0,0,0,0,0,0,0
196200001,"2019",0,0,4,7,0,0,0,0,5,0,0
196219001,"2019",0,0,6,1,0,2,0,0,7,0,0
196228001,"2019",0,0,0,0,0,0,0,0,1,0,0
196237001,"2019",0,0,2,2,0,0,2,1,2,0,0
196246001,"2019",0,0,7,3,0,3,0,4,2,0,0
196246002,"2019",0,0,0,0,0,0,0,0,0,0,0
196255001,"2019",0,0,0,0,0,0,0,1,0,1,0
196264001,"2019",0,0,0,0,0,0,0,0,0,0,0
196264002,"2019",0,0,0,0,0,0,0,0,0,0,0
196264003,"2019",0,0,0,0,0,0,0,0,0,0,0
196264004,"2019",0,0,0,0,0,0,0,0,0,0,0
196264005,"2019",0,0,0,0,0,0,0,0,0,0,0
196264006,"2019",0,0,0,0,0,0,0,0,0,0,0
196264007,"2019",0,0,0,0,0,0,0,0,0,0,0
196264008,"2019",0,0,0,0,0,0,0,0,0,0,0
196264009,"2019",0,0,0,0,0,0,0,0,0,0,0
196264010,"2019",0,0,0,0,0,0,0,0,0,0,0
196264011,"2019",0,0,0,0,0,0,0,0,0,0,0
196264012,"2019",0,0,0,0,0,0,0,0,0,0,0
196264013,"2019",0,0,0,0,0,0,0,0,0,0,0
196264014,"2019",0,0,0,0,0,0,0,0,0,0,0
196264015,"2019",0,0,0,0,0,0,0,0,0,0,0
196264016,"2019",0,0,0,0,0,0,0,0,0,0,0
196264017,"2019",0,0,0,0,0,0,0,0,0,0,0
196264018,"2019",0,0,0,0,0,0,0,0,0,0,0
196264019,"2019",0,0,0,0,0,0,0,0,0,0,0
196264020,"2019",0,0,0,0,0,0,0,0,0,0,0
196264021,"2019",0,0,0,0,0,0,0,0,0,0,0
196264022,"2019",0,0,0,0,0,0,0,0,0,0,0
196264023,"2019",0,0,0,0,0,0,0,0,0,0,0
196264024,"2019",0,0,0,0,0,0,0,0,0,0,0
196264025,"2019",0,0,0,0,0,0,0,0,0,0,0
196264026,"2019",0,0,0,0,0,0,0,0,0,0,0
196264028,"2019",0,0,0,0,0,0,0,0,0,0,0
196264030,"2019",0,0,0,0,0,0,0,0,0,0,0
196264031,"2019",0,0,0,0,0,0,0,0,0,0,0
196264032,"2019",0,0,0,0,0,0,0,0,0,0,0
196264033,"2019",0,0,0,0,0,0,0,0,0,0,0
196264034,"2019",0,0,0,0,0,0,0,0,0,0,0
196264035,"2019",0,0,0,0,0,0,0,0,0,0,0
196291001,"2019",0,0,1,0,0,0,0,0,18,0,0
196307001,"2019",0,0,0,6,0,0,0,0,2,2,0
196307002,"2019",0,0,0,2,0,0,0,2,0,0,0
196389001,"2019",0,0,0,0,0,0,0,0,0,0,0
196413001,"2019",0,0,10,5,0,0,2,2,7,3,0
196413009,"2019",0,0,0,0,0,0,0,0,0,0,0
196413010,"2019",0,0,0,0,0,0,0,0,0,0,0
196413011,"2019",0,0,0,0,0,0,0,0,0,0,0
196413012,"2019",0,0,0,0,0,0,0,0,0,0,0
196413013,"2019",0,0,0,0,0,0,0,0,0,0,0
196413015,"2019",0,0,0,0,0,0,0,0,0,0,0
196413016,"2019",0,0,0,0,0,0,0,0,0,0,0
196413017,"2019",0,0,0,0,0,0,0,0,0,0,0
196413018,"2019",0,0,0,0,0,0,0,0,0,0,0
196413020,"2019",0,0,0,0,0,0,0,0,0,0,0
196431001,"2019",0,0,0,0,0,0,0,0,0,0,0
196440001,"2019",0,0,0,0,0,0,0,0,0,0,0
196468001,"2019",0,0,0,0,0,0,0,0,0,0,0
196565001,"2019",0,0,1,0,0,0,0,0,4,0,0
196583001,"2019",0,0,0,0,0,0,0,0,0,0,0
196592001,"2019",0,0,0,0,0,0,0,0,0,0,0
