"UNITID","Students","Demographic"
162104,630,"Men"
162104,1119,"Women"
162122,1961,"Men"
162122,3101,"Women"
162168,698,"Men"
162168,1397,"Women"
162210,262,"Men"
162210,350,"Women"
162283,573,"Men"
162283,1637,"Women"
162335,0,"Men"
162335,32,"Women"
162371,506,"Men"
162371,28,"Women"
162557,3184,"Men"
162557,4109,"Women"
162584,1852,"Men"
162584,2252,"Women"
162609,338,"Men"
162609,341,"Women"
162654,474,"Men"
162654,985,"Women"
162690,1917,"Men"
162690,3168,"Women"
162706,2030,"Men"
162706,3037,"Women"
162760,710,"Men"
162760,1391,"Women"
162779,3641,"Men"
162779,5002,"Women"
162830,0,"Men"
162830,77,"Women"
162928,14243,"Men"
162928,15967,"Women"
163028,1120,"Men"
163028,138,"Women"
163046,2011,"Men"
163046,2886,"Women"
163204,33700,"Men"
163204,29312,"Women"
163259,1852,"Men"
163259,4784,"Women"
163268,7524,"Men"
163268,6382,"Women"
163286,21209,"Men"
163286,20516,"Women"
163295,411,"Men"
163295,1276,"Women"
163338,1367,"Men"
163338,1810,"Women"
163347,32,"Men"
163347,322,"Women"
163408,26,"Men"
163408,75,"Women"
163426,8409,"Men"
163426,10426,"Women"
163453,4170,"Men"
163453,6569,"Women"
163462,1183,"Men"
163462,1225,"Women"
163532,449,"Men"
163532,0,"Women"
163541,70,"Men"
163541,159,"Women"
163578,355,"Men"
163578,1433,"Women"
163657,4200,"Men"
163657,7273,"Women"
163815,2,"Men"
163815,33,"Women"
163851,2922,"Men"
163851,4103,"Women"
163912,651,"Men"
163912,979,"Women"
163976,313,"Men"
163976,270,"Women"
164076,7462,"Men"
164076,11939,"Women"
164085,48,"Men"
164085,496,"Women"
164155,3150,"Men"
164155,1324,"Women"
164173,1320,"Men"
164173,2364,"Women"
164216,403,"Men"
164216,520,"Women"
164270,1031,"Men"
164270,1837,"Women"
164313,938,"Men"
164313,2003,"Women"
164368,1200,"Men"
164368,808,"Women"
164447,885,"Men"
164447,1152,"Women"
164465,861,"Men"
164465,1053,"Women"
164492,757,"Men"
164492,445,"Women"
164535,11,"Men"
164535,36,"Women"
164562,850,"Men"
164562,1187,"Women"
164580,2254,"Men"
164580,1678,"Women"
164599,12,"Men"
164599,52,"Women"
164614,26,"Men"
164614,17,"Women"
164632,181,"Men"
164632,2424,"Women"
164739,3136,"Men"
164739,2197,"Women"
164748,4592,"Men"
164748,3777,"Women"
164775,561,"Men"
164775,1133,"Women"
164872,331,"Men"
164872,522,"Women"
164915,56,"Men"
164915,113,"Women"
164924,7082,"Men"
164924,8350,"Women"
164988,15963,"Men"
164988,21774,"Women"
165015,2291,"Men"
165015,2914,"Women"
165024,3842,"Men"
165024,5885,"Women"
165033,2320,"Men"
165033,4630,"Women"
165060,18,"Men"
165060,128,"Women"
165112,3954,"Men"
165112,5922,"Women"
165167,374,"Men"
165167,1461,"Women"
165194,1144,"Men"
165194,2116,"Women"
165255,3,"Men"
165255,171,"Women"
165264,68,"Men"
165264,462,"Women"
165334,1889,"Men"
165334,2036,"Women"
165495,8,"Men"
165495,9,"Women"
165529,828,"Men"
165529,1166,"Women"
165574,538,"Men"
165574,554,"Women"
165608,2,"Men"
165608,15,"Women"
165635,215,"Men"
165635,26,"Women"
165644,24,"Men"
165644,36,"Women"
165662,1529,"Men"
165662,3734,"Women"
165671,463,"Men"
165671,1520,"Women"
165699,1377,"Men"
165699,3017,"Women"
165750,32,"Men"
165750,65,"Women"
165802,635,"Men"
165802,1017,"Women"
165820,2341,"Men"
165820,3551,"Women"
165866,1559,"Men"
165866,2443,"Women"
165884,577,"Men"
165884,167,"Women"
165936,617,"Men"
165936,978,"Women"
165945,836,"Men"
165945,516,"Women"
165981,635,"Men"
165981,1054,"Women"
166018,317,"Men"
166018,527,"Women"
166027,13812,"Men"
166027,16447,"Women"
166045,67,"Men"
166045,96,"Women"
166054,226,"Men"
166054,48,"Women"
166124,1434,"Men"
166124,1692,"Women"
166133,1444,"Men"
166133,2756,"Women"
166391,601,"Men"
166391,1067,"Women"
166407,14,"Men"
166407,160,"Women"
166452,595,"Men"
166452,1962,"Women"
166489,119,"Men"
166489,198,"Women"
166498,1,"Men"
166498,65,"Women"
166513,9314,"Men"
166513,7284,"Women"
166629,15245,"Men"
166629,16481,"Women"
166638,6619,"Men"
166638,8956,"Women"
166647,1942,"Men"
166647,2636,"Women"
166656,1384,"Men"
166656,4561,"Women"
166674,502,"Men"
166674,1487,"Women"
166683,6650,"Men"
166683,5236,"Women"
166692,1266,"Men"
166692,222,"Women"
166708,470,"Men"
166708,1019,"Women"
166717,187,"Men"
166717,780,"Women"
166805,31,"Men"
166805,13,"Women"
166823,2131,"Men"
166823,3443,"Women"
166850,2508,"Men"
166850,3354,"Women"
166869,246,"Men"
166869,1426,"Women"
166887,3649,"Men"
166887,5725,"Women"
166911,64,"Men"
166911,163,"Women"
166939,14,"Men"
166939,2261,"Women"
166957,1234,"Men"
166957,2460,"Women"
167039,0,"Men"
167039,15,"Women"
167057,471,"Men"
167057,382,"Women"
167093,129,"Men"
167093,386,"Women"
167215,410,"Men"
167215,721,"Women"
167260,904,"Men"
167260,488,"Women"
167288,389,"Men"
167288,507,"Women"
167297,98,"Men"
167297,57,"Women"
167312,2028,"Men"
167312,3715,"Women"
167358,15644,"Men"
167358,16909,"Women"
167376,1732,"Men"
167376,2989,"Women"
167394,334,"Men"
167394,934,"Women"
167525,1192,"Men"
167525,1830,"Women"
167534,2954,"Men"
167534,4857,"Women"
167598,398,"Men"
167598,2119,"Women"
167631,641,"Men"
167631,1403,"Women"
167677,70,"Men"
167677,16,"Women"
167729,2086,"Men"
167729,4144,"Women"
167783,417,"Men"
167783,4249,"Women"
167792,142,"Men"
167792,172,"Women"
167835,43,"Men"
167835,2814,"Women"
167871,107,"Men"
167871,153,"Women"
167899,1171,"Men"
167899,1428,"Women"
167905,1995,"Men"
167905,3452,"Women"
167987,3804,"Men"
167987,4164,"Women"
167996,1231,"Men"
167996,1443,"Women"
168005,2312,"Men"
168005,4044,"Women"
168032,0,"Men"
168032,23,"Women"
168148,5595,"Men"
168148,8004,"Women"
168218,42,"Men"
168218,2365,"Women"
168227,3064,"Men"
168227,1127,"Women"
168254,1934,"Men"
168254,1740,"Women"
168263,1923,"Men"
168263,2665,"Women"
168281,617,"Men"
168281,1168,"Women"
168342,1025,"Men"
168342,1139,"Women"
168421,5120,"Men"
168421,2464,"Women"
168430,2159,"Men"
168430,3586,"Women"
168528,994,"Men"
168528,771,"Women"
168546,611,"Men"
168546,697,"Women"
168555,0,"Men"
168555,26,"Women"
168573,724,"Men"
168573,22,"Women"
168591,558,"Men"
168591,639,"Women"
168607,705,"Men"
168607,876,"Women"
168740,1624,"Men"
168740,1316,"Women"
168786,540,"Men"
168786,617,"Women"
168847,951,"Men"
168847,3004,"Women"
168883,794,"Men"
168883,1355,"Women"
168892,2,"Men"
168892,95,"Women"
169080,1744,"Men"
169080,1937,"Women"
169099,253,"Men"
169099,114,"Women"
169187,14,"Men"
169187,79,"Women"
169220,45,"Men"
169220,145,"Women"
169248,5685,"Men"
169248,8803,"Women"
169275,2626,"Men"
169275,4092,"Women"
169284,27,"Men"
169284,232,"Women"
169327,578,"Men"
169327,426,"Women"
169363,472,"Men"
169363,663,"Women"
169424,33,"Men"
169424,80,"Women"
169442,485,"Men"
169442,948,"Women"
169479,1978,"Men"
169479,2837,"Women"
169503,3,"Men"
169503,222,"Women"
169521,3070,"Men"
169521,5327,"Women"
169576,7,"Men"
169576,117,"Women"
169655,1311,"Men"
169655,106,"Women"
169716,2422,"Men"
169716,3165,"Women"
169761,201,"Men"
169761,442,"Women"
169798,5006,"Men"
169798,7625,"Women"
169813,1,"Men"
169813,37,"Women"
169910,4407,"Men"
169910,5552,"Women"
169974,444,"Men"
169974,739,"Women"
169983,1152,"Men"
169983,314,"Women"
169992,329,"Men"
169992,553,"Women"
170000,450,"Men"
170000,567,"Women"
170037,703,"Men"
170037,992,"Women"
170055,5502,"Men"
170055,6966,"Women"
170082,8369,"Men"
170082,13642,"Women"
170091,126,"Men"
170091,84,"Women"
170240,5007,"Men"
170240,6403,"Women"
170286,916,"Men"
170286,876,"Women"
170301,1349,"Men"
170301,2046,"Women"
170444,1845,"Men"
170444,3241,"Women"
170532,521,"Men"
170532,645,"Women"
170541,2865,"Men"
170541,3469,"Women"
170550,1201,"Men"
170550,2835,"Women"
170587,916,"Men"
170587,989,"Women"
170611,1,"Men"
170611,69,"Women"
170620,1114,"Men"
170620,1823,"Women"
170639,707,"Men"
170639,860,"Women"
170657,4399,"Men"
170657,5422,"Women"
170675,2365,"Men"
170675,1328,"Women"
170736,0,"Men"
170736,50,"Women"
170790,7020,"Men"
170790,9280,"Women"
170806,729,"Men"
170806,1395,"Women"
170967,471,"Men"
170967,722,"Women"
170976,24997,"Men"
170976,27858,"Women"
171012,131,"Men"
171012,45,"Women"
171100,24439,"Men"
171100,27650,"Women"
171128,5199,"Men"
171128,2204,"Women"
171137,4391,"Men"
171137,3713,"Women"
171146,2333,"Men"
171146,4196,"Women"
171155,1445,"Men"
171155,2247,"Women"
171225,847,"Men"
171225,1363,"Women"
171234,608,"Men"
171234,1143,"Women"
171304,1425,"Men"
171304,2192,"Women"
171395,599,"Men"
171395,1014,"Women"
171456,2809,"Men"
171456,4600,"Women"
171483,1581,"Men"
171483,1672,"Women"
171492,1489,"Men"
171492,920,"Women"
171535,7031,"Men"
171535,8256,"Women"
171571,6649,"Men"
171571,9119,"Women"
171599,554,"Men"
171599,425,"Women"
171775,0,"Men"
171775,37,"Women"
171881,110,"Men"
171881,51,"Women"
171988,9,"Men"
171988,126,"Women"
171997,13,"Men"
171997,224,"Women"
172015,3,"Men"
172015,113,"Women"
172033,242,"Men"
172033,109,"Women"
172051,2382,"Men"
172051,4440,"Women"
172200,3553,"Men"
172200,5034,"Women"
172264,805,"Men"
172264,976,"Women"
172291,1187,"Men"
172291,2130,"Women"
172307,772,"Men"
172307,1228,"Women"
172334,602,"Men"
172334,1839,"Women"
172422,92,"Men"
172422,26,"Women"
172477,187,"Men"
172477,233,"Women"
172495,5,"Men"
172495,269,"Women"
172608,433,"Men"
172608,475,"Women"
172617,5203,"Men"
172617,5930,"Women"
172635,4733,"Men"
172635,7154,"Women"
172644,9557,"Men"
172644,14246,"Women"
172671,390,"Men"
172671,730,"Women"
172680,2,"Men"
172680,84,"Women"
172699,7664,"Men"
172699,9080,"Women"
172705,203,"Men"
172705,194,"Women"
172866,48,"Men"
172866,8,"Women"
172918,1555,"Men"
172918,1726,"Women"
172954,892,"Men"
172954,1078,"Women"
172963,3291,"Men"
172963,5195,"Women"
173045,1343,"Men"
173045,1906,"Women"
173063,1711,"Men"
173063,2248,"Women"
173115,271,"Men"
173115,707,"Women"
173124,1629,"Men"
173124,2443,"Women"
173142,401,"Men"
173142,498,"Women"
173160,1432,"Men"
173160,2171,"Women"
173203,2111,"Men"
173203,2870,"Women"
173258,1046,"Men"
173258,1082,"Women"
173300,905,"Men"
173300,1030,"Women"
173328,2198,"Men"
173328,3805,"Women"
173416,1642,"Men"
173416,1252,"Women"
173452,390,"Men"
173452,488,"Women"
173461,1760,"Men"
173461,2314,"Women"
173559,2112,"Men"
173559,3533,"Women"
173638,1782,"Men"
173638,1913,"Women"
173647,894,"Men"
173647,1012,"Women"
173665,880,"Men"
173665,1685,"Women"
173683,71,"Men"
173683,121,"Women"
173708,2735,"Men"
173708,1837,"Women"
173735,1473,"Men"
173735,1701,"Women"
173744,24,"Men"
173744,599,"Women"
173799,1449,"Men"
173799,2355,"Women"
173896,160,"Men"
173896,211,"Women"
173902,926,"Men"
173902,1212,"Women"
173911,1058,"Men"
173911,1673,"Women"
173920,6476,"Men"
173920,8795,"Women"
173957,534,"Men"
173957,905,"Women"
174020,2855,"Men"
174020,3805,"Women"
174066,25150,"Men"
174066,31516,"Women"
174075,1097,"Men"
174075,1515,"Women"
174127,239,"Men"
174127,592,"Women"
174136,2811,"Men"
174136,3922,"Women"
174154,79,"Men"
174154,669,"Women"
174190,1,"Men"
174190,121,"Women"
174233,4563,"Men"
174233,4690,"Women"
174251,466,"Men"
174251,515,"Women"
174321,1,"Men"
174321,198,"Women"
174358,1478,"Men"
174358,2908,"Women"
174376,2151,"Men"
174376,3412,"Women"
174428,4552,"Men"
174428,6474,"Women"
174437,376,"Men"
174437,476,"Women"
174473,1088,"Men"
174473,1543,"Women"
174491,1352,"Men"
174491,1882,"Women"
174507,393,"Men"
174507,708,"Women"
174525,54,"Men"
174525,41,"Women"
174570,767,"Men"
174570,1027,"Women"
174738,1969,"Men"
174738,3236,"Women"
174747,5,"Men"
174747,1424,"Women"
174756,1528,"Men"
174756,2502,"Women"
174783,4757,"Men"
174783,5975,"Women"
174792,1508,"Men"
174792,64,"Women"
174817,1670,"Men"
174817,2835,"Women"
174844,1301,"Men"
174844,1823,"Women"
174862,858,"Men"
174862,988,"Women"
174899,915,"Men"
174899,2015,"Women"
174914,4604,"Men"
174914,4806,"Women"
174978,4,"Men"
174978,124,"Women"
175005,209,"Men"
175005,3442,"Women"
175014,1390,"Men"
175014,8026,"Women"
175041,2106,"Men"
175041,3092,"Women"
175078,3142,"Men"
175078,5072,"Women"
175120,255,"Men"
175120,105,"Women"
175139,92,"Men"
175139,134,"Women"
175227,1209,"Men"
175227,328,"Women"
175236,1138,"Men"
175236,2010,"Women"
175263,1000,"Men"
175263,1331,"Women"
175272,1848,"Men"
175272,4197,"Women"
175281,406,"Men"
175281,757,"Women"
175315,3606,"Men"
175315,5120,"Women"
175342,976,"Men"
175342,2019,"Women"
175421,1686,"Men"
175421,2527,"Women"
175430,449,"Men"
175430,519,"Women"
175494,18,"Men"
175494,55,"Women"
175519,625,"Men"
175519,1008,"Women"
175573,1177,"Men"
175573,1755,"Women"
175616,1072,"Men"
175616,1582,"Women"
175643,1207,"Men"
175643,1578,"Women"
175652,1672,"Men"
175652,2169,"Women"
175698,14,"Men"
175698,9,"Women"
175722,1,"Men"
175722,20,"Women"
175786,3473,"Men"
175786,5386,"Women"
175810,1616,"Men"
175810,3423,"Women"
175829,1846,"Men"
175829,3293,"Women"
175856,2155,"Men"
175856,4171,"Women"
175883,1772,"Men"
175883,2981,"Women"
175935,889,"Men"
175935,1891,"Women"
175980,328,"Men"
175980,265,"Women"
176008,712,"Men"
176008,1266,"Women"
176017,11025,"Men"
176017,15424,"Women"
176035,506,"Men"
176035,1687,"Women"
176044,1035,"Men"
176044,1170,"Women"
176053,1692,"Men"
176053,2472,"Women"
176062,0,"Men"
176062,57,"Women"
176071,3248,"Men"
176071,5446,"Women"
176080,11153,"Men"
176080,11997,"Women"
176169,1279,"Men"
176169,2163,"Women"
176178,2951,"Men"
176178,4916,"Women"
176239,2086,"Men"
176239,3925,"Women"
176318,223,"Men"
176318,244,"Women"
176336,71,"Men"
176336,22,"Women"
176354,701,"Men"
176354,1057,"Women"
176372,4855,"Men"
176372,8315,"Women"
176406,539,"Men"
176406,762,"Women"
176433,1,"Men"
176433,62,"Women"
176451,122,"Men"
176451,48,"Women"
176479,1734,"Men"
176479,3587,"Women"
176600,68,"Men"
176600,42,"Women"
176628,1277,"Men"
176628,1491,"Women"
176664,278,"Men"
176664,156,"Women"
176716,1,"Men"
176716,108,"Women"
176770,106,"Men"
176770,618,"Women"
176789,131,"Men"
176789,113,"Women"
176798,69,"Men"
176798,90,"Women"
176910,135,"Men"
176910,54,"Women"
176947,508,"Men"
176947,533,"Women"
176965,5912,"Men"
176965,6945,"Women"
176983,51,"Men"
176983,14,"Women"
177038,292,"Men"
177038,296,"Women"
177065,2320,"Men"
177065,3369,"Women"
177083,59,"Men"
177083,4,"Women"
177092,523,"Men"
177092,66,"Women"
177117,0,"Men"
177117,254,"Women"
177126,345,"Men"
177126,205,"Women"
177135,1405,"Men"
177135,2554,"Women"
177144,537,"Men"
177144,491,"Women"
177214,738,"Men"
177214,877,"Women"
177250,876,"Men"
177250,1495,"Women"
177278,27,"Men"
177278,45,"Women"
177302,556,"Men"
177302,63,"Women"
177339,1091,"Men"
177339,1198,"Women"
177418,136,"Men"
177418,196,"Women"
177436,6,"Men"
177436,24,"Women"
177472,4762,"Men"
177472,6618,"Women"
177542,238,"Men"
177542,261,"Women"
177551,334,"Men"
177551,668,"Women"
177588,2,"Men"
177588,53,"Women"
177603,2,"Men"
177603,155,"Women"
177676,1555,"Men"
177676,2220,"Women"
177685,16,"Men"
177685,91,"Women"
177719,69,"Men"
177719,470,"Women"
177746,178,"Men"
177746,635,"Women"
177816,84,"Men"
177816,0,"Women"
177834,1150,"Men"
177834,2316,"Women"
177931,0,"Men"
177931,25,"Women"
177940,921,"Men"
177940,1133,"Women"
177968,2435,"Men"
177968,4391,"Women"
177977,1898,"Men"
177977,448,"Women"
177986,619,"Men"
177986,787,"Women"
177995,5460,"Men"
177995,8063,"Women"
178059,2575,"Men"
178059,6686,"Women"
178077,4,"Men"
178077,93,"Women"
178183,14,"Men"
178183,163,"Women"
178208,3018,"Men"
178208,927,"Women"
178217,912,"Men"
178217,1535,"Women"
178244,2324,"Men"
178244,3375,"Women"
178341,1589,"Men"
178341,2558,"Women"
178369,966,"Men"
178369,804,"Women"
178387,1428,"Men"
178387,2288,"Women"
178396,13804,"Men"
178396,17739,"Women"
178402,6177,"Men"
178402,8555,"Women"
178411,5424,"Men"
178411,1730,"Women"
178420,5991,"Men"
178420,8745,"Women"
178448,1993,"Men"
178448,3391,"Women"
178518,94,"Men"
178518,74,"Women"
178527,4,"Men"
178527,43,"Women"
178615,1420,"Men"
178615,2244,"Women"
178624,3241,"Men"
178624,5911,"Women"
178679,409,"Men"
178679,327,"Women"
178697,647,"Men"
178697,807,"Women"
178721,3106,"Men"
178721,2630,"Women"
178767,15,"Men"
178767,74,"Women"
178891,1630,"Men"
178891,154,"Women"
178989,28,"Men"
178989,177,"Women"
179043,1210,"Men"
179043,2367,"Women"
179159,7587,"Men"
179159,9472,"Women"
179195,0,"Men"
179195,31,"Women"
179265,240,"Men"
179265,408,"Women"
179308,5068,"Men"
179308,10581,"Women"
179317,47,"Men"
179317,44,"Women"
179326,866,"Men"
179326,1333,"Women"
179344,626,"Men"
179344,1293,"Women"
179511,8,"Men"
179511,145,"Women"
179539,1463,"Men"
179539,2779,"Women"
179548,43,"Men"
179548,525,"Women"
179557,3863,"Men"
179557,5638,"Women"
179566,9632,"Men"
179566,14728,"Women"
179645,803,"Men"
179645,1801,"Women"
179715,516,"Men"
179715,1435,"Women"
179812,988,"Men"
179812,1121,"Women"
179867,7760,"Men"
179867,8597,"Women"
179894,4226,"Men"
179894,4034,"Women"
179946,376,"Men"
179946,264,"Women"
179955,480,"Men"
179955,479,"Women"
179964,827,"Men"
179964,1219,"Women"
179991,0,"Men"
179991,39,"Women"
180054,105,"Men"
180054,213,"Women"
180081,362,"Men"
180081,365,"Women"
180090,1,"Men"
180090,78,"Women"
180106,479,"Men"
180106,677,"Women"
180151,156,"Men"
180151,176,"Women"
180160,65,"Men"
180160,120,"Women"
180179,1513,"Men"
180179,2616,"Women"
180197,1027,"Men"
180197,1207,"Women"
180203,53,"Men"
180203,67,"Women"
180212,129,"Men"
180212,233,"Women"
180249,460,"Men"
180249,1042,"Women"
180258,262,"Men"
180258,501,"Women"
180276,660,"Men"
180276,894,"Women"
180328,82,"Men"
180328,180,"Women"
180373,217,"Men"
180373,493,"Women"
180416,1065,"Men"
180416,637,"Women"
180461,8879,"Men"
180461,8256,"Women"
180489,4261,"Men"
180489,6550,"Women"
180522,539,"Men"
180522,427,"Women"
180595,514,"Men"
180595,518,"Women"
180647,205,"Men"
180647,466,"Women"
180692,483,"Men"
180692,875,"Women"
180814,6577,"Men"
180814,8090,"Women"
180832,184,"Men"
180832,937,"Women"
180878,84,"Men"
180878,681,"Women"
180902,2952,"Men"
180902,3975,"Women"
180948,709,"Men"
180948,1389,"Women"
180957,41,"Men"
180957,12,"Women"
180984,1566,"Men"
180984,1913,"Women"
181002,3486,"Men"
181002,5095,"Women"
181020,832,"Men"
181020,1153,"Women"
181127,475,"Men"
181127,481,"Women"
181145,2,"Men"
181145,27,"Women"
181190,8,"Men"
181190,84,"Women"
181215,2094,"Men"
181215,3787,"Women"
181297,101,"Men"
181297,966,"Women"
181303,7987,"Men"
181303,8655,"Women"
181312,881,"Men"
181312,1259,"Women"
181330,792,"Men"
181330,766,"Women"
181394,6438,"Men"
181394,8534,"Women"
181419,230,"Men"
181419,390,"Women"
181428,1122,"Men"
181428,2866,"Women"
181446,726,"Men"
181446,928,"Women"
181464,12079,"Men"
181464,12314,"Women"
181491,3053,"Men"
181491,2667,"Women"
181534,652,"Men"
181534,840,"Women"
181543,16,"Men"
181543,16,"Women"
181604,103,"Men"
181604,683,"Women"
181640,5038,"Men"
181640,5778,"Women"
181738,291,"Men"
181738,438,"Women"
181765,83,"Men"
181765,139,"Women"
181783,1840,"Men"
181783,2826,"Women"
181817,594,"Men"
181817,975,"Women"
181853,268,"Men"
181853,264,"Women"
181880,16,"Men"
181880,167,"Women"
182005,12165,"Men"
182005,16148,"Women"
182148,75,"Men"
182148,461,"Women"
182281,14191,"Men"
182281,18720,"Women"
182290,10181,"Men"
182290,12843,"Women"
182306,1173,"Men"
182306,2147,"Women"
182500,4912,"Men"
182500,5973,"Women"
182564,2064,"Men"
182564,2220,"Women"
182634,275,"Men"
182634,697,"Women"
182670,3534,"Men"
182670,3404,"Women"
182704,4,"Men"
182704,88,"Women"
182722,13,"Men"
182722,171,"Women"
182795,725,"Men"
182795,929,"Women"
182829,369,"Men"
182829,349,"Women"
182892,0,"Men"
182892,50,"Women"
182980,1700,"Men"
182980,1575,"Women"
183026,68517,"Men"
183026,121014,"Women"
183044,5875,"Men"
183044,7679,"Women"
183062,1370,"Men"
183062,1478,"Women"
183071,363,"Men"
183071,300,"Women"
183080,1791,"Men"
183080,1916,"Women"
183099,884,"Men"
183099,1773,"Women"
183105,177,"Men"
183105,400,"Women"
183114,130,"Men"
183114,547,"Women"
183123,354,"Men"
183123,381,"Women"
183132,1046,"Men"
183132,1035,"Women"
183141,581,"Men"
183141,761,"Women"
183150,585,"Men"
183150,877,"Women"
183202,2,"Men"
183202,71,"Women"
183211,1046,"Men"
183211,1731,"Women"
183239,857,"Men"
183239,1254,"Women"
183248,24,"Men"
183248,71,"Women"
183257,373,"Men"
183257,1105,"Women"
183275,45,"Men"
183275,52,"Women"
183488,119,"Men"
183488,1052,"Women"
183600,0,"Men"
183600,30,"Women"
183655,1468,"Men"
183655,2584,"Women"
183725,305,"Men"
183725,197,"Women"
183743,5392,"Men"
183743,6328,"Women"
183789,473,"Men"
183789,1523,"Women"
183804,9657,"Men"
183804,0,"Women"
183822,337,"Men"
183822,462,"Women"
183859,4500,"Men"
183859,5400,"Women"
183877,2594,"Men"
183877,4026,"Women"
183910,741,"Men"
183910,1264,"Women"
183938,2994,"Men"
183938,4628,"Women"
183974,478,"Men"
183974,920,"Women"
183983,116,"Men"
183983,1,"Women"
184056,132,"Men"
184056,506,"Women"
184092,162,"Men"
184092,616,"Women"
184180,3048,"Men"
184180,3083,"Women"
184205,955,"Men"
184205,1731,"Women"
184348,1038,"Men"
184348,1194,"Women"
184427,314,"Men"
184427,21,"Women"
184481,2814,"Men"
184481,4212,"Women"
184506,10,"Men"
184506,93,"Women"
184603,3311,"Men"
184603,4734,"Women"
184612,671,"Men"
184612,1756,"Women"
184694,1232,"Men"
184694,1653,"Women"
184746,139,"Men"
184746,7,"Women"
184773,630,"Men"
184773,1383,"Women"
184782,10233,"Men"
184782,10793,"Women"
184791,2063,"Men"
184791,3155,"Women"
184816,19,"Men"
184816,120,"Women"
184959,149,"Men"
184959,1054,"Women"
184968,22,"Men"
184968,156,"Women"
184995,3052,"Men"
184995,4711,"Women"
185129,2077,"Men"
185129,3352,"Women"
185262,5094,"Men"
185262,8811,"Women"
185396,1719,"Men"
185396,66,"Women"
185466,8,"Men"
185466,338,"Women"
185509,2926,"Men"
185509,3468,"Women"
185536,5442,"Men"
185536,6602,"Women"
185572,1599,"Men"
185572,3168,"Women"
185590,9096,"Men"
185590,14279,"Women"
185679,64,"Men"
185679,124,"Women"
185721,102,"Men"
185721,516,"Women"
185758,67,"Men"
185758,62,"Women"
185767,44,"Men"
185767,227,"Women"
185828,9123,"Men"
185828,4124,"Women"
185873,2943,"Men"
185873,4152,"Women"
185970,5,"Men"
185970,115,"Women"
186016,30,"Men"
186016,411,"Women"
186034,1849,"Men"
186034,2933,"Women"
186052,739,"Men"
186052,136,"Women"
186122,135,"Men"
186122,167,"Women"
186131,4759,"Men"
186131,4378,"Women"
186186,194,"Men"
186186,0,"Women"
186201,2487,"Men"
186201,3494,"Women"
186274,39,"Men"
186274,271,"Women"
186283,1638,"Men"
186283,2365,"Women"
186371,2313,"Men"
186371,3362,"Women"
186380,24032,"Men"
186380,28237,"Women"
186399,5385,"Men"
186399,5930,"Women"
186405,1,"Men"
186405,15,"Women"
186423,7,"Men"
186423,59,"Women"
186432,1569,"Men"
186432,2003,"Women"
186469,355,"Men"
186469,780,"Women"
186584,3992,"Men"
186584,5579,"Women"
186593,33,"Men"
186593,155,"Women"
186618,303,"Men"
186618,568,"Women"
186645,3324,"Men"
186645,3438,"Women"
186867,5770,"Men"
186867,2699,"Women"
186876,3284,"Men"
186876,5347,"Women"
186900,72,"Men"
186900,0,"Women"
187000,640,"Men"
187000,55,"Women"
187046,4470,"Men"
187046,3074,"Women"
187134,3486,"Men"
187134,4655,"Women"
187198,3159,"Men"
187198,5171,"Women"
187444,3253,"Men"
187444,6689,"Women"
187505,71,"Men"
187505,267,"Women"
187532,7521,"Men"
187532,11821,"Women"
187596,674,"Men"
187596,1030,"Women"
187620,2818,"Men"
187620,4382,"Women"
187639,750,"Men"
187639,1592,"Women"
187648,1991,"Men"
187648,3734,"Women"
187666,785,"Men"
187666,1297,"Women"
187745,365,"Men"
187745,582,"Women"
187897,856,"Men"
187897,1848,"Women"
187903,768,"Men"
187903,1467,"Women"
187912,348,"Men"
187912,115,"Women"
187958,677,"Men"
187958,1010,"Women"
187967,1060,"Men"
187967,562,"Women"
187976,179,"Men"
187976,170,"Women"
187985,9917,"Men"
187985,13207,"Women"
187994,383,"Men"
187994,769,"Women"
188003,554,"Men"
188003,877,"Women"
188021,230,"Men"
188021,524,"Women"
188030,6444,"Men"
188030,8964,"Women"
188049,330,"Men"
188049,591,"Women"
188058,620,"Men"
188058,805,"Women"
188100,2132,"Men"
188100,4320,"Women"
188137,1610,"Men"
188137,2859,"Women"
188182,380,"Men"
188182,750,"Women"
188207,19,"Men"
188207,270,"Women"
188216,84,"Men"
188216,131,"Women"
188225,332,"Men"
188225,564,"Women"
188261,369,"Men"
188261,194,"Women"
188289,4,"Men"
188289,51,"Women"
188304,1147,"Men"
188304,2384,"Women"
188340,1194,"Men"
188340,211,"Women"
188429,2404,"Men"
188429,5199,"Women"
188438,1186,"Men"
188438,1390,"Women"
188517,105,"Men"
188517,144,"Women"
188526,311,"Men"
188526,597,"Women"
188535,287,"Men"
188535,383,"Women"
188580,308,"Men"
188580,506,"Women"
188641,839,"Men"
188641,1168,"Women"
188650,16,"Men"
188650,176,"Women"
188669,17,"Men"
188669,77,"Women"
188678,53,"Men"
188678,134,"Women"
188687,100,"Men"
188687,170,"Women"
188854,406,"Men"
188854,1046,"Women"
188890,1362,"Men"
188890,38,"Women"
188915,8,"Men"
188915,44,"Women"
188942,0,"Men"
188942,254,"Women"
189015,144,"Men"
189015,575,"Women"
189088,1230,"Men"
189088,1681,"Women"
189097,87,"Men"
189097,3400,"Women"
189219,147,"Men"
189219,5,"Women"
189228,758,"Men"
189228,1398,"Women"
189255,1,"Men"
189255,101,"Women"
189273,91,"Men"
