"unitid","Year","Weapon Possession (Discipline)","Drug Law Violation","Liquor Law Violation"
"174376","2022",0,1,0
"174428","2022",1,0,0
"174437","2022",0,0,0
"174491","2022",0,22,17
"174507","2022",0,0,0
"174525","2022",0,0,0
"174570","2022",0,0,0
"174738","2022",0,0,0
"174747","2022",0,28,64
"174756","2022",0,0,0
"174792","2022",0,106,73
"174844","2022",0,17,16
"174862","2022",0,0,0
"174978","2022",0,0,0
"175005","2022",0,7,2
"175041","2022",0,7,3
"175078","2022",0,0,0
"175120","2022",0,0,0
"175139","2022",0,0,0
"175227","2022",0,0,0
"175281","2022",0,0,0
"175315","2022",0,1,0
"175421","2022",0,2,11
"175430","2022",0,0,0
"175494","2022",0,0,0
"175519","2022",0,0,0
"175616","2022",0,4,0
"175643","2022",0,1,6
"175698","2022",0,0,0
"175722","2022",0,0,0
"175810","2022",0,0,0
"175883","2022",0,5,3
"175935","2022",0,0,0
"175980","2022",0,0,0
"176008","2022",0,4,1
"176035","2022",0,0,0
"176044","2022",1,3,0
"176053","2022",0,5,18
"176062","2022",0,0,0
"176169","2022",0,0,0
"176318","2022",1,1,1
"176336","2022",0,0,0
"176354","2022",0,10,3
"176372","2022",4,41,1
"176406","2022",0,0,0
"176433","2022",0,0,0
"176451","2022",0,0,0
"176600","2022",0,0,0
"176628","2022",0,4,1
"176664","2022",0,0,0
"176716","2022",0,0,0
"176789","2022",0,0,0
"176798","2022",0,0,0
"176910","2022",0,0,0
"176947","2022",0,12,32
"176983","2022",0,0,0
"177038","2022",0,0,0
"177083","2022",0,0,0
"177092","2022",0,0,0
"177117","2022",0,0,4
"177126","2022",0,0,0
"177144","2022",0,8,11
"177278","2022",0,0,0
"177302","2022",0,0,0
"177418","2022",0,0,11
"177436","2022",0,0,1
"177542","2022",0,0,2
"177551","2022",4,12,5
"177588","2022",0,0,0
"177603","2022",0,0,0
"177685","2022",0,0,0
"177746","2022",0,4,1
"177931","2022",0,0,0
"177986","2022",0,0,0
"178059","2022",0,7,69
"178077","2022",0,0,0
"178183","2022",0,0,0
"178208","2022",0,0,0
"178217","2022",0,0,29
"178244","2022",0,4,1
"178341","2022",0,11,35
"178387","2022",0,55,3
"178518","2022",0,0,0
"178527","2022",0,0,0
"178679","2022",0,0,0
"178697","2022",0,0,0
"178767","2022",0,0,0
"178828","2022",0,0,0
"178989","2022",0,0,0
"179195","2022",0,0,0
"179265","2022",0,2,6
"179511","2022",0,0,0
"179539","2022",1,1,1
"179812","2022",0,0,0
"179946","2022",0,14,7
"179955","2022",0,1,7
"179991","2022",0,0,0
"180054","2022",0,0,0
"180063","2022",0,0,0
"180090","2022",0,0,0
"180106","2022",0,4,29
"180151","2022",2,1,12
"180160","2022",0,0,0
"180203","2022",0,0,0
"180212","2022",0,0,0
"180249","2022",0,0,0
"180258","2022",0,7,66
"180276","2022",0,0,0
"180328","2022",0,0,0
"180373","2022",0,8,6
"180522","2022",0,3,16
"180595","2022",3,5,9
"180647","2022",0,0,5
"180692","2022",2,0,59
"180814","2022",0,8,11
"180832","2022",0,0,0
"180948","2022",12,7,30
"180957","2022",0,0,0
"181127","2022",1,4,64
"181215","2022",1,5,23
"181297","2022",0,0,0
"181394","2022",3,28,144
"181446","2022",0,5,69
"181464","2022",0,51,334
"181491","2022",0,0,9
"181534","2022",0,18,16
"181543","2022",0,0,0
"181604","2022",0,1,2
"181738","2022",0,0,0
"181765","2022",0,0,1
"181783","2022",0,1,28
"181817","2022",0,0,10
"181853","2022",1,6,1
"181880","2022",0,0,0
"181941","2022",0,0,0
"182148","2022",0,0,0
"182634","2022",0,16,24
"182704","2022",0,0,0
"182722","2022",0,0,0
"182829","2022",0,0,0
"182892","2022",0,0,0
"182917","2022",0,0,0
"182999","2022",0,0,0
"183071","2022",0,0,0
"183080","2022",1,1,284
"183099","2022",0,6,35
"183123","2022",1,2,15
"183132","2022",0,0,0
"183141","2022",0,0,0
"183202","2022",0,0,0
"183211","2022",0,1,27
"183239","2022",0,5,92
"183248","2022",0,0,0
"183275","2022",0,0,0
"183488","2022",0,0,0
"183725","2022",0,0,0
"183743","2022",0,0,0
"183804","2022",0,0,0
"183822","2022",1,27,22
"183910","2022",0,6,22
"183974","2022",0,5,7
"184056","2022",0,0,0
"184092","2022",0,0,0
"184180","2022",0,0,0
"184348","2022",1,39,76
"184427","2022",0,0,0
"184481","2022",0,0,0
"184506","2022",0,0,0
"184612","2022",0,11,20
"184746","2022",0,0,0
"184773","2022",0,0,4
"184816","2022",0,0,0
"184959","2022",0,0,0
"184968","2022",0,0,0
"185396","2022",0,0,0
"185466","2022",0,0,0
"185572","2022",0,13,51
"185590","2022",0,0,0
"185679","2022",0,0,0
"185721","2022",0,0,0
"185758","2022",0,0,0
"185828","2022",0,0,24
"185970","2022",0,0,0
"186016","2022",0,0,0
"186034","2022",0,0,0
"186052","2022",0,0,0
"186122","2022",0,2,0
"186186","2022",0,0,0
"186201","2022",0,36,92
"186405","2022",0,0,0
"186423","2022",0,0,0
"186432","2022",0,5,9
"186469","2022",0,0,0
"186593","2022",0,0,0
"186618","2022",0,7,26
"186645","2022",0,0,0
"186867","2022",1,1,16
"186900","2022",0,0,0
"187000","2022",0,0,0
"187046","2022",0,0,0
"187134","2022",2,15,157
"187444","2022",0,18,39
"187596","2022",0,0,0
"187639","2022",0,0,0
"187648","2022",1,4,6
"187666","2022",0,0,0
"187745","2022",2,12,17
"187897","2022",1,26,5
"187903","2022",1,11,47
"187912","2022",0,12,0
"187958","2022",0,0,0
"187967","2022",0,0,0
"187976","2022",0,0,0
"187994","2022",0,0,0
"188003","2022",0,0,0
"188021","2022",0,0,0
"188030","2022",0,19,67
"188049","2022",0,0,0
"188058","2022",0,0,0
"188137","2022",0,0,0
"188182","2022",0,0,4
"188207","2022",0,0,0
"188216","2022",0,2,4
"188225","2022",0,0,0
"188261","2022",0,0,0
"188289","2022",0,0,0
"188304","2022",0,1,0
"188340","2022",0,0,0
"188438","2022",3,15,48
"188517","2022",0,0,0
"188535","2022",0,0,0
"188580","2022",0,0,0
"188641","2022",0,7,5
"188650","2022",0,0,0
"188669","2022",0,0,0
"188678","2022",0,0,0
"188687","2022",0,0,0
"188890","2022",0,0,0
"188915","2022",0,0,0
"188942","2022",0,0,0
"189015","2022",0,0,0
"189097","2022",0,0,8
"189219","2022",0,0,0
"189228","2022",0,0,0
"189255","2022",0,0,0
"189273","2022",0,0,0
"189282","2022",0,0,0
"189404","2022",0,0,0
"189413","2022",0,0,0
"189468","2022",0,0,0
"189477","2022",0,0,0
"189501","2022",0,0,0
"189547","2022",1,41,5
"189705","2022",0,9,21
"189811","2022",0,0,0
"189857","2022",0,0,0
"189990","2022",0,0,0
"190008","2022",0,0,0
"190053","2022",0,0,0
"190071","2022",0,0,0
"190080","2022",0,0,0
"190099","2022",1,74,42
"190169","2022",0,0,0
"190239","2022",0,0,0
"190318","2022",0,0,0
"190372","2022",0,0,2
"190451","2022",0,0,0
"190512","2022",0,0,0
"190521","2022",0,2,8
"190530","2022",0,0,0
"190549","2022",0,0,0
"190558","2022",0,3,8
"190567","2022",0,9,25
"190585","2022",0,1,0
"190600","2022",0,4,0
"190619","2022",0,0,0
"190628","2022",0,0,0
"190637","2022",0,0,0
"190646","2022",0,0,0
"190655","2022",0,0,0
"190664","2022",1,5,0
"190673","2022",0,14,2
"190682","2022",0,0,0
"190691","2022",0,0,0
"190707","2022",0,0,0
"190716","2022",0,1,12
"190752","2022",0,0,0
"190761","2022",0,8,9
"190840","2022",0,0,9
"190956","2022",0,0,0
"190983","2022",0,2,12
"191199","2022",2,11,27
"191205","2022",0,0,0
"191302","2022",0,0,0
"191311","2022",0,0,0
"191339","2022",0,0,3
"191515","2022",0,61,1
"191597","2022",0,0,0
"191612","2022",1,23,8
"191621","2022",0,2,26
"191630","2022",0,0,85
"191649","2022",1,7,12
"191719","2022",0,0,0
"191940","2022",0,0,0
"191959","2022",0,0,0
"192022","2022",1,10,47
"192040","2022",0,0,4
"192110","2022",0,0,4
"192165","2022",0,0,0
"192271","2022",0,0,0
"192484","2022",0,0,0
"192624","2022",0,0,0
"192688","2022",0,0,0
"192703","2022",1,29,42
"192712","2022",0,0,9
"192749","2022",0,17,47
"192785","2022",0,0,0
"192800","2022",0,0,0
"192864","2022",0,0,0
"192961","2022",0,0,0
"192970","2022",0,0,0
"193052","2022",0,0,0
"193061","2022",0,0,0
"193070","2022",0,0,0
"193201","2022",0,0,0
"193247","2022",0,0,0
"193265","2022",0,0,0
"193292","2022",0,0,5
"193353","2022",1,7,44
"193380","2022",0,0,0
"193399","2022",1,44,10
"193405","2022",0,0,0
"193478","2022",0,42,1
"193584","2022",0,7,57
"193609","2022",0,0,0
"193821","2022",0,0,0
"193830","2022",0,0,0
"193894","2022",0,0,0
"193973","2022",3,26,15
"193991","2022",0,0,0
"194073","2022",0,0,0
"194116","2022",0,0,0
"194189","2022",0,0,0
"194259","2022",0,0,0
"194392","2022",1,25,24
"194435","2022",0,0,0
"194499","2022",0,0,0
"194569","2022",0,0,0
"194657","2022",0,0,0
"194666","2022",0,0,0
"194693","2022",0,0,0
"194718","2022",0,0,0
"194736","2022",0,0,0
"194763","2022",0,0,0
"194824","2022",0,19,41
"194958","2022",0,7,9
"195030","2022",0,140,393
"195067","2022",0,0,0
"195164","2022",4,77,152
"195173","2022",0,0,0
"195191","2022",0,0,0
"195216","2022",0,5,2
"195234","2022",0,0,4
"195243","2022",0,13,6
"195289","2022",0,0,0
"195304","2022",1,8,20
"195322","2022",0,0,0
"195438","2022",0,0,0
"195474","2022",0,39,405
"195580","2022",0,0,0
"195720","2022",0,0,75
"195784","2022",0,0,0
"195988","2022",1,0,1
"196015","2022",0,0,14
"196024","2022",3,43,60
"196033","2022",1,27,48
"196042","2022",1,9,22
"196051","2022",1,42,33
"196088","2022",0,1,234
"196097","2022",2,18,123
"196121","2022",1,22,79
"196130","2022",0,0,46
"196149","2022",0,0,110
"196158","2022",0,12,9
"196167","2022",0,3,91
"196176","2022",0,0,12
"196200","2022",0,6,8
"196219","2022",0,24,46
"196228","2022",0,0,0
"196237","2022",0,10,2
"196255","2022",0,0,0
"196291","2022",1,0,11
"196389","2022",0,0,0
"196431","2022",0,0,0
"196440","2022",0,0,0
"196468","2022",0,0,0
"196565","2022",3,4,7
"196583","2022",0,0,0
"196680","2022",0,0,0
"196699","2022",0,0,0
"196866","2022",0,0,69
"196884","2022",0,0,0
"197027","2022",0,0,2
"197133","2022",0,1,1
"197142","2022",0,0,0
"197151","2022",0,0,8
"197197","2022",0,12,11
"197221","2022",0,0,4
"197230","2022",0,55,20
"197285","2022",0,0,0
"197337","2022",0,0,0
"197601","2022",0,0,0
"197647","2022",0,0,0
"197692","2022",0,0,0
"197735","2022",0,0,0
"197744","2022",0,0,0
"197911","2022",0,7,24
"197966","2022",0,0,0
"197984","2022",2,12,102
"197993","2022",1,0,0
"198011","2022",0,0,0
"198066","2022",0,3,7
"198084","2022",0,0,0
"198109","2022",0,0,0
"198136","2022",0,2,18
"198206","2022",0,0,0
"198215","2022",0,1,3
"198303","2022",6,100,28
"198321","2022",0,0,0
"198330","2022",0,0,0
"198507","2022",7,20,32
"198516","2022",0,62,192
"198543","2022",1,61,8
"198561","2022",3,8,118
"198598","2022",1,23,7
"198613","2022",3,23,12
"198640","2022",0,0,0
"198668","2022",0,0,0
"198695","2022",3,116,161
"198729","2022",0,0,0
"198756","2022",0,5,0
"198774","2022",0,0,0
"198808","2022",0,25,31
"198844","2022",0,0,0
"198862","2022",0,0,0
"198871","2022",2,17,4
"198899","2022",0,4,14
"198905","2022",0,0,1
"198923","2022",0,0,0
"198950","2022",0,2,0
"198969","2022",0,6,26
"198978","2022",0,0,0
"199005","2022",0,0,0
"199023","2022",0,0,0
"199078","2022",0,0,0
"199087","2022",0,0,0
"199111","2022",0,13,12
"199157","2022",3,208,30
"199184","2022",1,10,9
"199193","2022",0,69,218
"199263","2022",0,0,0
"199272","2022",0,7,7
"199281","2022",7,27,8
"199306","2022",0,4,3
"199333","2022",1,1,0
"199412","2022",0,6,86
"199449","2022",1,0,0
"199458","2022",0,0,0
"199467","2022",0,0,0
"199476","2022",0,0,0
"199582","2022",3,75,23
"199607","2022",0,5,4
"199625","2022",0,0,0
"199689","2022",0,0,0
"199722","2022",0,1,0
"199759","2022",0,0,0
"199795","2022",0,0,0
"199865","2022",0,47,74
"199883","2022",0,0,0
"199892","2022",0,0,0
"199908","2022",0,0,0
"199953","2022",0,0,0
"199971","2022",0,0,0
"199980","2022",0,0,0
"199999","2022",3,37,9
"200013","2022",0,0,0
"200022","2022",0,2,95
"200059","2022",0,0,13
"200110","2022",0,0,0
"200208","2022",0,0,0
"200226","2022",0,23,0
"200253","2022",0,2,9
"200280","2022",0,15,100
"200314","2022",0,0,45
"200341","2022",0,1,1
"200484","2022",0,0,0
"200554","2022",0,5,1
"200572","2022",0,0,0
"200590","2022",0,0,0
"200785","2022",0,0,0
"200800","2022",0,46,55
"200873","2022",0,0,0
"201034","2022",0,0,0
"201061","2022",0,0,0
"201098","2022",0,1,0
"201131","2022",0,0,0
"201159","2022",2,3,0
"201177","2022",0,0,0
"201195","2022",0,28,56
"201283","2022",0,0,0
"201371","2022",1,5,20
"201432","2022",0,0,0
"201441","2022",0,21,80
"201478","2022",0,0,0
"201496","2022",0,0,0
"201539","2022",0,0,0
"201645","2022",0,29,206
"201654","2022",0,0,5
"201672","2022",0,16,62
"201681","2022",0,0,0
"201803","2022",0,0,0
"201821","2022",0,0,0
"201867","2022",0,0,0
"201928","2022",0,0,0
"201946","2022",0,0,0
"201955","2022",0,0,0
"201964","2022",0,0,0
"202046","2022",0,1,0
"202073","2022",0,0,0
"202134","2022",2,11,31
"202152","2022",0,0,0
"202170","2022",0,0,1
"202435","2022",0,0,0
"202453","2022",0,0,0
"202514","2022",0,4,16
"202523","2022",0,50,45
"202657","2022",0,3,0
"202806","2022",0,0,0
"202888","2022",0,0,0
"202903","2022",0,0,0
"202912","2022",0,0,0
"202949","2022",0,0,0
"202985","2022",0,0,0
"203030","2022",0,0,0
"203085","2022",0,3,24
"203128","2022",0,23,32
"203146","2022",2,0,0
"203234","2022",0,0,0
"203289","2022",0,0,0
"203368","2022",0,19,67
"203438","2022",0,0,0
"203447","2022",0,0,0
"203456","2022",0,0,0
"203465","2022",0,0,0
"203474","2022",0,0,0
"203483","2022",0,0,0
"203492","2022",0,0,0
"203535","2022",0,52,70
"203544","2022",0,0,0
"203580","2022",1,10,12
"203599","2022",0,0,0
"203678","2022",0,0,0
"203739","2022",0,0,0
"203757","2022",0,3,3
"203775","2022",0,0,21
"203845","2022",0,7,26
"203881","2022",0,0,0
"203942","2022",0,0,0
"203997","2022",0,0,0
"204006","2022",0,0,0
"204015","2022",0,0,0
"204121","2022",0,0,0
"204158","2022",0,0,0
"204185","2022",0,25,74
"204194","2022",0,3,4
"204200","2022",0,10,0
"204264","2022",0,8,7
"204334","2022",0,0,0
"204422","2022",0,0,0
"204431","2022",0,0,0
"204440","2022",0,0,0
"204459","2022",0,0,0
"204468","2022",5,20,18
"204477","2022",0,0,0
"204486","2022",3,34,0
"204501","2022",0,26,21
"204608","2022",0,0,0
"204617","2022",0,4,1
"204635","2022",1,21,60
"204662","2022",0,7,49
"204671","2022",0,0,0
"204680","2022",0,14,17
"204699","2022",0,0,0
"204705","2022",0,16,62
"204714","2022",0,0,0
"204723","2022",0,0,0
"204769","2022",0,0,0
"204778","2022",0,0,0
"204796","2022",0,139,638
"204802","2022",0,0,0
"204820","2022",0,0,0
"204839","2022",0,0,0
"204848","2022",0,0,0
"204866","2022",0,0,0
"204884","2022",0,0,0
"204893","2022",0,0,0
"204963","2022",0,0,0
"204981","2022",0,1,0
"204990","2022",0,0,0
"205027","2022",0,0,0
"205054","2022",0,0,0
"205090","2022",0,0,0
"205124","2022",0,0,0
"205142","2022",0,0,0
"205179","2022",0,0,0
"205203","2022",0,0,2
"205391","2022",0,0,0
"205443","2022",0,0,18
"205887","2022",0,0,0
"206011","2022",0,10,4
"206039","2022",0,0,0
"206154","2022",0,0,0
"206172","2022",0,0,0
"206181","2022",0,0,0
"206288","2022",0,0,0
"206321","2022",0,10,0
"206349","2022",0,0,0
"206394","2022",0,0,0
"206437","2022",0,2,56
"206446","2022",0,0,0
"206491","2022",0,9,0
"206516","2022",0,0,0
"206525","2022",0,10,65
"206589","2022",0,28,30
"206613","2022",0,0,12
"206695","2022",0,1,10
"206835","2022",0,1,6
"206905","2022",0,0,0
"206923","2022",0,3,20
"206932","2022",0,0,0
"207041","2022",0,1,12
"207069","2022",0,10,18
"207087","2022",0,0,0
"207102","2022",0,0,0
"207157","2022",0,0,0
"207236","2022",0,0,0
"207315","2022",0,0,0
"207324","2022",0,0,0
"207351","2022",0,6,7
"207397","2022",0,0,0
"207403","2022",0,0,0
"207458","2022",1,0,7
"207564","2022",1,3,3
"207582","2022",0,3,1
"207670","2022",1,4,8
"207704","2022",0,0,0
"207722","2022",0,2,5
"207740","2022",0,5,34
"207786","2022",0,0,0
"207856","2022",0,0,0
"207865","2022",1,1,1
"207962","2022",0,0,1
"208035","2022",0,0,0
"208044","2022",0,0,0
"208053","2022",0,0,0
"208275","2022",0,0,0
"208433","2022",0,0,0
"208479","2022",0,0,0
"208512","2022",0,0,0
"208637","2022",0,0,0
"208725","2022",0,0,0
"208859","2022",0,0,0
"209056","2022",0,197,121
"209083","2022",0,0,0
"209153","2022",0,0,0
"209205","2022",0,0,0
"209241","2022",0,0,0
"209287","2022",0,0,0
"209296","2022",0,0,0
"209409","2022",0,1,2
"209490","2022",0,0,0
"209603","2022",0,0,0
"209667","2022",0,0,0
"209676","2022",0,0,0
"209694","2022",0,0,0
"209700","2022",0,0,0
"209719","2022",0,0,0
"209807","2022",6,21,32
"209825","2022",0,9,71
"209922","2022",0,75,43
"210304","2022",0,4,0
"210331","2022",0,0,3
"210429","2022",2,51,31
"210438","2022",0,0,0
"210492","2022",0,4,0
"210571","2022",0,68,26
"210669","2022",0,52,8
"210711","2022",0,0,0
"210739","2022",0,1,22
"210748","2022",0,0,0
"211006","2022",0,0,0
"211024","2022",0,0,0
"211079","2022",0,0,0
"211130","2022",0,0,0
"211273","2022",0,0,16
"211291","2022",0,49,413
"211316","2022",0,0,0
"211334","2022",0,0,0
"211343","2022",0,0,0
"211352","2022",0,27,9
"211468","2022",0,2,2
"211477","2022",0,14,18
"211556","2022",0,7,14
"211583","2022",1,27,17
"211608","2022",0,2,0
"211635","2022",0,0,0
"211802","2022",0,0,0
"211893","2022",0,0,0
"211981","2022",0,49,55
"212045","2022",0,0,0
"212197","2022",0,16,59
"212230","2022",0,0,0
"212267","2022",0,0,0
"212276","2022",0,0,0
"212294","2022",0,0,0
"212300","2022",0,1,0
"212328","2022",0,0,0
"212337","2022",0,0,0
"212355","2022",0,0,0
"212382","2022",0,0,0
"212391","2022",0,0,0
"212434","2022",0,0,0
"212656","2022",0,6,0
"212674","2022",0,32,136
"212753","2022",0,0,0
"212771","2022",0,0,0
"212869","2022",0,0,0
"212911","2022",0,5,15
"212975","2022",0,1,0
"213011","2022",0,1,4
"213163","2022",0,0,0
"213233","2022",0,0,0
"213251","2022",0,5,13
"213303","2022",0,2,5
"213321","2022",0,5,20
"213330","2022",0,0,0
"213349","2022",0,40,50
"213358","2022",0,9,52
"213385","2022",0,3,55
"213400","2022",0,4,5
"213446","2022",0,1,0
"213455","2022",0,0,0
"213491","2022",0,0,0
"213507","2022",0,1,6
"213534","2022",0,0,0
"213543","2022",0,49,236
"213570","2022",0,0,0
"213589","2022",0,0,0
"213622","2022",0,0,0
"213659","2022",0,0,0
"213668","2022",0,25,24
"213774","2022",0,0,0
"213826","2022",0,12,39
"213914","2022",0,0,0
"213932","2022",0,0,0
"214023","2022",0,0,0
"214069","2022",0,2,29
"214148","2022",0,0,0
"214157","2022",1,5,92
"214166","2022",0,2,1
"214175","2022",0,8,30
"214272","2022",1,9,13
"214476","2022",0,0,0
"214528","2022",0,0,0
"214582","2022",0,0,0
"214591","2022",0,5,22
"214625","2022",0,1,0
"214634","2022",0,0,0
"214643","2022",0,0,0
"214652","2022",0,0,0
"214670","2022",0,0,0
"214689","2022",0,1,62
"214698","2022",0,8,3
"214704","2022",0,5,52
"214713","2022",0,8,32
"214731","2022",0,5,28
"214740","2022",0,0,0
"214759","2022",0,0,0
"214768","2022",0,4,8
"214786","2022",0,1,0
"214795","2022",0,0,0
"214801","2022",0,10,20
"214810","2022",0,1,34
"214829","2022",0,0,0
"214883","2022",0,0,0
"214892","2022",0,0,0
"214944","2022",0,0,0
"214971","2022",0,0,0
"215008","2022",0,0,0
"215044","2022",0,0,0
"215053","2022",1,3,2
"215105","2022",2,17,6
"215114","2022",1,0,0
"215266","2022",0,18,104
"215275","2022",0,1,0
"215284","2022",1,11,33
"215293","2022",0,27,189
"215309","2022",0,0,0
"215336","2022",0,0,0
"215390","2022",0,0,0
"215415","2022",0,31,21
"215424","2022",0,0,0
"215442","2022",0,6,22
"215479","2022",0,0,0
"215530","2022",0,0,0
"215585","2022",0,0,0
"215594","2022",0,0,0
"215619","2022",0,0,0
"215637","2022",0,0,0
"215655","2022",2,2,55
"215682","2022",0,0,0
"215691","2022",0,7,7
"215770","2022",3,57,161
"215798","2022",0,4,10
"215813","2022",0,0,0
"215886","2022",0,0,0
"215929","2022",0,15,145
"215947","2022",0,7,7
"215974","2022",0,0,0
"215983","2022",0,0,0
"216010","2022",0,20,33
"216038","2022",0,11,52
"216047","2022",0,0,0
"216074","2022",0,0,0
"216162","2022",0,0,0
"216223","2022",0,0,0
"216278","2022",2,18,70
"216287","2022",0,12,69
"216296","2022",0,4,0
"216311","2022",0,0,0
"216348","2022",0,0,0
"216357","2022",0,18,13
"216436","2022",0,0,0
"216445","2022",0,0,0
"216454","2022",0,0,0
"216463","2022",0,0,0
"216524","2022",0,27,58
"216542","2022",0,5,9
"216551","2022",0,5,2
"216597","2022",0,45,271
"216630","2022",0,0,0
"216667","2022",3,8,48
"216746","2022",0,0,0
"216773","2022",0,0,0
"216807","2022",6,16,14
"216816","2022",0,0,0
"216825","2022",0,0,0
"216931","2022",0,30,9
"216940","2022",0,0,0
"217013","2022",0,0,1
"217040","2022",0,0,0
"217059","2022",0,19,51
"217156","2022",1,42,153
"217165","2022",0,67,185
"217323","2022",0,0,0
"217402","2022",2,0,533
"217420","2022",1,0,32
"217493","2022",0,10,63
"217536","2022",1,0,183
"217581","2022",0,0,0
"217606","2022",0,0,0
"217615","2022",0,0,0
"217624","2022",0,2,0
"217688","2022",0,0,0
"217721","2022",0,0,0
"217749","2022",0,0,1
"217776","2022",0,0,2
"217794","2022",0,0,0
"217828","2022",0,0,0
"217864","2022",2,1,49
"217873","2022",2,29,3
"217891","2022",0,0,0
"217907","2022",0,3,12
"217925","2022",0,0,0
"217934","2022",0,1,1
"217961","2022",1,6,5
"217989","2022",0,6,0
"217998","2022",0,0,0
"218061","2022",8,13,13
"218070","2022",0,19,150
"218159","2022",0,0,0
"218195","2022",0,0,0
"218229","2022",2,10,87
"218238","2022",1,8,39
"218335","2022",1,1,0
"218353","2022",0,0,0
"218399","2022",0,0,0
"218414","2022",0,0,5
"218487","2022",0,0,0
"218539","2022",2,14,9
"218645","2022",0,9,7
"218663","2022",1,119,770
"218672","2022",0,0,0
"218681","2022",0,0,0
"218690","2022",0,0,0
"218706","2022",0,0,0
"218724","2022",2,77,490
"218733","2022",11,31,2
"218751","2022",0,0,0
"218821","2022",0,6,12
"218919","2022",0,0,0
"218955","2022",0,0,0
"218964","2022",0,20,34
"218991","2022",0,0,0
"219000","2022",0,1,36
"219037","2022",0,0,0
"219046","2022",0,0,53
"219082","2022",0,0,6
"219091","2022",1,1,38
"219125","2022",0,0,0
"219143","2022",0,0,0
"219170","2022",0,0,0
"219189","2022",0,0,0
"219198","2022",1,2,14
"219240","2022",0,0,0
"219259","2022",0,0,59
"219277","2022",0,0,0
"219347","2022",0,2,30
"219356","2022",2,0,79
"219374","2022",0,0,0
"219383","2022",0,1,36
"219392","2022",0,0,0
"219408","2022",0,0,0
"219426","2022",0,0,0
"219453","2022",0,0,0
"219480","2022",0,0,0
"219505","2022",0,0,0
"219587","2022",0,0,0
"219596","2022",0,0,0
"219639","2022",0,0,0
"219709","2022",0,22,140
"219790","2022",0,0,0
"219806","2022",0,0,3
"219833","2022",0,1,6
"219842","2022",0,0,0
"219851","2022",0,0,0
"219879","2022",0,0,0
"219903","2022",0,0,0
"219921","2022",0,0,0
"219949","2022",0,0,0
"219976","2022",2,4,16
"220118","2022",0,0,0
"220163","2022",0,0,0
"220206","2022",0,0,0
"220215","2022",1,0,0
"220251","2022",0,0,0
"220279","2022",0,0,0
"220321","2022",0,0,0
"220394","2022",0,0,0
"220400","2022",0,0,0
"220464","2022",0,0,0
"220473","2022",0,0,6
"220491","2022",0,0,0
"220598","2022",2,4,0
"220604","2022",0,0,0
"220613","2022",0,3,4
"220640","2022",0,0,0
"220701","2022",0,0,1
"220710","2022",0,13,31
"220756","2022",0,0,0
"220792","2022",0,0,0
"220871","2022",0,0,0
"220978","2022",5,46,15
"220996","2022",0,0,0
"221050","2022",0,0,0
"221148","2022",0,0,0
"221184","2022",0,0,0
"221236","2022",0,0,0
"221281","2022",0,0,0
"221333","2022",0,0,0
"221351","2022",0,36,128
"221388","2022",0,0,0
"221430","2022",0,0,0
"221494","2022",0,0,0
"221519","2022",2,9,24
"221582","2022",0,0,0
"221591","2022",0,0,0
"221607","2022",0,0,0
"221625","2022",0,0,0
"221661","2022",0,0,7
"221670","2022",0,0,0
"221740","2022",1,49,328
"221829","2022",0,0,0
"221838","2022",0,15,0
"221892","2022",0,0,6
"221953","2022",1,7,5
"221999","2022",0,14,129
"222567","2022",0,0,0
"222628","2022",0,0,0
"222822","2022",0,0,0
"222831","2022",0,6,15
"222877","2022",0,4,3
"222886","2022",0,0,0
"222983","2022",0,28,14
"223001","2022",0,0,0
"223056","2022",0,0,0
"223083","2022",0,0,0
"223117","2022",0,0,0
"223223","2022",0,0,0
"223463","2022",0,0,0
"223472","2022",0,0,0
"223506","2022",0,0,0
"223852","2022",0,0,0
"224013","2022",0,0,0
"224147","2022",0,3,1
"224156","2022",0,0,0
"224244","2022",0,0,0
"224271","2022",0,0,0
"224527","2022",1,1,27
"224660","2022",0,0,0
"224679","2022",0,0,0
"224712","2022",0,0,0
"224758","2022",0,0,0
"224891","2022",0,0,1
"225247","2022",0,4,0
"225399","2022",0,9,4
"225520","2022",0,10,18
"225575","2022",0,3,0
"225876","2022",0,1,1
"225885","2022",0,12,0
"225991","2022",0,0,0
"226091","2022",0,21,13
"226107","2022",0,0,0
"226116","2022",0,0,0
"226125","2022",0,0,0
"226152","2022",0,0,0
"226231","2022",0,5,1
"226277","2022",0,0,0
"226383","2022",0,1,3
"226408","2022",0,0,0
"226471","2022",0,19,61
"226587","2022",1,8,6
"226675","2022",0,0,0
"226860","2022",0,0,0
"226879","2022",0,0,0
"226903","2022",0,0,0
"227058","2022",0,0,0
"227225","2022",0,0,22
"227289","2022",0,0,0
"227298","2022",0,0,0
"227304","2022",0,6,2
"227313","2022",0,0,0
"227322","2022",0,0,0
"227386","2022",0,0,0
"227429","2022",0,0,0
"227687","2022",0,2,12
"227748","2022",0,0,0
"227854","2022",0,0,0
"227924","2022",0,0,1
"228042","2022",1,7,5
"228088","2022",0,0,0
"228149","2022",0,0,48
"228185","2022",0,0,0
"228194","2022",0,0,0
"228200","2022",0,0,0
"228219","2022",0,0,0
"228343","2022",0,9,5
"228431","2022",0,58,52
"228468","2022",0,0,0
"228486","2022",0,0,0
"228608","2022",0,0,0
"228635","2022",0,0,0
"228653","2022",0,0,0
