"unitid","Year","Weapon Possession (Discipline)","Drug Law Violation","Liquor Law Violation"
"414063","2021",0,0,0
"414489","2021",0,0,0
"414595","2021",0,0,0
"414869","2021",0,0,0
"414939","2021",0,0,0
"414966","2021",0,0,0
"415039","2021",0,0,0
"415057","2021",0,0,0
"415987","2021",0,0,0
"416458","2021",0,0,0
"417008","2021",0,0,0
"417062","2021",0,0,0
"417105","2021",0,0,0
"417123","2021",0,0,0
"417248","2021",0,0,0
"417275","2021",0,0,0
"417327","2021",0,0,0
"417442","2021",0,0,0
"417600","2021",0,0,0
"417628","2021",0,0,0
"417637","2021",0,0,0
"417646","2021",0,0,0
"417655","2021",0,0,0
"417682","2021",0,0,0
"417734","2021",0,0,0
"417752","2021",0,0,0
"417831","2021",0,0,0
"417840","2021",0,0,0
"417910","2021",0,0,0
"417983","2021",0,0,0
"417992","2021",0,0,0
"418001","2021",0,0,0
"418010","2021",0,0,0
"418029","2021",0,0,0
"418038","2021",2,0,0
"418065","2021",0,0,0
"418083","2021",0,1,0
"418126","2021",0,0,0
"418171","2021",0,0,0
"418199","2021",0,0,0
"418205","2021",0,6,1
"418223","2021",0,0,0
"418250","2021",0,1,0
"418269","2021",0,0,0
"418278","2021",0,1,0
"418320","2021",0,5,0
"418348","2021",0,0,0
"418357","2021",0,0,0
"418409","2021",3,2,2
"418427","2021",0,0,0
"418445","2021",0,0,0
"418481","2021",0,0,0
"418515","2021",0,0,0
"418533","2021",5,4,6
"418542","2021",2,1,1
"418560","2021",0,0,0
"418588","2021",0,4,0
"418612","2021",0,0,0
"418658","2021",0,0,0
"418764","2021",0,0,0
"418782","2021",0,0,0
"418889","2021",0,0,0
"418913","2021",0,0,0
"418968","2021",0,0,0
"419031","2021",0,0,0
"419095","2021",0,0,0
"419217","2021",0,0,0
"419226","2021",0,0,0
"419235","2021",0,0,0
"419244","2021",0,0,0
"419253","2021",0,0,0
"419280","2021",0,0,0
"419341","2021",0,0,0
"419420","2021",0,0,0
"419484","2021",0,0,0
"419633","2021",0,0,0
"419703","2021",0,0,0
"419712","2021",0,0,0
"419721","2021",0,0,0
"420024","2021",0,0,0
"420042","2021",0,0,0
"420130","2021",0,0,0
"420246","2021",0,0,0
"420255","2021",0,0,0
"420325","2021",0,0,0
"420343","2021",0,0,0
"420370","2021",0,0,0
"420398","2021",0,0,0
"420705","2021",0,0,0
"420723","2021",0,0,0
"420981","2021",0,0,0
"421513","2021",0,0,0
"421610","2021",0,0,0
"421665","2021",0,0,0
"421708","2021",0,0,0
"421717","2021",0,0,0
"421771","2021",0,0,0
"421841","2021",0,0,0
"421878","2021",0,0,0
"422020","2021",0,0,0
"422835","2021",0,0,0
"423397","2021",0,0,0
"423412","2021",0,0,0
"423643","2021",0,0,0
"423652","2021",0,0,0
"425250","2021",0,0,0
"425986","2021",0,0,0
"427308","2021",0,0,0
"427335","2021",0,0,0
"427894","2021",0,0,0
"427973","2021",0,0,0
"427982","2021",0,0,0
"428000","2021",0,0,0
"428019","2021",0,0,0
"428055","2021",0,0,0
"428125","2021",0,0,0
"428259","2021",0,0,0
"428392","2021",0,0,0
"429012","2021",0,0,0
"429085","2021",0,0,0
"429094","2021",0,0,0
"429128","2021",0,0,0
"430227","2021",0,0,0
"430245","2021",0,0,0
"430306","2021",0,0,0
"430403","2021",0,0,0
"430564","2021",0,0,0
"430670","2021",0,0,0
"430795","2021",0,0,0
"430883","2021",0,0,0
"430908","2021",0,0,0
"430971","2021",0,0,0
"431017","2021",0,0,0
"431071","2021",0,0,0
"431105","2021",0,0,0
"431169","2021",0,0,0
"431187","2021",0,0,0
"431266","2021",0,0,0
"431275","2021",0,7,0
"431284","2021",0,0,0
"431558","2021",0,0,0
"431600","2021",0,0,0
"431716","2021",0,0,0
"431983","2021",0,0,0
"432117","2021",0,0,0
"432269","2021",0,0,0
"432348","2021",0,0,0
"432384","2021",0,0,0
"432524","2021",0,0,0
"433004","2021",0,0,0
"433013","2021",0,0,0
"433040","2021",0,0,0
"433068","2021",0,0,0
"433101","2021",0,0,0
"433138","2021",0,0,0
"433174","2021",0,0,0
"433420","2021",0,0,17
"433536","2021",0,0,0
"433660","2021",2,156,306
"434016","2021",0,0,0
"434140","2021",0,0,0
"434159","2021",0,0,0
"434274","2021",0,0,0
"434283","2021",0,0,0
"434308","2021",0,0,0
"434362","2021",0,0,0
"434432","2021",0,0,0
"434441","2021",0,0,0
"434469","2021",0,0,0
"434496","2021",0,0,0
"434539","2021",0,0,0
"434584","2021",0,0,1
"434751","2021",0,0,0
"434821","2021",0,0,0
"434830","2021",0,0,0
"434900","2021",0,0,0
"434937","2021",0,0,0
"435000","2021",0,0,0
"436030","2021",0,0,0
"436261","2021",0,0,0
"436429","2021",0,0,0
"436553","2021",0,0,0
"436599","2021",0,0,0
"436614","2021",0,0,0
"436632","2021",0,0,0
"436641","2021",0,0,0
"436650","2021",0,0,0
"436827","2021",0,0,0
"436836","2021",0,1,15
"437237","2021",0,0,0
"437316","2021",0,0,0
"437608","2021",0,0,0
"437635","2021",0,0,0
"437723","2021",0,0,0
"437732","2021",0,0,0
"437769","2021",0,0,0
"437778","2021",0,0,0
"437857","2021",0,0,0
"437936","2021",0,0,0
"438179","2021",0,0,0
"438221","2021",0,0,0
"438258","2021",0,0,0
"438285","2021",0,0,0
"438504","2021",1,0,0
"438586","2021",0,0,0
"438674","2021",0,0,0
"438708","2021",0,0,0
"438735","2021",0,0,0
"438984","2021",0,0,0
"439020","2021",0,0,0
"439118","2021",0,0,0
"439190","2021",0,0,0
"439367","2021",0,0,0
"439394","2021",0,0,0
"439446","2021",0,0,0
"439455","2021",0,0,0
"439473","2021",0,0,0
"439491","2021",0,0,0
"439507","2021",0,0,0
"439570","2021",0,0,0
"439668","2021",0,0,0
"439686","2021",0,0,0
"439701","2021",0,0,0
"439738","2021",0,0,0
"439747","2021",0,0,0
"439783","2021",0,0,0
"439792","2021",0,0,0
"439817","2021",0,2,6
"439844","2021",0,0,0
"439862","2021",0,0,0
"439871","2021",0,0,0
"439899","2021",0,0,0
"439914","2021",0,0,0
"439932","2021",0,0,0
"439969","2021",0,0,0
"440004","2021",0,0,0
"440031","2021",0,0,0
"440059","2021",0,0,0
"440101","2021",0,0,0
"440226","2021",0,0,0
"440262","2021",0,0,0
"440271","2021",0,0,0
"440651","2021",0,0,0
"440730","2021",0,0,0
"440749","2021",0,0,0
"440776","2021",0,0,0
"440794","2021",0,0,0
"440819","2021",0,0,0
"440828","2021",0,1,2
"440855","2021",0,0,0
"440916","2021",0,0,0
"441025","2021",0,0,0
"441052","2021",0,0,0
"441070","2021",0,0,0
"441131","2021",0,0,0
"441168","2021",0,0,0
"441210","2021",0,0,0
"441256","2021",0,0,0
"441371","2021",0,0,0
"441380","2021",0,0,0
"441414","2021",0,0,0
"441423","2021",0,0,0
"441487","2021",0,0,0
"441496","2021",0,0,0
"441502","2021",0,0,0
"441575","2021",0,0,0
"441609","2021",0,0,0
"441618","2021",0,0,0
"441636","2021",0,0,0
"441645","2021",0,0,0
"441663","2021",0,0,0
"441672","2021",0,0,0
"441706","2021",0,0,0
"441742","2021",0,0,0
"441760","2021",0,0,0
"441788","2021",0,0,0
"441858","2021",0,0,0
"441876","2021",0,0,0
"441900","2021",0,0,0
"441982","2021",0,0,5
"442064","2021",0,0,0
"442073","2021",0,0,0
"442134","2021",0,0,0
"442240","2021",0,0,0
"442295","2021",0,0,0
"442329","2021",0,0,0
"442356","2021",0,0,0
"442383","2021",0,0,0
"442426","2021",0,0,0
"442435","2021",0,0,0
"442444","2021",0,0,0
"442523","2021",0,1,28
"442602","2021",0,0,0
"442611","2021",0,0,0
"442639","2021",0,0,0
"442657","2021",0,0,0
"442842","2021",0,0,0
"442888","2021",0,0,0
"442930","2021",0,0,0
"442949","2021",0,0,0
"442976","2021",0,0,0
"442985","2021",0,0,0
"443021","2021",0,0,0
"443030","2021",0,0,0
"443049","2021",0,0,0
"443058","2021",0,0,0
"443076","2021",0,0,0
"443100","2021",0,0,0
"443137","2021",0,0,0
"443146","2021",0,0,0
"443207","2021",0,0,0
"443216","2021",0,0,0
"443225","2021",0,0,0
"443234","2021",0,0,0
"443252","2021",0,0,0
"443261","2021",0,0,0
"443289","2021",0,0,0
"443298","2021",0,0,0
"443322","2021",0,0,0
"443331","2021",0,0,0
"443340","2021",0,0,0
"443377","2021",0,0,0
"443410","2021",0,0,0
"443492","2021",0,6,0
"443571","2021",0,0,0
"443632","2021",0,0,0
"443641","2021",0,0,0
"443650","2021",0,0,0
"443669","2021",0,0,0
"443696","2021",0,0,0
"443702","2021",0,0,0
"443748","2021",0,0,0
"443951","2021",0,0,0
"443979","2021",0,0,0
"444051","2021",0,0,0
"444088","2021",0,0,0
"444103","2021",0,0,0
"444194","2021",0,0,0
"444228","2021",0,0,0
"444255","2021",0,0,0
"444264","2021",0,0,0
"444282","2021",0,0,0
"444291","2021",0,0,0
"444307","2021",0,0,0
"444325","2021",0,0,0
"444334","2021",0,0,0
"444361","2021",0,0,0
"444370","2021",0,0,0
"444398","2021",0,0,0
"444404","2021",0,0,0
"444413","2021",0,0,0
"444440","2021",0,0,0
"444468","2021",0,0,0
"444510","2021",0,0,0
"444529","2021",0,0,0
"444556","2021",0,0,0
"444565","2021",0,0,0
"444635","2021",0,0,0
"444662","2021",0,0,0
"444671","2021",0,0,0
"444699","2021",0,0,0
"444714","2021",0,0,0
"444778","2021",0,0,0
"444796","2021",0,0,0
"444811","2021",0,0,0
"444857","2021",0,0,0
"444866","2021",0,0,0
"444893","2021",0,0,0
"444936","2021",0,0,0
"444954","2021",0,0,0
"445133","2021",0,0,0
"445188","2021",0,30,83
"445203","2021",0,0,0
"445212","2021",0,0,0
"445230","2021",0,0,0
"445249","2021",0,0,0
"445364","2021",0,0,0
"445461","2021",0,0,0
"445498","2021",0,0,0
"445540","2021",0,0,0
"445647","2021",0,0,0
"445656","2021",0,0,0
"445692","2021",0,1,0
"445708","2021",3,27,12
"445744","2021",0,0,0
"445762","2021",0,0,0
"445780","2021",0,0,0
"445799","2021",0,0,0
"445841","2021",0,0,0
"445850","2021",0,0,0
"445869","2021",0,0,0
"445911","2021",0,0,0
"445948","2021",0,0,0
"445957","2021",0,0,0
"446002","2021",0,0,0
"446039","2021",0,0,0
"446048","2021",1,2,51
"446093","2021",0,0,0
"446109","2021",0,0,0
"446127","2021",0,0,0
"446163","2021",0,0,0
"446206","2021",0,0,0
"446224","2021",0,0,0
"446233","2021",0,0,0
"446251","2021",0,0,0
"446288","2021",0,0,0
"446303","2021",0,0,0
"446349","2021",0,0,0
"446385","2021",0,0,0
"446394","2021",0,0,0
"446516","2021",0,0,0
"446525","2021",0,0,0
"446598","2021",0,0,0
"446774","2021",0,0,0
"447014","2021",0,0,0
"447050","2021",0,0,0
"447148","2021",0,0,0
"447166","2021",0,0,0
"447175","2021",0,0,0
"447263","2021",0,0,0
"447351","2021",0,0,0
"447421","2021",0,0,0
"447449","2021",0,0,0
"447458","2021",0,0,0
"447467","2021",0,0,0
"447591","2021",0,0,0
"447607","2021",0,0,0
"447616","2021",0,0,0
"447689","2021",3,51,26
"447698","2021",0,0,0
"447704","2021",0,0,0
"447713","2021",0,0,0
"447722","2021",0,0,0
"447731","2021",0,0,0
"447759","2021",0,0,0
"447768","2021",0,0,0
"447795","2021",0,0,0
"447801","2021",0,0,0
"447865","2021",0,0,0
"447883","2021",0,0,0
"447892","2021",0,0,0
"447908","2021",0,0,0
"447917","2021",0,0,0
"447935","2021",0,0,0
"447953","2021",0,0,0
"447962","2021",0,0,0
"447971","2021",0,0,0
"447980","2021",0,0,0
"447999","2021",0,0,0
"448026","2021",0,0,0
"448071","2021",0,0,0
"448123","2021",0,0,0
"448196","2021",0,0,0
"448220","2021",0,0,0
"448239","2021",0,0,0
"448248","2021",0,0,0
"448257","2021",0,0,0
"448275","2021",0,0,0
"448372","2021",0,0,0
"448424","2021",0,0,0
"448433","2021",0,0,0
"448594","2021",1,0,0
"448600","2021",0,0,0
"448619","2021",0,0,0
"448646","2021",0,0,0
"448770","2021",0,0,0
"448798","2021",0,0,0
"448859","2021",0,0,0
"448895","2021",0,0,0
"449074","2021",0,0,0
"449083","2021",0,0,0
"449092","2021",0,0,0
"449135","2021",0,0,0
"449250","2021",0,0,0
"449311","2021",0,0,0
"449320","2021",0,0,0
"449339","2021",0,0,0
"449348","2021",0,0,0
"449357","2021",0,0,0
"449384","2021",0,0,0
"449393","2021",0,0,0
"449445","2021",0,0,0
"449454","2021",0,0,0
"449472","2021",0,0,0
"449481","2021",0,0,0
"449490","2021",0,0,0
"449506","2021",0,0,0
"449524","2021",0,0,0
"449533","2021",0,0,0
"449597","2021",0,0,0
"449612","2021",0,0,0
"449658","2021",0,0,0
"449685","2021",0,0,0
"449728","2021",0,0,0
"449782","2021",0,0,0
"449807","2021",0,0,0
"449834","2021",0,0,0
"449861","2021",0,0,0
"449870","2021",0,0,0
"449904","2021",0,0,0
"449922","2021",0,0,0
"449959","2021",0,0,0
"449968","2021",0,0,0
"449977","2021",0,0,0
"449986","2021",0,0,0
"449995","2021",0,0,0
"450058","2021",0,0,0
"450067","2021",0,0,0
"450128","2021",0,0,0
"450298","2021",0,0,0
"450304","2021",1,49,834
"450395","2021",0,0,0
"450401","2021",0,0,0
"450599","2021",0,0,0
"450605","2021",0,0,0
"450614","2021",0,0,0
"450632","2021",0,0,0
"450641","2021",0,0,0
"450650","2021",0,0,0
"450696","2021",0,0,0
"450702","2021",0,0,0
"450711","2021",0,0,0
"450720","2021",0,0,0
"450933","2021",0,0,0
"450951","2021",0,0,0
"450960","2021",0,0,0
"450988","2021",0,0,0
"451042","2021",0,0,0
"451051","2021",0,0,0
"451079","2021",0,0,0
"451097","2021",0,0,0
"451103","2021",0,0,0
"451121","2021",0,0,0
"451194","2021",0,0,0
"451228","2021",0,0,0
"451255","2021",0,0,0
"451282","2021",0,0,0
"451291","2021",0,0,0
"451307","2021",0,0,0
"451316","2021",0,0,0
"451352","2021",0,0,0
"451370","2021",0,0,0
"451398","2021",0,0,0
"451404","2021",0,0,0
"451413","2021",0,0,0
"451459","2021",0,0,0
"451468","2021",0,0,0
"451501","2021",0,0,0
"451510","2021",0,0,0
"451529","2021",0,0,0
"451547","2021",0,0,0
"451556","2021",0,0,0
"451565","2021",0,0,0
"451574","2021",0,0,0
"451583","2021",0,1,0
"451626","2021",0,0,0
"451714","2021",0,0,0
"451741","2021",0,0,0
"451820","2021",0,0,0
"451857","2021",0,0,0
"451866","2021",0,0,0
"451918","2021",0,0,0
"452009","2021",0,0,0
"452072","2021",0,0,0
"452081","2021",0,0,0
"452106","2021",0,0,0
"452124","2021",0,0,0
"452373","2021",0,0,0
"452887","2021",0,0,0
"452948","2021",0,0,0
"453215","2021",0,0,0
"453756","2021",0,0,0
"453792","2021",0,0,0
"454184","2021",0,1,21
"454245","2021",0,0,0
"454458","2021",0,0,0
"454537","2021",0,0,0
"454546","2021",0,0,0
"454555","2021",0,0,0
"454607","2021",0,0,0
"454616","2021",0,0,0
"454652","2021",0,0,0
"454689","2021",0,0,0
"454698","2021",0,0,0
"454722","2021",0,0,0
"454768","2021",0,0,0
"454777","2021",0,0,0
"454801","2021",0,0,0
"454810","2021",0,0,0
"454838","2021",0,0,0
"454856","2021",0,0,0
"454874","2021",0,0,0
"454926","2021",0,0,0
"454935","2021",0,0,0
"454944","2021",0,0,0
"454953","2021",0,0,0
"454962","2021",0,0,0
"454971","2021",0,0,0
"454980","2021",0,0,0
"455008","2021",0,0,0
"455026","2021",0,0,0
"455062","2021",0,0,0
"455071","2021",0,0,0
"455080","2021",0,0,0
"455099","2021",0,0,0
"455105","2021",0,0,0
"455141","2021",0,0,0
"455178","2021",0,0,0
"455187","2021",0,0,0
"455211","2021",0,0,0
"455220","2021",0,0,0
"455257","2021",0,0,0
"455275","2021",0,0,0
"455284","2021",0,0,0
"455327","2021",0,0,0
"455336","2021",0,0,0
"455381","2021",0,0,0
"455406","2021",0,0,0
"455433","2021",0,0,0
"455460","2021",0,0,0
"455479","2021",0,0,0
"455488","2021",0,0,0
"455628","2021",0,0,0
"455664","2021",0,0,0
"455707","2021",0,0,0
"455734","2021",0,0,0
"455761","2021",0,0,0
"455770","2021",0,0,0
"455798","2021",0,0,0
"455804","2021",0,0,0
"455813","2021",0,16,73
"455831","2021",0,0,0
"455859","2021",0,0,0
"455868","2021",0,0,0
"455877","2021",0,0,0
"455886","2021",0,0,0
"455895","2021",0,0,0
"455901","2021",0,0,0
"455910","2021",0,0,0
"455929","2021",0,0,0
"455965","2021",0,0,0
"455974","2021",0,0,0
"455983","2021",0,0,0
"455992","2021",0,0,0
"456029","2021",0,0,0
"456038","2021",0,0,0
"456065","2021",0,0,0
"456074","2021",0,0,0
"456135","2021",0,0,0
"456153","2021",0,0,0
"456205","2021",0,0,0
"456214","2021",0,0,0
"456287","2021",0,0,0
"456454","2021",0,0,0
"456481","2021",0,0,0
"456490","2021",0,0,0
"456506","2021",0,0,0
"456515","2021",0,0,0
"456551","2021",0,0,0
"456579","2021",0,0,0
"456588","2021",0,0,0
"456597","2021",0,0,0
"456621","2021",0,0,0
"456825","2021",0,0,0
"456852","2021",0,0,0
"456922","2021",0,0,0
"456931","2021",0,0,0
"456959","2021",0,0,23
"456977","2021",0,0,0
"457031","2021",0,0,0
"457077","2021",0,0,0
"457086","2021",0,0,0
"457101","2021",0,0,0
"457110","2021",0,0,0
"457192","2021",0,0,0
"457208","2021",0,0,0
"457226","2021",0,0,0
"457253","2021",0,0,0
"457271","2021",0,0,0
"457314","2021",0,0,0
"457323","2021",0,0,0
"457332","2021",0,0,0
"457350","2021",0,0,0
"457378","2021",0,0,0
"457396","2021",0,0,0
"457402","2021",0,0,0
"457411","2021",0,0,0
"457420","2021",0,0,0
"457439","2021",0,0,0
"457448","2021",0,0,0
"457466","2021",0,0,0
"457475","2021",0,0,0
"457484","2021",0,0,0
"457493","2021",0,0,0
"457527","2021",0,0,0
"457545","2021",0,0,0
"457563","2021",0,0,0
"457572","2021",0,0,0
"457581","2021",0,0,0
"457606","2021",0,0,0
"457615","2021",0,0,0
"457624","2021",0,0,0
"457642","2021",0,0,0
"457679","2021",0,0,0
"457749","2021",0,0,0
"457767","2021",0,0,0
"457776","2021",0,0,0
"457785","2021",0,0,0
"457794","2021",0,0,0
"457819","2021",0,0,0
"457837","2021",0,0,0
"457855","2021",0,0,0
"457873","2021",2,1,0
"457916","2021",0,0,0
"457925","2021",0,0,0
"457943","2021",1,4,1
"457952","2021",0,0,0
"457989","2021",0,0,0
"457998","2021",0,0,0
"458007","2021",0,0,0
"458034","2021",0,0,0
"458043","2021",0,0,0
"458061","2021",0,0,0
"458070","2021",0,0,0
"458098","2021",0,0,0
"458104","2021",0,0,0
"458113","2021",0,0,0
"458122","2021",0,0,0
"458131","2021",0,0,0
"458140","2021",0,0,0
"458168","2021",0,0,0
"458210","2021",0,0,0
"458229","2021",0,0,0
"458274","2021",0,0,0
"458405","2021",0,0,0
"458441","2021",0,0,0
"458496","2021",0,0,0
"458681","2021",0,0,0
"458803","2021",0,0,0
"458812","2021",0,0,0
"458821","2021",0,0,0
"458830","2021",0,0,0
"458858","2021",0,0,0
"458867","2021",0,0,0
"458885","2021",0,0,0
"458955","2021",0,0,0
"458982","2021",0,0,0
"459019","2021",0,0,0
"459046","2021",0,0,0
"459055","2021",0,0,0
"459064","2021",0,0,0
"459116","2021",0,0,0
"459170","2021",0,0,0
"459189","2021",0,0,0
"459198","2021",0,0,0
"459231","2021",0,0,0
"459259","2021",0,0,0
"459268","2021",0,0,0
"459277","2021",0,0,0
"459286","2021",0,0,0
"459295","2021",0,0,0
"459301","2021",0,0,0
"459310","2021",0,0,0
"459329","2021",0,0,0
"459347","2021",0,0,0
"459374","2021",0,0,0
"459392","2021",0,0,0
"459408","2021",0,0,0
"459417","2021",0,0,0
"459462","2021",0,0,0
"459499","2021",0,0,0
"459514","2021",0,0,0
"459523","2021",0,0,0
"459532","2021",0,0,0
"459541","2021",0,0,0
"459550","2021",0,0,0
"459578","2021",0,0,0
"459727","2021",0,0,0
"459736","2021",0,0,0
"459745","2021",0,0,0
"459824","2021",0,0,0
"459842","2021",0,0,0
"459851","2021",0,0,0
"459949","2021",0,7,9
"459958","2021",0,0,0
"459967","2021",0,0,0
"459985","2021",0,0,0
"460011","2021",0,0,0
"460020","2021",0,0,0
"460093","2021",0,0,0
"460109","2021",0,0,0
"460118","2021",0,0,0
"460127","2021",0,0,0
"460136","2021",0,0,0
"460145","2021",0,0,0
"460172","2021",0,0,0
"460181","2021",0,0,0
"460190","2021",0,0,0
"460206","2021",0,0,0
"460376","2021",0,0,0
"460385","2021",0,0,0
"460394","2021",0,0,0
"460464","2021",0,0,0
"460482","2021",0,0,0
"460516","2021",0,0,0
"460525","2021",0,0,0
"460534","2021",0,0,0
"460543","2021",0,0,0
"460677","2021",0,0,0
"460701","2021",0,0,0
"460756","2021",0,0,0
"460765","2021",0,0,0
"460808","2021",0,0,0
"460817","2021",0,0,0
"460826","2021",0,0,0
"460835","2021",0,0,0
"460862","2021",0,0,0
"460871","2021",0,0,0
"460914","2021",0,0,0
"460932","2021",0,0,0
"460978","2021",0,0,0
"460987","2021",0,0,0
"460996","2021",0,0,0
"461014","2021",0,0,0
"461032","2021",0,0,0
"461111","2021",0,0,0
"461139","2021",0,0,0
"461175","2021",0,0,0
"461245","2021",0,0,0
"461254","2021",0,0,0
"461263","2021",0,0,0
"461272","2021",0,0,0
"461281","2021",0,0,0
"461306","2021",0,0,0
"461315","2021",0,0,0
"461324","2021",0,0,0
"461333","2021",0,0,0
"461342","2021",0,0,0
"461379","2021",0,0,0
"461388","2021",0,0,0
"461412","2021",0,0,0
"461421","2021",0,0,0
"461430","2021",0,0,0
"461485","2021",0,0,0
"461494","2021",0,0,0
"461500","2021",0,0,0
"461528","2021",0,0,0
"461537","2021",0,0,0
"461555","2021",0,0,0
"461573","2021",0,0,0
"461582","2021",0,0,0
"461591","2021",0,0,0
"461607","2021",0,0,0
"461625","2021",0,0,0
"461643","2021",0,0,0
"461652","2021",0,0,0
"461689","2021",0,0,0
"461704","2021",0,0,0
"461713","2021",0,0,0
"461722","2021",0,0,0
"461740","2021",0,0,0
"461759","2021",0,0,0
"461768","2021",0,0,0
"461786","2021",0,0,0
"461795","2021",0,0,0
"461810","2021",0,0,0
"461829","2021",0,0,0
"461838","2021",0,0,0
"461847","2021",0,0,0
"461856","2021",0,0,0
"461865","2021",0,0,0
"461874","2021",0,0,0
"461883","2021",0,0,0
"461892","2021",0,0,0
"461908","2021",0,0,0
"461917","2021",0,0,0
"461926","2021",0,0,1
"461944","2021",0,0,0
"461953","2021",0,0,0
"462008","2021",0,0,0
"462017","2021",0,0,0
"462035","2021",0,0,0
"462044","2021",0,0,0
"462053","2021",0,0,0
"462062","2021",0,0,0
"462071","2021",0,0,0
"462336","2021",0,0,0
"462345","2021",0,0,0
"462354","2021",0,0,0
"463056","2021",0,0,0
"464226","2021",0,19,32
"466921","2021",0,0,0
"467094","2021",0,0,0
"467368","2021",0,0,0
"467863","2021",0,0,0
"467872","2021",0,0,0
"467906","2021",0,0,0
"468246","2021",0,0,0
"468255","2021",0,0,0
"468291","2021",0,0,0
"468769","2021",0,0,0
"468848","2021",0,0,0
"468893","2021",0,0,0
"468909","2021",0,0,0
"468963","2021",0,0,0
"469416","2021",0,0,0
"469610","2021",0,0,0
"469629","2021",0,0,0
"469911","2021",0,0,0
"469957","2021",0,0,0
"470038","2021",0,0,0
"470047","2021",0,0,0
"470296","2021",0,0,0
"470393","2021",0,0,0
"474863","2021",0,0,0
"474915","2021",0,0,0
"474924","2021",0,0,0
"475015","2021",0,0,0
"475024","2021",0,0,0
"475060","2021",0,0,0
"475176","2021",0,0,0
"475228","2021",0,0,0
"475282","2021",0,0,0
"475325","2021",0,0,0
"475404","2021",0,0,0
"475413","2021",0,0,0
"475431","2021",0,0,0
"475468","2021",0,0,0
"475477","2021",0,0,0
"475486","2021",0,0,0
"475495","2021",0,0,0
"475547","2021",0,0,0
"475556","2021",0,0,0
"475565","2021",0,0,0
"475574","2021",0,0,0
"475608","2021",0,0,0
"475635","2021",0,0,0
"475653","2021",0,0,0
"475662","2021",0,0,0
"475705","2021",0,0,0
"475714","2021",0,0,0
"475723","2021",0,0,0
"475732","2021",0,0,0
"475741","2021",0,0,0
"476063","2021",0,0,0
"476179","2021",0,0,0
"476230","2021",0,0,0
"476294","2021",0,0,0
"476355","2021",0,0,0
"476489","2021",0,0,0
"476498","2021",0,0,0
"476513","2021",0,0,0
"476540","2021",0,0,0
"476559","2021",0,0,0
"476568","2021",0,0,0
"476595","2021",0,0,0
"476601","2021",0,0,0
"476610","2021",0,0,0
"476683","2021",0,0,0
"476692","2021",0,0,0
"476708","2021",0,0,0
"476717","2021",0,0,0
"476726","2021",0,0,0
"476735","2021",0,0,0
"476753","2021",0,0,0
"476780","2021",0,0,0
"476799","2021",0,0,0
"476805","2021",0,0,0
"476814","2021",0,0,0
"476841","2021",0,0,0
"476850","2021",0,0,0
"476869","2021",0,0,0
"476878","2021",0,0,0
"476887","2021",0,0,0
"476896","2021",0,0,0
"476902","2021",0,0,0
"476948","2021",0,0,0
"476957","2021",0,0,0
"476966","2021",0,0,0
"476984","2021",0,0,0
"476993","2021",0,0,0
"477002","2021",0,0,0
"477039","2021",0,0,0
"478582","2021",0,0,0
"478591","2021",0,0,0
"478616","2021",0,0,0
"478917","2021",0,0,0
"478953","2021",0,0,0
"479062","2021",0,0,0
"479424","2021",0,0,0
"479965","2021",0,0,0
"479974","2021",0,0,0
"479983","2021",0,0,0
"479992","2021",0,0,0
"480000","2021",0,0,0
"480019","2021",0,0,0
"480028","2021",0,0,0
"480073","2021",0,0,0
"480125","2021",0,0,0
"480161","2021",0,0,0
"480198","2021",0,0,0
"480204","2021",0,0,0
"480310","2021",0,0,0
"480347","2021",0,0,0
"480471","2021",0,0,0
"480523","2021",0,0,0
"480532","2021",0,0,0
"480550","2021",0,0,0
"480693","2021",0,0,0
"480727","2021",0,0,0
"480824","2021",0,0,0
"480833","2021",0,0,0
"480842","2021",0,0,0
"480851","2021",0,0,0
"480879","2021",0,0,0
"480903","2021",0,0,0
"480912","2021",0,0,0
"480930","2021",0,0,0
"480967","2021",0,1,2
"480976","2021",0,0,0
"480985","2021",0,0,0
"480994","2021",0,0,0
"481003","2021",0,0,0
"481030","2021",0,0,0
"481049","2021",0,0,0
"481058","2021",0,0,0
"481094","2021",0,0,0
"481100","2021",0,0,0
"481128","2021",0,0,0
"481137","2021",0,0,0
"481146","2021",0,0,0
"481182","2021",0,0,0
"481191","2021",0,0,0
"481225","2021",0,0,0
"481243","2021",0,0,0
"481252","2021",0,0,0
"481289","2021",0,0,0
"481298","2021",0,0,0
"481313","2021",0,0,0
"481322","2021",0,0,0
"481340","2021",0,0,0
"481368","2021",0,0,0
"481386","2021",0,0,0
"481401","2021",0,0,0
"481410","2021",0,0,0
"481429","2021",0,0,0
"481438","2021",0,0,0
"481447","2021",0,0,0
"481456","2021",0,0,0
"481465","2021",0,0,0
"481474","2021",0,0,0
"481483","2021",0,0,0
"481517","2021",0,0,0
"481526","2021",0,0,0
"481571","2021",0,0,0
"481678","2021",0,0,0
"481720","2021",0,0,0
"481739","2021",0,0,0
"481748","2021",0,0,0
"481775","2021",0,0,0
"481845","2021",0,0,0
"481863","2021",0,0,0
"481890","2021",0,0,0
"481906","2021",0,0,0
"481960","2021",0,0,0
"482015","2021",0,0,0
"482060","2021",0,0,0
"482097","2021",0,0,0
"482167","2021",0,0,0
"482176","2021",0,0,0
"482185","2021",0,0,0
"482194","2021",0,0,0
"482200","2021",0,0,0
