"Year","UNITID","Total","Undergraduate","Graduate","First-Time Students"
2018,161192,2473,2473,NA,202
2018,161208,61,61,NA,13
2018,161217,4128,4128,NA,252
2018,161226,2040,1736,304,390
2018,161235,1791,1791,NA,141
2018,161244,675,675,NA,94
2018,161253,11404,9365,2039,2232
2018,161299,997,979,18,222
2018,161341,1553,1553,NA,160
2018,161457,8010,4449,3561,635
2018,161484,811,811,NA,139
2018,161493,172,172,NA,59
2018,161509,462,395,67,97
2018,161518,2106,1440,666,289
2018,161527,209,209,NA,59
2018,161545,5852,5852,NA,859
2018,161554,8140,6390,1750,917
2018,161563,1767,1645,122,245
2018,161572,814,735,79,186
2018,161581,380,380,NA,117
2018,161688,2585,2585,NA,396
2018,161767,12886,12886,NA,1228
2018,161800,130,130,NA,25
2018,161855,35,35,NA,5
2018,161864,4523,4523,NA,610
2018,161873,5041,2569,2472,76
2018,162007,6320,5308,1012,898
2018,162061,743,434,309,83
2018,162104,2387,2387,NA,304
2018,162122,6882,6882,NA,1021
2018,162168,2081,2081,NA,249
2018,162210,1131,960,171,172
2018,162283,2738,2362,376,389
2018,162335,52,52,NA,3
2018,162371,453,453,NA,123
2018,162557,6000,6000,NA,758
2018,162584,5295,4639,656,735
2018,162609,658,658,NA,202
2018,162654,2267,1525,742,432
2018,162681,494,411,83,NA
2018,162690,4156,4156,NA,406
2018,162706,5865,5865,NA,750
2018,162760,2005,1092,913,239
2018,162779,9211,9211,NA,1017
2018,162830,32,32,NA,14
2018,162928,26152,6064,20088,1420
2018,163028,749,749,NA,165
2018,163046,5645,3879,1766,1068
2018,163204,60603,47253,13350,213
2018,163259,6777,909,5868,NA
2018,163268,13767,11260,2507,1777
2018,163286,41200,30762,10438,6052
2018,163295,2178,1782,396,425
2018,163338,3193,2597,596,501
2018,163347,359,359,NA,74
2018,163408,133,133,NA,17
2018,163426,21720,21720,NA,2009
2018,163453,7712,6419,1293,1326
2018,163462,2406,1888,518,548
2018,163532,419,249,170,34
2018,163541,379,379,NA,68
2018,163578,2371,836,1535,225
2018,163657,11887,11887,NA,744
2018,163754,34,34,NA,15
2018,163815,67,67,NA,8
2018,163851,8567,7650,917,1285
2018,163912,1582,1552,30,376
2018,163976,527,474,53,122
2018,164076,22923,19818,3105,2990
2018,164085,1065,NA,1065,NA
2018,164155,4512,4512,NA,1194
2018,164173,3615,3113,502,604
2018,164216,1367,1367,NA,310
2018,164270,2780,1603,1177,415
2018,164313,3024,3024,NA,353
2018,164368,3065,574,2491,212
2018,164438,1237,1053,184,6
2018,164447,3152,1336,1816,342
2018,164465,1855,1855,NA,492
2018,164474,11,NA,11,NA
2018,164492,1461,1134,327,318
2018,164535,50,50,NA,13
2018,164562,2428,2036,392,553
2018,164580,3357,2361,996,539
2018,164599,45,45,NA,NA
2018,164614,81,81,NA,7
2018,164632,3444,1923,1521,133
2018,164641,700,700,NA,25
2018,164678,123,123,NA,28
2018,164720,1839,1824,15,304
2018,164739,5460,4253,1207,1014
2018,164748,6963,6400,563,1196
2018,164775,1696,1696,NA,164
2018,164845,118,118,NA,37
2018,164872,663,337,326,19
2018,164915,135,NA,135,NA
2018,164924,14720,9927,4793,2326
2018,164988,34657,18515,16142,3611
2018,165015,5800,3639,2161,895
2018,165024,10990,9504,1486,1481
2018,165033,7214,7214,NA,989
2018,165060,244,244,NA,7
2018,165112,12522,12522,NA,1072
2018,165167,2234,730,1504,9
2018,165194,2996,2996,NA,267
2018,165255,162,162,NA,36
2018,165264,845,845,NA,1
2018,165334,3122,2304,818,582
2018,165495,14,NA,14,NA
2018,165529,2580,2358,222,581
2018,165556,321,321,NA,65
2018,165574,1320,1320,NA,474
2018,165608,62,62,NA,14
2018,165635,296,296,NA,60
2018,165644,848,660,188,140
2018,165662,4573,3855,718,923
2018,165671,2209,2089,120,596
2018,165699,4794,3132,1662,753
2018,165750,45,45,NA,19
2018,165802,1663,1628,35,209
2018,165820,7199,4163,3036,713
2018,165866,5565,3937,1628,757
2018,165884,630,630,NA,200
2018,165936,1955,1618,337,429
2018,165945,1696,NA,1696,NA
2018,165981,1822,1822,NA,133
2018,166018,1191,1191,NA,282
2018,166027,31566,9950,21616,1653
2018,166045,182,50,132,NA
2018,166054,154,67,87,9
2018,166124,2939,2939,NA,868
2018,166133,5206,5206,NA,772
2018,166391,2060,1674,386,381
2018,166407,281,281,NA,NA
2018,166452,4838,2208,2630,374
2018,166489,244,36,208,9
2018,166498,95,95,NA,16
2018,166513,18242,14004,4238,2078
2018,166629,30593,23515,7078,5030
2018,166638,16164,12714,3450,2279
2018,166647,4368,4368,NA,534
2018,166656,7064,3966,3098,682
2018,166674,2087,1954,133,362
2018,166683,11574,4602,6972,1114
2018,166692,1802,1709,93,399
2018,166708,1185,NA,1185,NA
2018,166717,765,14,751,NA
2018,166805,61,61,NA,3
2018,166823,6995,6995,NA,830
2018,166850,4643,3853,790,1122
2018,166869,1250,215,1035,NA
2018,166887,8090,8090,NA,775
2018,166911,367,367,NA,101
2018,166939,2335,2208,127,628
2018,166957,3724,3724,NA,397
2018,167039,17,17,NA,2
2018,167057,838,468,370,109
2018,167093,522,NA,522,NA
2018,167215,542,NA,542,NA
2018,167224,40,40,NA,22
2018,167251,636,636,NA,200
2018,167260,1592,1322,270,354
2018,167288,1452,1277,175,257
2018,167297,152,152,NA,20
2018,167312,5763,5763,NA,615
2018,167358,21627,13909,7718,2746
2018,167376,5233,5233,NA,557
2018,167394,1531,1151,380,141
2018,167455,404,373,31,62
2018,167464,60,NA,60,NA
2018,167525,3867,3867,NA,314
2018,167534,7263,7263,NA,766
2018,167598,2757,1395,1362,229
2018,167631,2007,2007,NA,147
2018,167677,143,27,116,NA
2018,167729,8338,6811,1527,1097
2018,167738,32,32,NA,NA
2018,167783,6082,1809,4273,394
2018,167792,396,396,NA,145
2018,167835,2903,2502,401,613
2018,167871,134,134,NA,24
2018,167899,3139,2129,1010,527
2018,167905,4921,4921,NA,675
2018,167987,8513,6841,1672,1405
2018,167996,2514,2493,21,650
2018,168005,7186,5044,2142,1226
2018,168032,24,24,NA,9
2018,168148,11586,5643,5943,1541
2018,168218,2534,2534,NA,614
2018,168227,4516,4341,175,1017
2018,168254,3780,2751,1029,750
2018,168263,6100,5382,718,998
2018,168281,1760,1760,NA,495
2018,168342,2149,2095,54,533
2018,168421,6874,4668,2206,1276
2018,168430,6217,5380,837,887
2018,168528,1856,1817,39,633
2018,168546,1533,1533,NA,428
2018,168555,22,22,NA,18
2018,168573,751,751,NA,206
2018,168591,1433,1433,NA,404
2018,168607,1429,1429,NA,266
2018,168740,3407,1702,1705,289
2018,168786,1758,1578,180,332
2018,168847,9305,8947,358,509
2018,168883,1935,1935,NA,273
2018,168892,125,125,NA,22
2018,169080,3732,3625,107,823
2018,169099,334,NA,334,NA
2018,169187,134,134,NA,15
2018,169220,181,NA,181,NA
2018,169248,21622,16387,5235,2711
2018,169275,7715,7715,NA,553
2018,169284,225,225,NA,73
2018,169327,594,474,120,53
2018,169363,1197,999,198,233
2018,169424,130,NA,130,NA
2018,169442,1485,1417,68,245
2018,169479,6746,5329,1417,571
2018,169503,218,218,NA,28
2018,169521,8080,8080,NA,935
2018,169576,52,52,NA,NA
2018,169628,777,NA,777,NA
2018,169655,845,845,NA,236
2018,169716,5111,2880,2231,564
2018,169734,398,398,NA,66
2018,169761,104,104,NA,33
2018,169798,18808,15730,3078,2375
2018,169813,31,31,NA,4
2018,169910,13250,11896,1354,1845
2018,169947,43,43,NA,16
2018,169974,1201,1201,NA,159
2018,169983,2315,1880,435,363
2018,169992,996,996,NA,197
2018,170000,1016,981,35,96
2018,170037,2131,1625,506,285
2018,170055,13788,13788,NA,1486
2018,170082,24677,21680,2997,4287
2018,170091,149,149,NA,24
2018,170240,12219,12219,NA,1323
2018,170286,1521,1468,53,341
2018,170301,3149,3149,NA,798
2018,170444,5083,5083,NA,471
2018,170532,1467,1467,NA,408
2018,170541,8069,8069,NA,806
2018,170550,4245,4245,NA,196
2018,170587,1489,1489,NA,102
2018,170611,117,117,NA,34
2018,170620,3202,3202,NA,360
2018,170639,1991,1991,NA,410
2018,170657,11771,11771,NA,1142
2018,170675,2915,2172,743,378
2018,170736,26,26,NA,2
2018,170790,20220,20220,NA,1594
2018,170806,3044,2440,604,215
2018,170842,355,NA,355,NA
2018,170967,1098,1065,33,136
2018,170976,46716,30318,16398,6664
2018,171012,185,185,NA,13
2018,171100,50351,39423,10928,8500
2018,171128,7172,5797,1375,1245
2018,171137,9460,7177,2283,1059
2018,171146,7532,6097,1435,641
2018,171155,3802,3802,NA,421
2018,171225,2920,2920,NA,336
2018,171234,1667,1667,NA,85
2018,171304,4078,4078,NA,499
2018,171395,2329,2329,NA,227
2018,171456,7595,7089,506,1611
2018,171483,3727,3727,NA,464
2018,171492,3177,2827,350,260
2018,171535,15411,15411,NA,892
2018,171571,19309,15799,3510,2679
2018,171599,1098,1055,43,301
2018,171775,47,47,NA,8
2018,171881,161,161,NA,24
2018,171988,105,105,NA,29
2018,171997,173,173,NA,51
2018,172015,128,128,NA,40
2018,172033,480,293,187,3
2018,172051,8515,7719,796,1571
2018,172200,9895,9895,NA,700
2018,172264,2433,2216,217,290
2018,172291,3541,3541,NA,396
2018,172307,2130,2130,NA,409
2018,172325,526,526,NA,NA
2018,172334,3436,1807,1629,192
2018,172422,218,218,NA,86
2018,172440,456,456,NA,108
2018,172477,1325,NA,1325,NA
2018,172495,272,272,NA,34
2018,172608,2006,802,1204,NA
2018,172617,12264,12264,NA,703
2018,172635,14957,14957,NA,542
2018,172644,27025,17574,9451,2957
2018,172671,1042,1042,NA,113
2018,172680,96,96,NA,13
2018,172699,22562,17760,4802,2990
2018,172705,299,NA,299,NA
2018,172802,51,51,NA,1
2018,172866,99,99,NA,9
2018,172918,2614,2614,NA,406
2018,172927,37,37,NA,9
2018,172954,1844,1844,NA,153
2018,172963,8845,8845,NA,703
2018,173045,3419,2343,1076,418
2018,173063,3263,3263,NA,328
2018,173115,1022,1022,NA,96
2018,173124,5111,4690,421,732
2018,173142,739,739,NA,175
2018,173160,3692,2856,836,608
2018,173179,369,NA,369,NA
2018,173203,4029,4029,NA,452
2018,173258,2097,2097,NA,529
2018,173300,2129,2097,32,597
2018,173328,5054,3104,1950,244
2018,173416,2523,2523,NA,376
2018,173452,972,885,87,195
2018,173461,5281,5281,NA,443
2018,173470,31,31,NA,4
2018,173559,6222,6222,NA,728
2018,173638,3362,3362,NA,364
2018,173647,2241,2241,NA,651
2018,173665,3526,2106,1420,538
2018,173683,168,NA,168,NA
2018,173708,4762,4762,NA,331
2018,173735,1118,1118,NA,151
2018,173744,412,412,NA,103
2018,173799,4264,4264,NA,376
2018,173805,1195,1195,NA,241
2018,173896,493,NA,493,NA
2018,173902,2174,2174,NA,621
2018,173911,2746,2746,NA,375
2018,173920,14374,12492,1882,2364
2018,173957,1123,218,905,NA
2018,173993,1188,1188,NA,155
2018,174020,7861,7031,830,128
2018,174066,50943,34633,16310,5962
2018,174075,2810,2810,NA,214
2018,174118,135,135,NA,72
2018,174127,854,741,113,174
2018,174136,6951,6951,NA,492
2018,174154,438,436,2,30
2018,174190,143,143,NA,22
2018,174233,11040,9977,1063,2208
2018,174251,1554,1554,NA,368
2018,174321,80,80,NA,46
2018,174358,5860,4828,1032,786
2018,174376,6286,6286,NA,446
2018,174385,135,135,NA,NA
2018,174428,9784,9784,NA,1015
2018,174437,1115,1072,43,220
2018,174473,3500,3500,NA,370
2018,174491,3623,3443,180,411
2018,174507,936,224,712,1
2018,174525,98,98,NA,22
2018,174570,2020,2020,NA,106
2018,174604,236,236,NA,55
2018,174738,5129,5129,NA,679
2018,174747,1782,1782,NA,437
2018,174756,4325,4325,NA,580
2018,174783,13928,12128,1800,1236
2018,174792,1777,1667,110,398
2018,174817,5560,1442,4118,306
2018,174844,3048,3048,NA,809
2018,174862,1510,1152,358,152
2018,174899,4043,2479,1564,397
2018,174914,10035,6395,3640,1759
2018,174978,132,132,NA,56
2018,175005,4859,3283,1576,400
2018,175014,4121,4092,29,112
2018,175041,6912,6912,NA,647
2018,175078,7167,6692,475,338
2018,175120,384,384,NA,167
2018,175139,97,NA,97,NA
2018,175157,660,660,NA,169
2018,175227,1316,1316,NA,231
2018,175236,3298,3298,NA,460
2018,175263,1850,1850,NA,164
2018,175272,7792,7237,555,1530
2018,175281,1154,NA,1154,NA
2018,175315,8891,8891,NA,659
2018,175342,3658,3173,485,600
2018,175421,4205,2307,1898,204
2018,175430,640,631,9,127
2018,175494,106,106,NA,8
2018,175519,1895,1895,NA,511
2018,175528,193,193,NA,34
2018,175573,3094,3094,NA,725
2018,175607,15,15,NA,10
2018,175616,3715,3075,640,283
2018,175643,2603,2603,NA,706
2018,175652,4000,4000,NA,819
2018,175698,27,27,NA,17
2018,175722,42,42,NA,6
2018,175786,12521,12521,NA,2297
2018,175810,5678,5678,NA,1107
2018,175829,4930,4930,NA,1397
2018,175856,7250,5331,1919,825
2018,175883,4496,4496,NA,1004
2018,175935,3494,3494,NA,695
2018,175980,865,799,66,245
2018,176008,2373,2373,NA,541
2018,176017,22456,18007,4449,3400
2018,176035,2711,2505,206,186
2018,176044,2285,1930,355,355
2018,176053,5103,3232,1871,514
2018,176062,63,63,NA,5
2018,176071,8950,8950,NA,1866
2018,176080,21974,18490,3484,3550
2018,176169,3512,3512,NA,1144
2018,176178,7618,7618,NA,1770
2018,176239,4836,4836,NA,1124
2018,176318,846,846,NA,251
2018,176336,72,72,NA,30
2018,176354,2025,2025,NA,631
2018,176372,14509,11920,2589,2024
2018,176390,43,43,NA,8
2018,176406,736,726,10,152
2018,176451,67,NA,67,NA
2018,176479,5042,3249,1793,161
2018,176600,158,NA,158,NA
2018,176628,1649,1246,403,168
2018,176664,256,238,18,36
2018,176716,133,133,NA,17
2018,176770,919,699,220,1
2018,176789,346,275,71,46
2018,176798,247,247,NA,24
2018,176910,211,211,NA,36
2018,176947,1148,1148,NA,324
2018,176965,11487,9300,2187,1459
2018,176983,87,87,NA,42
2018,177038,549,67,482,2
2018,177056,28,28,NA,6
2018,177065,12080,11416,664,319
2018,177083,64,64,NA,8
2018,177092,551,NA,551,NA
2018,177117,271,271,NA,96
2018,177126,521,NA,521,NA
2018,177135,4521,4521,NA,820
2018,177144,1068,1022,46,288
2018,177214,1730,1490,240,377
2018,177250,2629,2629,NA,549
2018,177278,130,NA,130,NA
2018,177287,135,135,NA,16
2018,177302,221,221,NA,123
2018,177339,2098,1644,454,372
2018,177418,1290,891,399,183
2018,177436,33,33,NA,3
2018,177472,12221,12221,NA,1979
2018,177542,890,822,68,129
2018,177551,1716,1716,NA,507
2018,177588,24,24,NA,5
2018,177603,28,28,NA,3
2018,177676,4432,4432,NA,791
2018,177685,100,100,NA,27
2018,177719,634,562,72,NA
2018,177746,672,672,NA,139
2018,177816,130,46,84,8
2018,177834,3717,NA,3717,NA
2018,177870,17,17,NA,13
2018,177931,32,32,NA,11
2018,177940,2478,2377,101,398
2018,177968,9468,6529,2939,1052
2018,177977,1471,1471,NA,610
2018,177986,1582,203,1379,18
2018,177995,16351,16351,NA,2500
2018,178004,161,161,NA,1
2018,178059,9139,3678,5461,668
2018,178077,58,58,NA,12
2018,178110,45,45,NA,9
2018,178183,275,275,NA,28
2018,178208,2797,592,2205,29
2018,178217,2885,2885,NA,534
2018,178244,5292,4392,900,252
2018,178341,6006,5851,155,861
2018,178369,1867,1848,19,520
2018,178387,5669,5434,235,986
2018,178396,29843,22484,7359,4615
2018,178402,16375,11319,5056,1175
2018,178411,8601,6843,1758,1309
2018,178420,16441,13460,2981,465
2018,178448,5202,5202,NA,873
2018,178466,90,90,NA,17
2018,178518,200,NA,200,NA
2018,178527,33,33,NA,10
2018,178615,5853,5504,349,1097
2018,178624,6857,5654,1203,1315
2018,178679,608,608,NA,133
2018,178697,1565,1565,NA,314
2018,178721,11415,9569,1846,216
2018,178767,122,122,NA,7
2018,178828,21,21,NA,13
2018,178891,1698,1698,NA,425
2018,178989,363,201,162,NA
2018,179043,3145,2345,800,402
2018,179052,108,108,NA,36
2018,179159,14438,9782,4656,1511
2018,179195,33,33,NA,3
2018,179229,28,28,NA,2
2018,179238,43,43,NA,14
2018,179256,90,90,NA,7
2018,179265,1195,384,811,107
2018,179308,18157,18157,NA,2147
2018,179317,92,NA,92,NA
2018,179326,3357,2664,693,438
2018,179344,1869,1869,NA,370
2018,179450,665,533,132,6
2018,179511,103,103,NA,61
2018,179539,4731,4731,NA,902
2018,179548,756,555,201,117
2018,179557,11071,10041,1030,1466
2018,179566,23697,20138,3559,3006
2018,179645,3076,3076,NA,569
2018,179715,1854,1854,NA,351
2018,179812,1210,NA,1210,NA
2018,179867,15852,7751,8101,1785
2018,179894,11406,3058,8348,483
2018,179946,717,717,NA,173
2018,179955,808,803,5,167
2018,179964,2302,935,1367,188
2018,179991,35,35,NA,23
2018,180054,305,305,NA,61
2018,180063,21,21,NA,15
2018,180081,739,739,NA,133
2018,180090,80,80,NA,60
2018,180106,1335,1327,8,254
2018,180151,413,413,NA,74
2018,180160,196,196,NA,21
2018,180179,4315,3960,355,536
2018,180197,2351,2351,NA,255
2018,180203,150,150,NA,39
2018,180212,305,305,NA,42
2018,180249,1514,1514,NA,156
2018,180258,1038,876,162,136
2018,180276,1520,1520,NA,133
2018,180328,255,255,NA,72
2018,180373,505,505,NA,125
2018,180416,1844,1591,253,274
2018,180461,16814,14851,1963,2805
2018,180489,10962,8306,2656,1372
2018,180522,1090,1031,59,180
2018,180595,997,897,100,252
2018,180647,720,720,NA,121
2018,180692,1508,1508,NA,240
2018,180771,8,8,NA,3
2018,180814,9621,6454,3167,27
2018,180832,1162,651,511,17
2018,180878,716,604,112,60
2018,180902,6354,6354,NA,589
2018,180948,2448,1920,528,367
2018,180957,123,123,NA,23
2018,180984,2424,1836,588,356
2018,181002,8910,4446,4464,1155
2018,181020,1008,1008,NA,259
2018,181127,1080,1048,32,263
2018,181145,15,15,NA,NA
2018,181190,163,163,NA,24
2018,181215,6327,4484,1843,939
2018,181242,288,248,40,NA
2018,181297,1102,775,327,41
2018,181303,14913,14913,NA,695
2018,181312,2216,2216,NA,329
2018,181330,1873,1721,152,330
2018,181376,134,134,NA,31
2018,181394,15431,12430,3001,2103
2018,181400,332,277,55,NA
2018,181419,200,200,NA,11
2018,181428,3972,869,3103,NA
2018,181446,2095,1851,244,487
2018,181464,25820,20830,4990,4802
2018,181491,5016,5016,NA,894
2018,181534,2114,1851,263,218
2018,181543,27,27,NA,4
2018,181604,1168,861,307,119
2018,181640,9240,9240,NA,1043
2018,181738,807,720,87,154
2018,181765,335,335,NA,119
2018,181783,3633,2975,658,721
2018,181817,1825,1825,NA,319
2018,181853,440,400,40,113
2018,181880,225,225,NA,71
2018,181941,359,359,NA,58
2018,182005,34169,34169,NA,3272
2018,182111,592,592,NA,42
2018,182148,97,97,NA,NA
2018,182281,30457,25282,5175,3947
2018,182290,21463,17930,3533,3651
2018,182306,3451,3451,NA,252
2018,182458,889,397,492,80
2018,182500,10861,10861,NA,925
2018,182564,3327,3327,NA,337
2018,182634,859,859,NA,235
2018,182652,36,36,NA,20
2018,182670,6572,4418,2154,1167
2018,182704,80,80,NA,3
2018,182722,173,173,NA,11
2018,182795,2178,1634,544,458
2018,182829,275,NA,275,NA
2018,182892,37,37,NA,24
2018,182917,83,83,NA,24
2018,182953,134,134,NA,38
2018,182980,2521,1696,825,397
2018,182999,25,25,NA,13
2018,183026,104068,82693,21375,2832
2018,183035,25,25,NA,14
2018,183044,15298,12815,2483,3031
2018,183062,3543,3477,66,947
2018,183071,750,727,23,93
2018,183080,5059,4222,837,1090
2018,183099,3478,3478,NA,540
2018,183105,699,699,NA,133
2018,183114,799,799,NA,42
2018,183123,729,729,NA,138
2018,183132,2574,2574,NA,317
2018,183141,1626,1626,NA,191
2018,183150,1887,1887,NA,207
2018,183202,50,50,NA,11
2018,183211,2319,1445,874,267
2018,183239,2024,2024,NA,591
2018,183248,112,112,NA,NA
2018,183257,2025,1736,289,44
2018,183275,90,90,NA,23
2018,183488,376,376,NA,136
2018,183600,53,53,NA,6
2018,183655,4973,4973,NA,837
2018,183725,539,539,NA,118
2018,183743,13352,13352,NA,2166
2018,183789,3468,3324,144,423
2018,183804,6655,2680,3975,NA
2018,183822,1685,1662,23,391
2018,183859,11856,11856,NA,1792
2018,183877,8890,8890,NA,1600
2018,183910,2189,1651,538,494
2018,183938,9675,9675,NA,1053
2018,183974,1802,1266,536,224
2018,183983,70,70,NA,47
2018,184047,14,14,NA,12
2018,184056,459,459,NA,86
2018,184092,655,655,NA,76
2018,184180,7556,7556,NA,1006
2018,184205,2934,2934,NA,541
2018,184278,27,27,NA,26
2018,184348,2263,1668,595,420
2018,184427,318,318,NA,77
2018,184481,7514,7514,NA,1119
2018,184506,113,113,NA,32
2018,184603,7871,5860,2011,527
2018,184612,2004,1624,380,288
2018,184694,3483,2730,753,671
2018,184746,214,214,NA,159
2018,184773,2458,1783,675,280
2018,184782,19465,16120,3345,2677
2018,184791,7130,7130,NA,1669
2018,184816,71,71,NA,37
2018,184870,191,191,NA,74
2018,184959,740,740,NA,53
2018,184968,151,151,NA,2
2018,184995,8408,8408,NA,1595
2018,185129,7991,6237,1754,959
2018,185174,86,86,NA,33
2018,185262,14056,11824,2232,1781
2018,185332,274,274,NA,83
2018,185396,1368,1368,NA,310
2018,185466,295,295,NA,225
2018,185509,7686,7686,NA,927
2018,185536,10894,10894,NA,1813
2018,185572,6167,4630,1537,1050
2018,185590,21115,16988,4127,3168
2018,185651,70,70,NA,1
2018,185679,587,587,NA,7
2018,185721,487,487,NA,151
2018,185758,128,NA,128,NA
2018,185767,64,64,NA,8
2018,185828,11423,8532,2891,1264
2018,185873,8176,8176,NA,1667
2018,185970,132,132,NA,18
2018,186016,412,412,NA,36
2018,186034,6480,6480,NA,559
2018,186052,558,558,NA,198
2018,186122,441,NA,441,NA
2018,186131,8374,5428,2946,1338
2018,186186,230,224,6,54
2018,186201,6174,5609,565,944
2018,186274,102,102,NA,6
2018,186283,4824,3920,904,918
2018,186371,7171,5776,1395,817
2018,186380,50254,36039,14215,7028
2018,186399,13451,9142,4309,1318
2018,186405,15,15,NA,NA
2018,186423,85,85,NA,NA
2018,186432,3452,2641,811,563
2018,186469,879,879,NA,158
2018,186584,10162,6136,4026,1524
2018,186593,115,115,NA,31
2018,186618,1186,800,386,182
2018,186645,7887,7887,NA,1141
2018,186867,6929,3431,3498,1009
2018,186876,9621,8604,1017,1594
2018,186900,58,58,NA,4
2018,187000,233,233,NA,60
2018,187046,10934,10217,717,NA
2018,187134,7686,7048,638,1550
2018,187198,9412,9412,NA,1442
2018,187444,10198,8735,1463,1698
2018,187505,742,742,NA,246
2018,187532,23553,23553,NA,2259
2018,187596,1600,1595,5,205
2018,187620,7876,7876,NA,1108
2018,187639,3107,3107,NA,276
2018,187648,6005,4700,1305,550
2018,187666,2427,2427,NA,344
2018,187745,589,543,46,45
2018,187897,3037,1868,1169,280
2018,187903,2247,2247,NA,178
2018,187912,412,412,NA,241
2018,187958,2190,2190,NA,227
2018,187967,1895,1412,483,305
2018,187976,871,871,NA,64
2018,187985,24319,18621,5698,2596
2018,187994,1636,1636,NA,130
