"UNITID","YEAR","Total Students"
126207,"2022",9037
126289,"2024",18447
126289,"2023",18458
126289,"2022",15853
126359,"2024",208
126359,"2023",265
126359,"2022",302
126562,"2024",29066
126562,"2023",29702
126562,"2022",29833
126580,"2024",14704
126580,"2023",14894
126580,"2022",15264
126605,"2024",555
126605,"2023",475
126605,"2022",448
126614,"2024",46985
126614,"2023",44787
126614,"2022",43746
126669,"2024",17187
126669,"2023",16658
126669,"2022",15662
126678,"2024",2393
126678,"2023",2431
126678,"2022",2472
126687,"2024",744
126687,"2023",1081
126687,"2022",1222
126711,"2024",7821
126711,"2023",7235
126711,"2022",7424
126748,"2024",1672
126748,"2023",1501
126748,"2022",1533
126775,"2024",8103
126775,"2023",7872
126775,"2022",7789
126784,"2024",144
126784,"2023",195
126784,"2022",223
126818,"2024",37218
126818,"2023",36856
126818,"2022",36664
126827,"2024",52757
126827,"2023",48978
126827,"2022",50237
126863,"2024",11910
126863,"2023",11031
126863,"2022",10701
126915,"2024",333
126915,"2023",370
126915,"2022",308
126942,"2024",11317
126942,"2023",10907
126942,"2022",10392
126951,"2024",1851
126951,"2023",1850
126951,"2022",1887
126979,"2024",1067
126979,"2023",1096
126979,"2022",1097
127060,"2024",16004
127060,"2023",16672
127060,"2022",17202
127158,"2024",6785
127158,"2023",6240
127158,"2022",5854
127185,"2024",3783
127185,"2023",3835
127185,"2022",3983
127200,"2024",31536
127200,"2023",28805
127200,"2022",27228
127273,"2024",203
127273,"2023",256
127273,"2022",269
127316,"2024",428
127316,"2023",483
127316,"2022",400
127389,"2024",848
127389,"2023",814
127389,"2022",844
127556,"2024",10157
127556,"2023",10133
127556,"2022",10038
127565,"2024",21767
127565,"2023",21129
127565,"2022",21698
127617,"2024",1934
127617,"2023",1863
127617,"2022",1730
127653,"2024",1237
127653,"2023",1212
127653,"2022",1091
127714,"2024",884
127714,"2023",961
127714,"2022",990
127732,"2024",1931
127732,"2023",1826
127732,"2022",1814
127741,"2024",10404
127741,"2023",10992
127741,"2022",12017
127778,"2024",1228
127778,"2023",1248
127778,"2022",1451
127820,"2024",16177
127820,"2023",15754
127820,"2022",15030
127884,"2024",9185
127884,"2023",8548
127884,"2022",8074
127909,"2024",12139
127909,"2023",10989
127909,"2022",9917
127918,"2024",5677
127918,"2023",5878
127918,"2022",6676
127945,"2024",2955
127945,"2023",3147
127945,"2022",2874
127954,"2024",36
127954,"2023",49
127954,"2022",40
128106,"2024",11999
128106,"2023",11857
128106,"2022",12257
128151,"2024",1090
128151,"2023",983
128151,"2022",1049
128179,"2024",1246
128179,"2023",1174
128179,"2022",1119
128188,"2024",1818
128188,"2023",1859
128188,"2022",1845
128258,"2024",2381
128258,"2023",2284
128258,"2022",2185
128328,"2024",5117
128328,"2023",4124
128328,"2022",4209
128337,"2024",174
128337,"2023",130
128337,"2022",130
128391,"2024",5959
128391,"2023",5767
128391,"2022",5740
128498,"2024",1545
128498,"2023",1609
128498,"2022",1684
128577,"2022",1803
128586,"2024",66
128586,"2023",65
128586,"2022",56
128744,"2024",5603
128744,"2023",5365
128744,"2022",4989
128771,"2024",11379
128771,"2023",11122
128771,"2022",11260
128780,"2024",2540
128780,"2023",2367
128780,"2022",2286
128896,"2024",390
128896,"2023",422
128896,"2022",307
128902,"2024",2044
128902,"2023",1976
128902,"2022",1891
129002,"2024",439
129002,"2023",514
129002,"2022",714
129020,"2024",47445
129020,"2023",29512
129020,"2022",29298
129154,"2024",4937
129154,"2023",4962
129154,"2022",5856
129181,"2024",1562
129181,"2023",1554
129181,"2022",1669
129215,"2024",4361
129215,"2023",4457
129215,"2022",4736
129242,"2024",6991
129242,"2023",6611
129242,"2022",6271
129349,"2024",327
129349,"2023",271
129349,"2022",309
129367,"2024",51345
129367,"2023",52460
129367,"2022",3590
129428,"2023",175
129428,"2022",169
129482,"2024",628
129482,"2023",589
129482,"2022",631
129491,"2024",123
129491,"2023",124
129491,"2022",152
129525,"2024",6922
129525,"2023",6802
129525,"2022",7113
129534,"2024",995
129534,"2023",991
129534,"2022",1170
129543,"2022",5051
129695,"2022",6294
129729,"2022",6334
129756,"2022",3093
129774,"2024",560
129774,"2023",577
129774,"2022",573
129808,"2022",3990
129923,"2024",1339
129923,"2023",1113
129923,"2022",965
129932,"2024",1695
129932,"2023",1419
129932,"2022",1443
129941,"2024",11686
129941,"2023",10440
129941,"2022",9287
130004,"2022",5922
130040,"2022",1622
130110,"2023",278
130110,"2022",290
130174,"2024",1847
130174,"2023",2478
130174,"2022",2324
130183,"2024",33703
130183,"2023",33258
130183,"2022",31732
130217,"2022",1472
130226,"2024",10144
130226,"2023",9801
130226,"2022",10072
130253,"2024",12695
130253,"2023",12067
130253,"2022",11413
130314,"2024",2249
130314,"2023",2271
130314,"2022",2502
130396,"2022",7949
130493,"2024",10686
130493,"2023",10333
130493,"2022",10270
130509,"2022",609
130590,"2024",2341
130590,"2023",2294
130590,"2022",2240
130606,"2022",4622
130624,"2024",1081
130624,"2023",1037
130624,"2022",1095
130697,"2024",4158
130697,"2023",3872
130697,"2022",3904
130776,"2024",4819
130776,"2023",5102
130776,"2022",5567
130794,"2024",16784
130794,"2023",16416
130794,"2022",15828
130837,"2024",44
130837,"2023",52
130837,"2022",67
130873,"2024",621
130873,"2023",603
130873,"2022",523
130907,"2024",16499
130907,"2023",15115
130907,"2022",15960
130934,"2024",6512
130934,"2023",6462
130934,"2022",5770
130943,"2024",26917
130943,"2023",26135
130943,"2022",25903
130989,"2024",1311
130989,"2023",1275
130989,"2022",1303
131061,"2024",286
131061,"2023",337
131061,"2022",278
131113,"2024",19559
131113,"2023",19947
131113,"2022",19295
131159,"2024",15188
131159,"2023",16240
131159,"2022",16934
131283,"2024",5618
131283,"2023",5428
131283,"2022",5410
131399,"2024",5134
131399,"2023",4747
131399,"2022",4527
131405,"2024",86
131405,"2023",94
131405,"2022",90
131450,"2024",1510
131450,"2023",1497
131450,"2022",1606
131469,"2024",28729
131469,"2023",29136
131469,"2022",29905
131496,"2024",22644
131496,"2023",24038
131496,"2022",23948
131520,"2024",14631
131520,"2023",13861
131520,"2022",12857
131803,"2024",492
131803,"2023",530
131803,"2022",634
131830,"2024",31
131830,"2023",27
131830,"2022",38
131876,"2024",2157
131876,"2023",2188
131876,"2022",2111
131973,"2024",537
131973,"2023",539
131973,"2022",573
132374,"2024",4689
132374,"2023",4534
132374,"2022",4452
132408,"2024",579
132408,"2023",537
132408,"2022",523
132471,"2024",7994
132471,"2023",8038
132471,"2022",8717
132602,"2024",2752
132602,"2023",3099
132602,"2022",2886
132657,"2024",4157
132657,"2023",4156
132657,"2022",3757
132675,"2024",161
132675,"2023",152
132675,"2022",125
132693,"2024",18137
132693,"2023",17427
132693,"2022",17809
132709,"2024",45660
132709,"2023",44833
132709,"2022",45451
132842,"2024",1125
132842,"2023",1322
132842,"2022",1183
132851,"2024",8099
132851,"2023",7704
132851,"2022",7685
132879,"2023",181
132879,"2022",167
132903,"2024",80755
132903,"2023",80332
132903,"2022",82075
132976,"2024",560
132976,"2023",536
132976,"2022",582
133021,"2024",2494
133021,"2023",2397
133021,"2022",2310
133155,"2024",1040
133155,"2023",923
133155,"2022",972
133386,"2024",17561
133386,"2023",17260
133386,"2022",17166
133465,"2024",808
133465,"2023",865
133465,"2022",834
133492,"2024",2004
133492,"2023",2038
133492,"2022",2088
133508,"2024",18803
133508,"2023",18665
133508,"2022",19359
133526,"2024",1319
133526,"2023",1223
133526,"2022",1347
133553,"2024",11912
133553,"2023",11124
133553,"2022",10690
133650,"2024",10418
133650,"2023",10428
133650,"2022",10142
133669,"2024",37809
133669,"2023",36189
133669,"2022",36580
133702,"2024",32056
133702,"2023",30736
133702,"2022",32217
133711,"2024",2576
133711,"2023",2742
133711,"2022",2815
133809,"2024",698
133809,"2023",646
133809,"2022",599
133845,"2024",747
133845,"2023",916
133845,"2022",1049
133854,"2024",484
133854,"2023",513
133854,"2022",547
133863,"2024",534
133863,"2023",765
133863,"2022",724
133872,"2024",2461
133872,"2023",2118
133872,"2022",2119
133881,"2024",10576
133881,"2023",10139
133881,"2022",9867
133942,"2022",82
133951,"2024",67081
133951,"2023",69591
133951,"2022",71842
133960,"2024",1601
133960,"2023",1524
133960,"2022",1513
133979,"2024",1615
133979,"2023",1375
133979,"2022",1171
133997,"2023",488
133997,"2022",612
134024,"2024",144
134024,"2023",88
134024,"2022",84
134079,"2024",3478
134079,"2023",3481
134079,"2022",3747
134097,"2024",46338
134097,"2023",49885
134097,"2022",51109
134130,"2024",61936
134130,"2023",62811
134130,"2022",62839
134228,"2024",41
134228,"2023",43
134228,"2022",43
134237,"2024",37132
134237,"2023",38526
134237,"2022",38302
134291,"2024",884
134291,"2023",941
134291,"2022",888
134307,"2024",1416
134307,"2023",1299
134307,"2022",1148
134343,"2024",6524
134343,"2023",6187
134343,"2022",6219
134422,"2023",25
134422,"2022",28
134495,"2024",39762
134495,"2023",37517
134495,"2022",36666
134510,"2024",218
134510,"2023",203
134510,"2022",256
134529,"2024",521
134529,"2023",583
134529,"2022",639
134574,"2024",219
134574,"2023",261
134574,"2022",266
134608,"2024",20536
134608,"2023",20663
134608,"2022",20608
134714,"2024",294
134714,"2023",397
134714,"2022",310
134811,"2022",1557
134945,"2024",6521
134945,"2023",5643
134945,"2022",5152
135081,"2024",34299
135081,"2023",32214
135081,"2022",32382
135142,"2024",411
135142,"2023",552
135142,"2022",473
135160,"2024",4021
135160,"2023",4037
135160,"2022",3870
135179,"2024",1263
135179,"2023",1204
135179,"2022",997
135188,"2024",6557
135188,"2023",5944
135188,"2022",5739
135267,"2024",1197
135267,"2023",1181
135267,"2022",1395
135276,"2024",1824
135276,"2023",1704
135276,"2022",2172
135294,"2024",934
135294,"2023",1042
135294,"2022",1216
135337,"2024",125
135337,"2023",185
135337,"2022",156
135364,"2024",791
135364,"2023",853
135364,"2022",893
135391,"2024",11408
135391,"2023",11280
135391,"2022",11562
135407,"2024",1704
135407,"2023",1500
135407,"2022",1544
135522,"2024",711
135522,"2023",563
135522,"2022",481
135559,"2024",190
135559,"2023",153
135559,"2022",167
135610,"2023",157
135610,"2022",175
135647,"2024",1566
135647,"2023",1741
135647,"2022",1531
135717,"2024",84258
135717,"2023",75801
135717,"2022",76052
135726,"2024",22399
135726,"2023",21990
135726,"2022",21749
135735,"2024",3048
135735,"2023",3263
135735,"2022",3319
136109,"2024",172
136109,"2023",194
136109,"2022",211
136145,"2024",1820
136145,"2023",1632
136145,"2022",1735
136172,"2024",19675
136172,"2023",19673
136172,"2022",19743
136215,"2024",23575
136215,"2023",23519
136215,"2022",23662
136233,"2024",7160
136233,"2023",6708
136233,"2022",6418
136303,"2024",1241
136303,"2023",634
136303,"2022",356
136330,"2024",4566
136330,"2023",4348
136330,"2022",4299
136358,"2024",34920
136358,"2023",33999
136358,"2022",35435
136400,"2024",12450
136400,"2023",11845
136400,"2022",11963
136473,"2024",11678
136473,"2023",10912
136473,"2022",11534
136491,"2024",1967
136491,"2023",1859
136491,"2022",1062
136516,"2024",13744
136516,"2023",11417
136516,"2022",12672
136659,"2024",489
136659,"2023",469
136659,"2022",550
136701,"2024",149
136701,"2023",144
136701,"2022",147
136765,"2024",761
136765,"2023",769
136765,"2022",637
136774,"2024",1742
136774,"2023",1722
136774,"2022",1693
136826,"2024",1314
136826,"2023",1215
136826,"2022",1122
136950,"2024",3197
136950,"2023",3198
136950,"2022",3213
137023,"2024",773
137023,"2023",803
137023,"2022",761
137032,"2024",13292
137032,"2023",14159
137032,"2022",14555
137078,"2024",31520
137078,"2023",31506
137078,"2022",33314
137087,"2024",2090
137087,"2023",2119
137087,"2022",1156
137096,"2024",17432
137096,"2023",16717
137096,"2022",17038
137120,"2024",2006
137120,"2023",1977
137120,"2022",1992
137209,"2024",20331
137209,"2023",19580
137209,"2022",21370
137245,"2024",2537
137245,"2023",2570
137245,"2022",2570
137272,"2024",70
137272,"2023",55
137272,"2022",52
137281,"2024",9240
137281,"2023",8433
137281,"2022",8311
137315,"2024",4064
137315,"2023",3807
137315,"2022",3651
137351,"2024",56611
137351,"2023",57901
137351,"2022",58826
137476,"2024",7923
137476,"2023",7583
137476,"2022",7295
137546,"2024",3979
137546,"2023",4236
137546,"2022",4547
137564,"2024",12858
137564,"2023",12138
137564,"2022",11029
137591,"2024",533
137591,"2023",405
137591,"2022",437
137713,"2024",470
137713,"2023",430
137713,"2022",288
137759,"2024",16499
137759,"2023",15265
137759,"2022",15996
137777,"2024",30
137777,"2023",39
137777,"2022",34
137801,"2022",776
137847,"2024",12051
137847,"2023",11767
137847,"2022",11819
137856,"2024",284
137856,"2023",264
137856,"2022",259
137865,"2024",609
137865,"2023",532
137865,"2022",422
137953,"2024",486
137953,"2023",469
137953,"2022",490
137962,"2024",244
137962,"2023",228
137962,"2022",230
138187,"2024",63109
138187,"2023",59674
138187,"2022",58953
138275,"2024",1014
138275,"2023",958
138275,"2022",988
138284,"2024",541
138284,"2023",514
138284,"2022",429
138293,"2024",1007
138293,"2023",1271
138293,"2022",1049
138309,"2024",6892
138309,"2023",11932
138309,"2022",14280
138354,"2024",18411
138354,"2023",17296
138354,"2022",16786
138372,"2024",1519
138372,"2023",1940
138372,"2022",2116
138479,"2024",1436
138479,"2023",1333
138479,"2022",1364
138488,"2024",2883
138488,"2023",2398
138488,"2022",2938
138497,"2024",567
138497,"2023",596
138497,"2022",576
138558,"2024",4371
138558,"2023",4234
138558,"2022",4506
138600,"2024",1187
138600,"2023",1253
138600,"2022",1217
138655,"2024",772
138655,"2023",802
138655,"2022",897
138664,"2024",158
138664,"2023",154
138664,"2022",94
138682,"2024",4057
138682,"2023",3899
138682,"2022",3764
138716,"2024",7806
138716,"2023",7603
138716,"2022",7574
138761,"2024",366
138761,"2023",299
138761,"2022",312
138813,"2022",989
138822,"2024",887
138822,"2023",976
138822,"2022",1015
138840,"2024",5601
138840,"2023",4829
138840,"2022",5280
138868,"2024",3585
138868,"2023",4189
138868,"2022",2079
138901,"2024",2622
138901,"2023",2460
138901,"2022",2466
138929,"2024",352
138929,"2023",351
138929,"2022",315
138938,"2023",574
138938,"2022",614
138947,"2024",4394
138947,"2023",4324
138947,"2022",4306
138956,"2024",6115
138956,"2023",5740
138956,"2022",5404
139144,"2024",2464
139144,"2023",2466
139144,"2022",2467
139153,"2024",468
139153,"2023",489
139153,"2022",488
139199,"2024",3055
139199,"2023",3257
139199,"2022",3399
139205,"2024",1370
139205,"2023",1067
139205,"2022",1013
139250,"2024",4001
139250,"2023",3904
139250,"2022",3970
139278,"2024",9451
139278,"2023",8936
139278,"2022",9047
139311,"2024",7195
139311,"2023",7169
139311,"2022",8179
139348,"2024",185
139348,"2023",210
139348,"2022",230
139357,"2024",4665
139357,"2023",4470
139357,"2022",4312
139366,"2024",9160
139366,"2023",9045
139366,"2022",9370
139384,"2024",9015
139384,"2023",8240
139384,"2022",8484
139393,"2024",1006
139393,"2023",935
139393,"2022",1003
139463,"2024",5707
139463,"2023",5241
139463,"2022",5271
139506,"2024",71
139506,"2023",102
139506,"2022",142
139579,"2024",1197
139579,"2023",1240
139579,"2022",1251
139621,"2024",2176
139621,"2023",2242
139621,"2022",2457
139630,"2024",1019
139630,"2023",916
139630,"2022",990
139658,"2024",16189
139658,"2023",16063
139658,"2022",16112
139700,"2024",6460
139700,"2023",6316
139700,"2022",6759
139719,"2024",3016
139719,"2023",2875
139719,"2022",3083
139746,"2024",71
139746,"2023",90
139746,"2022",83
139755,"2024",57952
139755,"2023",53737
139755,"2022",52051
139764,"2024",4265
139764,"2023",3941
139764,"2022",3893
139861,"2024",7785
139861,"2023",7397
139861,"2022",7823
139931,"2024",30421
139931,"2023",29617
139931,"2022",31296
139940,"2024",40847
139940,"2023",42129
139940,"2022",43099
139959,"2024",45913
139959,"2023",44713
139959,"2022",44180
139968,"2024",3714
139968,"2023",3749
139968,"2022",3680
139986,"2024",8719
139986,"2023",7853
139986,"2022",7495
139995,"2024",1045
139995,"2023",955
139995,"2022",710
140003,"2024",288
140003,"2023",232
140003,"2022",321
140012,"2024",13422
140012,"2023",11563
140012,"2022",11022
140146,"2024",69
140146,"2023",237
140146,"2022",252
140234,"2024",792
140234,"2023",812
140234,"2022",763
140243,"2024",8321
140243,"2023",7626
140243,"2022",6979
140252,"2024",3161
140252,"2023",3284
140252,"2022",3345
140331,"2024",13871
140331,"2023",12777
140331,"2022",12892
140340,"2024",962
140340,"2023",1083
140340,"2022",1101
140447,"2024",10123
140447,"2023",10309
140447,"2022",10454
140553,"2024",2934
140553,"2023",2897
140553,"2022",2924
140562,"2024",1059
140562,"2023",1026
140562,"2022",832
140571,"2024",452
140571,"2023",347
140571,"2022",104
140678,"2024",3638
140678,"2023",3451
140678,"2022",3585
140696,"2024",2688
140696,"2023",1540
140696,"2022",2177
140720,"2024",379
140720,"2023",342
140720,"2022",302
140818,"2024",2266
140818,"2023",2241
140818,"2022",2632
140827,"2024",104
140827,"2023",106
140827,"2022",112
140872,"2024",1292
140872,"2023",1251
140872,"2022",1321
140942,"2024",5602
140942,"2023",5396
140942,"2022",5445
140951,"2024",19508
140951,"2023",18369
140951,"2022",17530
140960,"2024",3488
140960,"2023",3392
140960,"2022",3766
140988,"2024",1723
140988,"2023",1899
140988,"2022",1786
141006,"2024",2679
141006,"2023",2704
141006,"2022",2479
141015,"2022",144
141060,"2024",4039
141060,"2023",3873
141060,"2022",2663
141167,"2024",1844
141167,"2023",1929
141167,"2022",1656
141185,"2024",3345
141185,"2023",2666
141185,"2022",2207
141237,"2024",3093
141237,"2023",3151
141237,"2022",3023
141255,"2024",6616
141255,"2023",6030
141255,"2022",5573
141264,"2024",12343
141264,"2023",12550
141264,"2022",13772
141325,"2024",1099
141325,"2023",1095
141325,"2022",826
141334,"2024",15862
141334,"2023",14712
141334,"2022",15339
141361,"2024",1706
141361,"2023",1744
141361,"2022",1648
141486,"2024",3167
141486,"2023",2956
141486,"2022",2638
141565,"2024",3294
141565,"2023",3421
141565,"2022",3739
141574,"2024",21939
141574,"2023",21615
141574,"2022",21745
141608,"2024",119
141608,"2023",102
141608,"2022",122
