unitid,effylev,lstudy,"xfyrac01",fyrace01,"xfyrac02",fyrace02,"xfyrac03",fyrace03,"xfyrac04",fyrace04,"xfyrac05",fyrace05,"xfyrac06",fyrace06,"xfyrac07",fyrace07,"xfyrac08",fyrace08,"xfyrac09",fyrace09,"xfyrac10",fyrace10,"xfyrac11",fyrace11,"xfyrac12",fyrace12,"xfyrac13",fyrace13,"xfyrac14",fyrace14,"xfyrac15",fyrace15,"xfyrac16",fyrace16,"xfyrac17",fyrace17,"xfyrac18",fyrace18,"xfyrac19",fyrace19,"xfyrac20",fyrace20,"xfyrac21",fyrace21,"xfyrac22",fyrace22,"xfyrac23",fyrace23,"xfyrac24",fyrace24
150525,1,999,"Z",0,"R",3,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",86,"Z",0,"Z",0,"R",3,"R",90,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"R",88,"Z",0,"R",93
150525,2,1,"Z",0,"R",3,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"R",86,"Z",0,"Z",0,"R",3,"R",90,"R",3,"R",2,"Z",0,"Z",0,"Z",0,"R",88,"Z",0,"R",93
150534,1,999,"R",128,"R",59,"R",24,"R",37,"R",1,"R",4,"R",6,"R",15,"R",12,"R",10,"R",872,"R",1460,"R",146,"R",262,"R",1189,"R",1847,"R",187,"R",61,"R",5,"R",21,"R",22,"R",2332,"R",408,"R",3036
150534,2,1,"R",128,"R",57,"R",24,"R",37,"R",1,"R",4,"R",6,"R",14,"R",12,"R",10,"R",857,"R",1417,"R",143,"R",249,"R",1171,"R",1788,"R",185,"R",61,"R",5,"R",20,"R",22,"R",2274,"R",392,"R",2959
150534,4,3,"R",0,"R",2,"R",0,"R",0,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",15,"R",43,"R",3,"R",13,"R",18,"R",59,"R",2,"Z",0,"Z",0,"R",1,"Z",0,"R",58,"R",16,"R",77
150561,1,999,"R",4,"R",7,"R",18,"R",27,"R",1,"R",2,"R",1,"R",5,"R",5,"R",8,"R",266,"R",372,"R",34,"R",38,"R",329,"R",459,"R",11,"R",45,"R",3,"R",6,"R",13,"R",638,"R",72,"R",788
150561,2,1,"R",4,"R",7,"R",18,"R",27,"R",1,"R",2,"R",1,"R",5,"R",5,"R",8,"R",266,"R",372,"R",34,"R",38,"R",329,"R",459,"R",11,"R",45,"R",3,"R",6,"R",13,"R",638,"R",72,"R",788
150604,1,999,"R",2,"R",4,"R",14,"R",15,"Z",0,"Z",0,"R",2,"R",3,"R",3,"R",5,"R",448,"R",543,"R",5,"R",8,"R",474,"R",578,"R",6,"R",29,"Z",0,"R",5,"R",8,"R",991,"R",13,"R",1052
150604,2,1,"R",2,"R",4,"R",14,"R",15,"R",0,"R",0,"R",2,"R",3,"R",3,"R",5,"R",448,"R",543,"R",5,"R",8,"R",474,"R",578,"R",6,"R",29,"Z",0,"R",5,"R",8,"R",991,"R",13,"R",1052
150640,1,999,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",3,"R",15,"Z",0,"Z",0,"R",3,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",18
150640,2,1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",3,"R",15,"R",0,"R",0,"R",3,"R",15,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",18,"Z",0,"R",18
150668,1,999,"R",50,"R",53,"R",15,"R",25,"Z",0,"R",3,"R",6,"R",8,"R",13,"R",30,"R",328,"R",588,"R",1,"Z",0,"R",413,"R",707,"R",103,"R",40,"R",3,"R",14,"R",43,"R",916,"R",1,"R",1120
150668,2,1,"R",50,"R",53,"R",15,"R",25,"Z",0,"R",3,"R",6,"R",8,"R",13,"R",30,"R",328,"R",588,"R",1,"Z",0,"R",413,"R",707,"R",103,"R",40,"R",3,"R",14,"R",43,"R",916,"R",1,"R",1120
150677,1,999,"R",12,"R",7,"R",66,"R",3,"R",4,"R",1,"R",3,"Z",0,"R",11,"R",6,"R",578,"R",584,"Z",0,"R",1,"R",674,"R",602,"R",19,"R",69,"R",5,"R",3,"R",17,"R",1162,"R",1,"R",1276
150677,2,1,"R",10,"R",5,"R",63,"R",2,"R",4,"R",1,"R",2,"R",0,"R",10,"R",6,"R",480,"R",560,"R",0,"R",0,"R",569,"R",574,"R",15,"R",65,"R",5,"R",2,"R",16,"R",1040,"Z",0,"R",1143
150677,3,2,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",22,"R",0,"R",0,"R",1,"R",23,"R",2,"Z",0,"R",2,"Z",0,"Z",0,"Z",0,"R",22,"R",1,"R",25
150677,4,3,"R",2,"R",2,"R",2,"R",0,"R",0,"R",0,"R",1,"R",0,"R",1,"R",0,"R",76,"R",24,"R",0,"R",0,"R",82,"R",26,"R",4,"R",2,"Z",0,"R",1,"R",1,"R",100,"Z",0,"R",108
150695,1,999,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",6,"R",77,"Z",0,"Z",0,"R",6,"R",83,"Z",0,"R",4,"Z",0,"R",2,"Z",0,"R",83,"Z",0,"R",89
150695,2,1,"Z",0,"Z",0,"Z",0,"R",4,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"Z",0,"R",6,"R",77,"Z",0,"Z",0,"R",6,"R",83,"Z",0,"R",4,"Z",0,"R",2,"Z",0,"R",83,"Z",0,"R",89
150710,1,999,"Z",0,"Z",0,"R",2,"R",90,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7,"Z",0,"Z",0,"R",2,"R",99,"Z",0,"R",92,"Z",0,"Z",0,"R",2,"R",7,"Z",0,"R",101
150710,2,1,"Z",0,"Z",0,"R",2,"R",90,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",7,"Z",0,"Z",0,"R",2,"R",99,"Z",0,"R",92,"Z",0,"Z",0,"R",2,"R",7,"Z",0,"R",101
150756,1,999,"R",20,"R",17,"R",11,"R",8,"R",2,"R",2,"R",10,"R",13,"R",9,"R",8,"R",450,"R",543,"R",24,"R",15,"R",526,"R",606,"R",37,"R",19,"R",4,"R",23,"R",17,"R",993,"R",39,"R",1132
150756,2,1,"R",20,"R",17,"R",11,"R",8,"R",2,"R",2,"R",10,"R",13,"R",9,"R",8,"R",450,"R",543,"R",24,"R",15,"R",526,"R",606,"R",37,"R",19,"R",4,"R",23,"R",17,"R",993,"R",39,"R",1132
150765,1,999,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",29,"Z",0,"Z",0,"R",1,"R",32,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",33
150765,2,1,"Z",0,"Z",0,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",29,"Z",0,"Z",0,"R",1,"R",32,"Z",0,"R",3,"Z",0,"Z",0,"Z",0,"R",30,"Z",0,"R",33
150774,1,999,"R",16,"R",8,"R",9,"R",19,"R",3,"R",1,"R",5,"R",4,"R",9,"R",15,"R",340,"R",223,"Z",0,"Z",0,"R",382,"R",270,"R",24,"R",28,"R",4,"R",9,"R",24,"R",563,"Z",0,"R",652
150774,2,1,"R",16,"R",8,"R",9,"R",19,"R",3,"R",1,"R",5,"R",4,"R",9,"R",15,"R",340,"R",223,"R",0,"R",0,"R",382,"R",270,"R",24,"R",28,"R",4,"R",9,"R",24,"R",563,"Z",0,"R",652
150853,1,999,"Z",0,"Z",0,"Z",0,"R",8,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",1,"R",103,"Z",0,"Z",0,"R",1,"R",112,"Z",0,"R",8,"Z",0,"R",1,"Z",0,"R",104,"Z",0,"R",113
150853,2,1,"R",0,"R",0,"R",0,"R",8,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",1,"R",103,"R",0,"R",0,"R",1,"R",112,"Z",0,"R",8,"Z",0,"R",1,"Z",0,"R",104,"Z",0,"R",113
150941,1,999,"R",14,"R",8,"R",6,"R",1,"Z",0,"R",1,"R",2,"R",2,"R",2,"R",3,"R",431,"R",581,"Z",0,"Z",0,"R",455,"R",596,"R",22,"R",7,"R",1,"R",4,"R",5,"R",1012,"Z",0,"R",1051
150941,2,1,"R",13,"R",8,"R",6,"R",0,"R",0,"R",1,"R",2,"R",2,"R",2,"R",3,"R",394,"R",575,"R",0,"R",0,"R",417,"R",589,"R",21,"R",6,"R",1,"R",4,"R",5,"R",969,"Z",0,"R",1006
150941,4,3,"R",1,"R",0,"R",0,"R",1,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",37,"R",6,"R",0,"R",0,"R",38,"R",7,"R",1,"R",1,"Z",0,"Z",0,"Z",0,"R",43,"Z",0,"R",45
150978,1,999,"R",55,"R",54,"R",282,"R",709,"R",28,"R",41,"R",24,"R",31,"R",109,"R",138,"R",2679,"R",2920,"R",148,"R",392,"R",3325,"R",4285,"R",109,"R",991,"R",69,"R",55,"R",247,"R",5599,"R",540,"R",7610
150978,2,1,"R",55,"R",54,"R",282,"R",709,"R",28,"R",41,"R",24,"R",31,"R",109,"R",138,"R",2679,"R",2920,"R",148,"R",392,"R",3325,"R",4285,"R",109,"R",991,"R",69,"R",55,"R",247,"R",5599,"R",540,"R",7610
150987,1,999,"R",36,"R",70,"R",1226,"R",2658,"R",52,"R",33,"R",65,"R",122,"R",105,"R",127,"R",5372,"R",5344,"R",728,"R",515,"R",7584,"R",8869,"R",106,"R",3884,"R",85,"R",187,"R",232,"R",10716,"R",1243,"R",16453
150987,2,1,"R",36,"R",70,"R",1226,"R",2658,"R",52,"R",33,"R",65,"R",122,"R",105,"R",127,"R",5372,"R",5344,"R",728,"R",515,"R",7584,"R",8869,"R",106,"R",3884,"R",85,"R",187,"R",232,"R",10716,"R",1243,"R",16453
150996,1,999,"R",2,"R",12,"R",22,"R",24,"R",3,"R",15,"R",4,"R",14,"R",11,"R",14,"R",931,"R",1488,"R",62,"R",591,"R",1035,"R",2158,"R",14,"R",46,"R",18,"R",18,"R",25,"R",2419,"R",653,"R",3193
150996,2,1,"R",2,"R",12,"R",22,"R",24,"R",3,"R",15,"R",4,"R",14,"R",11,"R",14,"R",931,"R",1488,"R",62,"R",591,"R",1035,"R",2158,"R",14,"R",46,"R",18,"R",18,"R",25,"R",2419,"R",653,"R",3193
151005,1,999,"R",1,"R",10,"R",203,"R",368,"R",10,"R",25,"R",7,"R",19,"R",28,"R",37,"R",3019,"R",4091,"R",118,"R",444,"R",3386,"R",4994,"R",11,"R",571,"R",35,"R",26,"R",65,"R",7110,"R",562,"R",8380
151005,2,1,"R",1,"R",10,"R",203,"R",368,"R",10,"R",25,"R",7,"R",19,"R",28,"R",37,"R",3019,"R",4091,"R",118,"R",444,"R",3386,"R",4994,"R",11,"R",571,"R",35,"R",26,"R",65,"R",7110,"R",562,"R",8380
151014,1,999,"R",1,"R",5,"R",52,"R",114,"R",19,"R",18,"R",4,"R",10,"R",28,"R",30,"R",1504,"R",1984,"R",98,"R",205,"R",1706,"R",2366,"R",6,"R",166,"R",37,"R",14,"R",58,"R",3488,"R",303,"R",4072
151014,2,1,"R",1,"R",5,"R",52,"R",114,"R",19,"R",18,"R",4,"R",10,"R",28,"R",30,"R",1504,"R",1984,"R",98,"R",205,"R",1706,"R",2366,"R",6,"R",166,"R",37,"R",14,"R",58,"R",3488,"R",303,"R",4072
151023,1,999,"R",27,"R",11,"R",87,"R",64,"R",15,"R",15,"R",50,"R",30,"R",74,"R",74,"R",2969,"R",3190,"R",89,"R",120,"R",3311,"R",3504,"R",38,"R",151,"R",30,"R",80,"R",148,"R",6159,"R",209,"R",6815
151023,2,1,"R",27,"R",11,"R",87,"R",64,"R",15,"R",15,"R",50,"R",30,"R",74,"R",74,"R",2969,"R",3190,"R",89,"R",120,"R",3311,"R",3504,"R",38,"R",151,"R",30,"R",80,"R",148,"R",6159,"R",209,"R",6815
151032,1,999,"R",62,"R",38,"R",335,"R",734,"R",22,"R",19,"R",60,"R",42,"R",81,"R",92,"R",2735,"R",3090,"R",293,"R",583,"R",3588,"R",4598,"R",100,"R",1069,"R",41,"R",102,"R",173,"R",5825,"R",876,"R",8186
151032,2,1,"R",62,"R",38,"R",335,"R",734,"R",22,"R",19,"R",60,"R",42,"R",81,"R",92,"R",2735,"R",3090,"R",293,"R",583,"R",3588,"R",4598,"R",100,"R",1069,"R",41,"R",102,"R",173,"R",5825,"R",876,"R",8186
151041,1,999,"Z",0,"R",1,"R",82,"R",110,"R",10,"R",13,"R",9,"R",10,"R",12,"R",18,"R",2075,"R",2135,"R",60,"R",96,"R",2248,"R",2383,"R",1,"R",192,"R",23,"R",19,"R",30,"R",4210,"R",156,"R",4631
151041,2,1,"R",0,"R",1,"R",82,"R",110,"R",10,"R",13,"R",9,"R",10,"R",12,"R",18,"R",2075,"R",2135,"R",60,"R",96,"R",2248,"R",2383,"R",1,"R",192,"R",23,"R",19,"R",30,"R",4210,"R",156,"R",4631
151050,1,999,"R",3,"R",9,"R",134,"R",310,"R",23,"R",24,"R",24,"R",16,"R",20,"R",17,"R",3115,"R",3653,"R",62,"R",141,"R",3381,"R",4170,"R",12,"R",444,"R",47,"R",40,"R",37,"R",6768,"R",203,"R",7551
151050,2,1,"R",3,"R",9,"R",134,"R",310,"R",23,"R",24,"R",24,"R",16,"R",20,"R",17,"R",3115,"R",3653,"R",62,"R",141,"R",3381,"R",4170,"R",12,"R",444,"R",47,"R",40,"R",37,"R",6768,"R",203,"R",7551
151069,1,999,"R",3,"R",9,"R",86,"R",104,"R",20,"R",12,"R",7,"R",14,"R",22,"R",24,"R",2712,"R",2962,"R",82,"R",133,"R",2932,"R",3258,"R",12,"R",190,"R",32,"R",21,"R",46,"R",5674,"R",215,"R",6190
151069,2,1,"R",3,"R",9,"R",86,"R",104,"R",20,"R",12,"R",7,"R",14,"R",22,"R",24,"R",2712,"R",2962,"R",82,"R",133,"R",2932,"R",3258,"R",12,"R",190,"R",32,"R",21,"R",46,"R",5674,"R",215,"R",6190
151078,1,999,"Z",0,"R",1,"R",31,"R",83,"R",6,"R",12,"R",4,"R",4,"R",7,"R",8,"R",919,"R",1759,"R",32,"R",38,"R",999,"R",1905,"R",1,"R",114,"R",18,"R",8,"R",15,"R",2678,"R",70,"R",2904
151078,2,1,"R",0,"R",1,"R",31,"R",83,"R",6,"R",12,"R",4,"R",4,"R",7,"R",8,"R",919,"R",1759,"R",32,"R",38,"R",999,"R",1905,"R",1,"R",114,"R",18,"R",8,"R",15,"R",2678,"R",70,"R",2904
151087,1,999,"R",12,"R",8,"R",797,"R",1663,"R",22,"R",17,"R",24,"R",13,"R",489,"R",410,"R",3104,"R",2213,"R",123,"R",111,"R",4571,"R",4435,"R",20,"R",2460,"R",39,"R",37,"R",899,"R",5317,"R",234,"R",9006
151087,2,1,"R",12,"R",8,"R",797,"R",1663,"R",22,"R",17,"R",24,"R",13,"R",489,"R",410,"R",3104,"R",2213,"R",123,"R",111,"R",4571,"R",4435,"R",20,"R",2460,"R",39,"R",37,"R",899,"R",5317,"R",234,"R",9006
151096,1,999,"R",2,"R",4,"R",19,"R",18,"R",1,"R",6,"R",6,"R",7,"R",5,"R",10,"R",986,"R",1990,"R",11,"R",29,"R",1030,"R",2064,"R",6,"R",37,"R",7,"R",13,"R",15,"R",2976,"R",40,"R",3094
151096,2,1,"R",2,"R",4,"R",19,"R",18,"R",1,"R",6,"R",6,"R",7,"R",5,"R",10,"R",986,"R",1990,"R",11,"R",29,"R",1030,"R",2064,"R",6,"R",37,"R",7,"R",13,"R",15,"R",2976,"R",40,"R",3094
151102,1,999,"R",3,"R",2,"R",266,"R",483,"R",21,"R",36,"R",142,"R",136,"R",129,"R",183,"R",5655,"R",7596,"Z",0,"Z",0,"R",6216,"R",8436,"R",5,"R",749,"R",57,"R",278,"R",312,"R",13251,"Z",0,"R",14652
151102,2,1,"R",3,"R",0,"R",252,"R",442,"R",17,"R",33,"R",136,"R",128,"R",124,"R",175,"R",5180,"R",6781,"R",0,"R",0,"R",5712,"R",7559,"R",3,"R",694,"R",50,"R",264,"R",299,"R",11961,"Z",0,"R",13271
151102,4,3,"R",0,"R",2,"R",14,"R",41,"R",4,"R",3,"R",6,"R",8,"R",5,"R",8,"R",475,"R",815,"R",0,"R",0,"R",504,"R",877,"R",2,"R",55,"R",7,"R",14,"R",13,"R",1290,"Z",0,"R",1381
151111,1,999,"R",598,"R",517,"R",1240,"R",2505,"R",44,"R",57,"R",513,"R",540,"R",292,"R",342,"R",13542,"R",18443,"R",509,"R",550,"R",16738,"R",22954,"R",1115,"R",3745,"R",101,"R",1053,"R",634,"R",31985,"R",1059,"R",39692
151111,2,1,"R",242,"R",198,"R",1013,"R",2023,"R",29,"R",42,"R",323,"R",370,"R",214,"R",251,"R",9903,"R",13382,"R",280,"R",369,"R",12004,"R",16635,"R",440,"R",3036,"R",71,"R",693,"R",465,"R",23285,"R",649,"R",28639
151111,3,2,"R",17,"R",20,"R",56,"R",81,"R",6,"R",1,"R",88,"R",66,"R",20,"R",21,"R",1157,"R",832,"R",63,"R",32,"R",1407,"R",1053,"R",37,"R",137,"R",7,"R",154,"R",41,"R",1989,"R",95,"R",2460
151111,4,3,"R",339,"R",299,"R",171,"R",401,"R",9,"R",14,"R",102,"R",104,"R",58,"R",70,"R",2482,"R",4229,"R",166,"R",149,"R",3327,"R",5266,"R",638,"R",572,"R",23,"R",206,"R",128,"R",6711,"R",315,"R",8593
151157,1,999,"Z",0,"Z",0,"R",12,"R",48,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"R",49,"R",307,"Z",0,"Z",0,"R",61,"R",358,"Z",0,"R",60,"Z",0,"R",2,"R",1,"R",356,"Z",0,"R",419
151157,2,1,"Z",0,"Z",0,"R",12,"R",48,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",1,"R",49,"R",307,"Z",0,"Z",0,"R",61,"R",358,"Z",0,"R",60,"Z",0,"R",2,"R",1,"R",356,"Z",0,"R",419
151166,1,999,"Z",0,"Z",0,"R",159,"R",427,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",3,"R",469,"R",519,"R",12,"R",13,"R",645,"R",963,"Z",0,"R",586,"Z",0,"R",4,"R",5,"R",988,"R",25,"R",1608
151166,2,1,"Z",0,"Z",0,"R",159,"R",427,"Z",0,"Z",0,"R",3,"R",1,"R",2,"R",3,"R",469,"R",519,"R",12,"R",13,"R",645,"R",963,"Z",0,"R",586,"Z",0,"R",4,"R",5,"R",988,"R",25,"R",1608
151184,1,999,"Z",0,"Z",0,"R",1,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",208,"Z",0,"Z",0,"R",10,"R",266,"Z",0,"R",59,"Z",0,"Z",0,"Z",0,"R",217,"Z",0,"R",276
151184,2,1,"Z",0,"Z",0,"R",1,"R",58,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",9,"R",208,"Z",0,"Z",0,"R",10,"R",266,"Z",0,"R",59,"Z",0,"Z",0,"Z",0,"R",217,"Z",0,"R",276
151193,1,999,"Z",0,"Z",0,"R",4,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",3,"R",82,"R",302,"R",3,"R",3,"R",90,"R",317,"Z",0,"R",13,"Z",0,"Z",0,"R",4,"R",384,"R",6,"R",407
151193,2,1,"Z",0,"Z",0,"R",4,"R",9,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"R",3,"R",82,"R",302,"R",3,"R",3,"R",90,"R",317,"Z",0,"R",13,"Z",0,"Z",0,"R",4,"R",384,"R",6,"R",407
151209,1,999,"Z",0,"Z",0,"R",16,"R",23,"Z",0,"Z",0,"Z",0,"R",3,"R",1,"R",1,"R",161,"R",329,"Z",0,"Z",0,"R",178,"R",356,"Z",0,"R",39,"Z",0,"R",3,"R",2,"R",490,"Z",0,"R",534
151209,2,1,"Z",0,"R",0,"R",16,"R",23,"Z",0,"R",0,"Z",0,"R",3,"R",1,"R",1,"R",161,"R",329,"Z",0,"R",0,"R",178,"R",356,"Z",0,"R",39,"Z",0,"R",3,"R",2,"R",490,"Z",0,"R",534
151236,1,999,"Z",0,"Z",0,"R",9,"R",15,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",125,"R",364,"Z",0,"Z",0,"R",135,"R",379,"Z",0,"R",24,"R",1,"Z",0,"Z",0,"R",489,"Z",0,"R",514
151236,2,1,"Z",0,"Z",0,"R",9,"R",15,"R",1,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",125,"R",364,"Z",0,"Z",0,"R",135,"R",379,"Z",0,"R",24,"R",1,"Z",0,"Z",0,"R",489,"Z",0,"R",514
151245,1,999,"Z",0,"Z",0,"R",7,"R",8,"Z",0,"Z",0,"R",2,"R",2,"Z",0,"R",4,"R",62,"R",224,"Z",0,"Z",0,"R",71,"R",238,"Z",0,"R",15,"Z",0,"R",4,"R",4,"R",286,"Z",0,"R",309
151245,2,1,"R",0,"R",0,"R",7,"R",8,"R",0,"R",0,"R",2,"R",2,"R",0,"R",4,"R",62,"R",224,"R",0,"R",0,"R",71,"R",238,"Z",0,"R",15,"Z",0,"R",4,"R",4,"R",286,"Z",0,"R",309
151263,1,999,"R",184,"R",146,"R",129,"R",197,"R",5,"R",8,"R",12,"R",25,"R",16,"R",34,"R",960,"R",2118,"R",217,"R",598,"R",1523,"R",3126,"R",330,"R",326,"R",13,"R",37,"R",50,"R",3078,"R",815,"R",4649
151263,2,1,"R",128,"R",77,"R",118,"R",183,"R",5,"R",8,"R",11,"R",20,"R",12,"R",28,"R",834,"R",1720,"R",70,"R",162,"R",1178,"R",2198,"R",205,"R",301,"R",13,"R",31,"R",40,"R",2554,"R",232,"R",3376
151263,4,3,"R",56,"R",69,"R",11,"R",14,"R",0,"R",0,"R",1,"R",5,"R",4,"R",6,"R",126,"R",398,"R",147,"R",436,"R",345,"R",928,"R",125,"R",25,"Z",0,"R",6,"R",10,"R",524,"R",583,"R",1273
151290,1,999,"R",55,"R",6,"R",219,"R",357,"R",13,"R",7,"R",15,"R",9,"R",32,"R",26,"R",988,"R",1014,"R",432,"R",613,"R",1754,"R",2032,"R",61,"R",576,"R",20,"R",24,"R",58,"R",2002,"R",1045,"R",3786
151290,2,1,"R",24,"R",3,"R",190,"R",301,"R",13,"R",7,"R",10,"R",5,"R",32,"R",26,"R",809,"R",891,"R",392,"R",587,"R",1470,"R",1820,"R",27,"R",491,"R",20,"R",15,"R",58,"R",1700,"R",979,"R",3290
151290,4,3,"R",31,"R",3,"R",29,"R",56,"R",0,"R",0,"R",5,"R",4,"R",0,"R",0,"R",179,"R",123,"R",40,"R",26,"R",284,"R",212,"R",34,"R",85,"Z",0,"R",9,"Z",0,"R",302,"R",66,"R",496
151306,1,999,"R",50,"R",31,"R",154,"R",244,"R",9,"R",11,"R",32,"R",56,"R",28,"R",43,"R",4103,"R",6295,"Z",0,"Z",0,"R",4376,"R",6680,"R",81,"R",398,"R",20,"R",88,"R",71,"R",10398,"Z",0,"R",11056
151306,2,1,"R",38,"R",24,"R",148,"R",229,"R",8,"R",8,"R",31,"R",49,"R",24,"R",40,"R",3868,"R",5731,"R",0,"R",0,"R",4117,"R",6081,"R",62,"R",377,"R",16,"R",80,"R",64,"R",9599,"Z",0,"R",10198
151306,4,3,"R",12,"R",7,"R",6,"R",15,"R",1,"R",3,"R",1,"R",7,"R",4,"R",3,"R",235,"R",564,"R",0,"R",0,"R",259,"R",599,"R",19,"R",21,"R",4,"R",8,"R",7,"R",799,"Z",0,"R",858
151324,1,999,"R",384,"R",254,"R",844,"R",843,"R",24,"R",21,"R",62,"R",80,"R",91,"R",92,"R",5946,"R",6853,"R",189,"R",174,"R",7540,"R",8317,"R",638,"R",1687,"R",45,"R",142,"R",183,"R",12799,"R",363,"R",15857
151324,2,1,"R",178,"R",119,"R",796,"R",745,"R",22,"R",16,"R",48,"R",49,"R",78,"R",71,"R",5095,"R",5605,"R",163,"R",138,"R",6380,"R",6743,"R",297,"R",1541,"R",38,"R",97,"R",149,"R",10700,"R",301,"R",13123
151324,3,2,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"Z",0,"R",14,"R",11,"R",2,"Z",0,"R",16,"R",12,"Z",0,"Z",0,"Z",0,"R",1,"Z",0,"R",25,"R",2,"R",28
151324,4,3,"R",206,"R",135,"R",48,"R",98,"R",2,"R",5,"R",14,"R",30,"R",13,"R",21,"R",837,"R",1237,"R",24,"R",36,"R",1144,"R",1562,"R",341,"R",146,"R",7,"R",44,"R",34,"R",2074,"R",60,"R",2706
151333,1,999,"R",6,"R",7,"R",61,"R",102,"R",8,"R",11,"R",29,"R",35,"R",34,"R",40,"R",1202,"R",2413,"R",147,"R",78,"R",1487,"R",2686,"R",13,"R",163,"R",19,"R",64,"R",74,"R",3615,"R",225,"R",4173
151333,2,1,"R",3,"R",6,"R",52,"R",90,"R",8,"R",10,"R",18,"R",30,"R",34,"R",39,"R",1095,"R",2169,"R",138,"R",74,"R",1348,"R",2418,"R",9,"R",142,"R",18,"R",48,"R",73,"R",3264,"R",212,"R",3766
151333,4,3,"R",3,"R",1,"R",9,"R",12,"R",0,"R",1,"R",11,"R",5,"R",0,"R",1,"R",107,"R",244,"R",9,"R",4,"R",139,"R",268,"R",4,"R",21,"R",1,"R",16,"R",1,"R",351,"R",13,"R",407
151342,1,999,"R",171,"R",143,"R",197,"R",446,"R",22,"R",23,"R",68,"R",78,"R",100,"R",131,"R",3275,"R",5729,"R",133,"R",148,"R",3966,"R",6698,"R",314,"R",643,"R",45,"R",146,"R",231,"R",9004,"R",281,"R",10664
151342,2,1,"R",105,"R",96,"R",164,"R",348,"R",20,"R",19,"R",56,"R",63,"R",87,"R",111,"R",2663,"R",4344,"R",118,"R",111,"R",3213,"R",5092,"R",201,"R",512,"R",39,"R",119,"R",198,"R",7007,"R",229,"R",8305
151342,4,3,"R",66,"R",47,"R",33,"R",98,"R",2,"R",4,"R",12,"R",15,"R",13,"R",20,"R",612,"R",1385,"R",15,"R",37,"R",753,"R",1606,"R",113,"R",131,"R",6,"R",27,"R",33,"R",1997,"R",52,"R",2359
151351,1,999,"R",2190,"R",1782,"R",750,"R",1116,"R",39,"R",65,"R",652,"R",744,"R",403,"R",516,"R",16716,"R",19456,"R",515,"R",489,"R",21265,"R",24168,"R",3972,"R",1866,"R",104,"R",1396,"R",919,"R",36172,"R",1004,"R",45433
151351,2,1,"R",1103,"R",789,"R",612,"R",869,"R",30,"R",52,"R",527,"R",563,"R",284,"R",398,"R",13760,"R",16020,"R",355,"R",375,"R",16671,"R",19066,"R",1892,"R",1481,"R",82,"R",1090,"R",682,"R",29780,"R",730,"R",35737
151351,3,2,"R",21,"R",19,"R",17,"R",38,"R",0,"R",0,"R",22,"R",38,"R",16,"R",17,"R",403,"R",329,"R",16,"R",13,"R",495,"R",454,"R",40,"R",55,"Z",0,"R",60,"R",33,"R",732,"R",29,"R",949
