unitid,effylev,lstudy,"xfyrac01",fyrace01,"xfyrac02",fyrace02,"xfyrac03",fyrace03,"xfyrac04",fyrace04,"xfyrac05",fyrace05,"xfyrac06",fyrace06,"xfyrac07",fyrace07,"xfyrac08",fyrace08,"xfyrac09",fyrace09,"xfyrac10",fyrace10,"xfyrac11",fyrace11,"xfyrac12",fyrace12,"xfyrac13",fyrace13,"xfyrac14",fyrace14,"xfyrac15",fyrace15,"xfyrac16",fyrace16,"xfyrac17",fyrace17,"xfyrac18",fyrace18,"xfyrac19",fyrace19,"xfyrac20",fyrace20,"xfyrac21",fyrace21,"xfyrac22",fyrace22,"xfyrac23",fyrace23,"xfyrac24",fyrace24
100690,4,3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",188,"R",123,"R",188,"R",123,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",311,"R",311
100706,1,999,"R",453,"R",217,"R",351,"R",654,"R",66,"R",56,"R",179,"R",141,"R",68,"R",78,"R",3205,"R",2762,"R",115,"R",109,"R",4437,"R",4017,"R",670,"R",1005,"R",122,"R",320,"R",146,"R",5967,"R",224,"R",8454
100706,2,1,"R",182,"R",112,"R",309,"R",586,"R",60,"R",46,"R",143,"R",124,"R",59,"R",67,"R",2481,"R",2285,"R",115,"R",109,"R",3349,"R",3329,"R",294,"R",895,"R",106,"R",267,"R",126,"R",4766,"R",224,"R",6678
100706,4,3,"R",271,"R",105,"R",42,"R",68,"R",6,"R",10,"R",36,"R",17,"R",9,"R",11,"R",724,"R",477,"R",0,"R",0,"R",1088,"R",688,"R",376,"R",110,"R",16,"R",53,"R",20,"R",1201,"Z",0,"R",1776
100724,1,999,"R",8,"R",14,"R",2597,"R",4073,"R",2,"R",3,"R",5,"R",6,"R",8,"R",12,"R",229,"R",467,"R",23,"R",48,"R",2872,"R",4623,"R",22,"R",6670,"R",5,"R",11,"R",20,"R",696,"R",71,"R",7495
100724,2,1,"R",8,"R",12,"R",2332,"R",3332,"R",2,"R",1,"R",4,"R",2,"R",7,"R",9,"R",134,"R",137,"R",19,"R",24,"R",2506,"R",3517,"R",20,"R",5664,"R",3,"R",6,"R",16,"R",271,"R",43,"R",6023
100724,4,3,"R",0,"R",2,"R",265,"R",741,"R",0,"R",2,"R",1,"R",4,"R",1,"R",3,"R",95,"R",330,"R",4,"R",24,"R",366,"R",1106,"R",2,"R",1006,"R",2,"R",5,"R",4,"R",425,"R",28,"R",1472
100751,1,999,"R",694,"R",430,"R",1108,"R",2030,"R",74,"R",69,"R",111,"R",129,"R",105,"R",138,"R",8508,"R",9710,"Z",0,"Z",0,"R",10600,"R",12506,"R",1124,"R",3138,"R",143,"R",240,"R",243,"R",18218,"Z",0,"R",23106
100751,2,1,"R",264,"R",195,"R",964,"R",1664,"R",58,"R",49,"R",90,"R",97,"R",83,"R",108,"R",6819,"R",7245,"R",0,"R",0,"R",8278,"R",9358,"R",459,"R",2628,"R",107,"R",187,"R",191,"R",14064,"Z",0,"R",17636
100751,3,2,"R",6,"R",3,"R",15,"R",25,"R",6,"R",2,"R",7,"R",6,"R",1,"R",2,"R",350,"R",202,"R",0,"R",0,"R",385,"R",240,"R",9,"R",40,"R",8,"R",13,"R",3,"R",552,"Z",0,"R",625
100751,4,3,"R",424,"R",232,"R",129,"R",341,"R",10,"R",18,"R",14,"R",26,"R",21,"R",28,"R",1339,"R",2263,"R",0,"R",0,"R",1937,"R",2908,"R",656,"R",470,"R",28,"R",40,"R",49,"R",3602,"Z",0,"R",4845
100760,1,999,"Z",0,"Z",0,"R",140,"R",515,"R",2,"R",7,"R",3,"R",7,"R",4,"R",12,"R",763,"R",1294,"R",7,"R",8,"R",919,"R",1843,"Z",0,"R",655,"R",9,"R",10,"R",16,"R",2057,"R",15,"R",2762
100760,2,1,"R",0,"R",0,"R",140,"R",515,"R",2,"R",7,"R",3,"R",7,"R",4,"R",12,"R",763,"R",1294,"R",7,"R",8,"R",919,"R",1843,"Z",0,"R",655,"R",9,"R",10,"R",16,"R",2057,"R",15,"R",2762
100812,1,999,"Z",0,"Z",0,"R",107,"R",226,"R",27,"R",49,"R",6,"R",11,"R",7,"R",14,"R",856,"R",1717,"R",68,"R",103,"R",1071,"R",2120,"Z",0,"R",333,"R",76,"R",17,"R",21,"R",2573,"R",171,"R",3191
100812,2,1,"R",0,"R",0,"R",107,"R",226,"R",27,"R",49,"R",6,"R",11,"R",7,"R",14,"R",856,"R",1717,"R",68,"R",103,"R",1071,"R",2120,"Z",0,"R",333,"R",76,"R",17,"R",21,"R",2573,"R",171,"R",3191
100830,1,999,"Z",0,"Z",0,"R",644,"R",1756,"R",36,"R",56,"R",43,"R",70,"R",17,"R",22,"R",1869,"R",2591,"R",79,"R",114,"R",2688,"R",4609,"Z",0,"R",2400,"R",92,"R",113,"R",39,"R",4460,"R",193,"R",7297
100830,2,1,"R",0,"R",0,"R",550,"R",1397,"R",31,"R",51,"R",32,"R",56,"R",13,"R",17,"R",1597,"R",2132,"R",67,"R",98,"R",2290,"R",3751,"Z",0,"R",1947,"R",82,"R",88,"R",30,"R",3729,"R",165,"R",6041
100830,4,3,"R",0,"R",0,"R",94,"R",359,"R",5,"R",5,"R",11,"R",14,"R",4,"R",5,"R",272,"R",459,"R",12,"R",16,"R",398,"R",858,"Z",0,"R",453,"R",10,"R",25,"R",9,"R",731,"R",28,"R",1256
100858,1,999,"R",629,"R",333,"R",844,"R",1036,"R",59,"R",51,"R",191,"R",152,"R",121,"R",143,"R",11052,"R",10248,"R",146,"R",96,"R",13042,"R",12059,"R",962,"R",1880,"R",110,"R",343,"R",264,"R",21300,"R",242,"R",25101
100858,2,1,"R",168,"R",103,"R",765,"R",842,"R",48,"R",41,"R",162,"R",122,"R",102,"R",114,"R",9575,"R",8627,"R",95,"R",59,"R",10915,"R",9908,"R",271,"R",1607,"R",89,"R",284,"R",216,"R",18202,"R",154,"R",20823
100858,3,2,"R",2,"R",1,"R",8,"R",19,"R",1,"R",4,"R",6,"R",12,"R",2,"R",3,"R",235,"R",459,"R",0,"R",3,"R",254,"R",501,"R",3,"R",27,"R",5,"R",18,"R",5,"R",694,"R",3,"R",755
100858,4,3,"R",459,"R",229,"R",71,"R",175,"R",10,"R",6,"R",23,"R",18,"R",17,"R",26,"R",1242,"R",1162,"R",51,"R",34,"R",1873,"R",1650,"R",688,"R",246,"R",16,"R",41,"R",43,"R",2404,"R",85,"R",3523
100919,1,999,"Z",0,"Z",0,"R",421,"R",545,"R",7,"R",5,"R",5,"R",2,"R",6,"R",1,"R",674,"R",362,"R",28,"R",16,"R",1141,"R",931,"Z",0,"R",966,"R",12,"R",7,"R",7,"R",1036,"R",44,"R",2072
100919,2,1,"R",0,"R",0,"R",421,"R",545,"R",7,"R",5,"R",5,"R",2,"R",6,"R",1,"R",674,"R",362,"R",28,"R",16,"R",1141,"R",931,"Z",0,"R",966,"R",12,"R",7,"R",7,"R",1036,"R",44,"R",2072
100937,1,999,"R",5,"R",1,"R",36,"R",77,"R",1,"R",3,"R",11,"R",17,"R",7,"R",5,"R",520,"R",703,"R",2,"Z",0,"R",582,"R",806,"R",6,"R",113,"R",4,"R",28,"R",12,"R",1223,"R",2,"R",1388
100937,2,1,"R",5,"R",1,"R",27,"R",49,"R",1,"R",3,"R",11,"R",16,"R",7,"R",5,"R",495,"R",682,"R",1,"R",0,"R",547,"R",756,"R",6,"R",76,"R",4,"R",27,"R",12,"R",1177,"R",1,"R",1303
100937,4,3,"R",0,"R",0,"R",9,"R",28,"R",0,"R",0,"R",0,"R",1,"R",0,"R",0,"R",25,"R",21,"R",1,"R",0,"R",35,"R",50,"Z",0,"R",37,"Z",0,"R",1,"Z",0,"R",46,"R",1,"R",85
100973,1,999,"Z",0,"Z",0,"R",107,"R",123,"R",2,"Z",0,"R",3,"R",1,"Z",0,"R",3,"R",128,"R",97,"R",8,"R",1,"R",248,"R",225,"Z",0,"R",230,"R",2,"R",4,"R",3,"R",225,"R",9,"R",473
100973,2,1,"R",0,"R",0,"R",107,"R",123,"R",2,"R",0,"R",3,"R",1,"R",0,"R",3,"R",128,"R",97,"R",8,"R",1,"R",248,"R",225,"Z",0,"R",230,"R",2,"R",4,"R",3,"R",225,"R",9,"R",473
101028,1,999,"Z",0,"Z",0,"R",299,"R",980,"R",5,"R",5,"R",10,"R",17,"R",40,"R",51,"R",670,"R",1018,"R",12,"R",25,"R",1036,"R",2096,"Z",0,"R",1279,"R",10,"R",27,"R",91,"R",1688,"R",37,"R",3132
101028,2,1,"R",0,"R",0,"R",299,"R",980,"R",5,"R",5,"R",10,"R",17,"R",40,"R",51,"R",670,"R",1018,"R",12,"R",25,"R",1036,"R",2096,"Z",0,"R",1279,"R",10,"R",27,"R",91,"R",1688,"R",37,"R",3132
101073,1,999,"R",25,"R",13,"R",309,"R",586,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",27,"R",21,"Z",0,"Z",0,"R",361,"R",620,"R",38,"R",895,"Z",0,"Z",0,"Z",0,"R",48,"Z",0,"R",981
101073,2,1,"R",25,"R",13,"R",309,"R",586,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",27,"R",21,"R",0,"R",0,"R",361,"R",620,"R",38,"R",895,"Z",0,"Z",0,"Z",0,"R",48,"Z",0,"R",981
101107,1,999,"Z",0,"Z",0,"R",66,"R",103,"Z",0,"Z",0,"R",1,"R",1,"R",1,"Z",0,"R",230,"R",314,"Z",0,"Z",0,"R",298,"R",418,"Z",0,"R",169,"Z",0,"R",2,"R",1,"R",544,"Z",0,"R",716
101107,2,1,"R",0,"R",0,"R",66,"R",103,"R",0,"R",0,"R",1,"R",1,"R",1,"R",0,"R",230,"R",314,"R",0,"R",0,"R",298,"R",418,"Z",0,"R",169,"Z",0,"R",2,"R",1,"R",544,"Z",0,"R",716
101116,1,999,"Z",0,"Z",0,"R",74,"R",272,"Z",0,"R",2,"Z",0,"R",2,"Z",0,"R",1,"R",35,"R",127,"Z",0,"Z",0,"R",109,"R",404,"Z",0,"R",346,"R",2,"R",2,"R",1,"R",162,"Z",0,"R",513
101116,2,1,"R",0,"R",0,"R",74,"R",272,"R",0,"R",2,"R",0,"R",2,"R",0,"R",1,"R",35,"R",127,"R",0,"R",0,"R",109,"R",404,"Z",0,"R",346,"R",2,"R",2,"R",1,"R",162,"Z",0,"R",513
101143,1,999,"Z",0,"Z",0,"R",148,"R",347,"R",13,"R",22,"R",22,"R",34,"R",39,"R",70,"R",716,"R",1059,"R",17,"R",31,"R",955,"R",1563,"Z",0,"R",495,"R",35,"R",56,"R",109,"R",1775,"R",48,"R",2518
101143,2,1,"R",0,"R",0,"R",148,"R",347,"R",13,"R",22,"R",22,"R",34,"R",39,"R",70,"R",716,"R",1059,"R",17,"R",31,"R",955,"R",1563,"Z",0,"R",495,"R",35,"R",56,"R",109,"R",1775,"R",48,"R",2518
101161,1,999,"R",5,"R",2,"R",165,"R",350,"R",20,"R",38,"R",10,"R",16,"R",15,"R",20,"R",1764,"R",2607,"R",7,"R",12,"R",1986,"R",3045,"R",7,"R",515,"R",58,"R",26,"R",35,"R",4371,"R",19,"R",5031
101161,2,1,"R",5,"R",2,"R",165,"R",350,"R",20,"R",38,"R",10,"R",16,"R",15,"R",20,"R",1764,"R",2607,"R",7,"R",12,"R",1986,"R",3045,"R",7,"R",515,"R",58,"R",26,"R",35,"R",4371,"R",19,"R",5031
101189,1,999,"Z",0,"Z",0,"R",349,"R",1136,"Z",0,"Z",0,"R",18,"R",16,"R",12,"R",13,"R",964,"R",1033,"R",14,"R",21,"R",1357,"R",2219,"Z",0,"R",1485,"Z",0,"R",34,"R",25,"R",1997,"R",35,"R",3576
101189,2,1,"R",0,"R",0,"R",327,"R",1039,"R",0,"R",0,"R",17,"R",14,"R",11,"R",12,"R",829,"R",938,"R",11,"R",16,"R",1195,"R",2019,"Z",0,"R",1366,"Z",0,"R",31,"R",23,"R",1767,"R",27,"R",3214
101189,3,2,"R",0,"R",0,"R",10,"R",20,"R",0,"R",0,"R",0,"R",1,"R",1,"R",1,"R",119,"R",83,"R",0,"R",1,"R",130,"R",106,"Z",0,"R",30,"Z",0,"R",1,"R",2,"R",202,"R",1,"R",236
101189,4,3,"R",0,"R",0,"R",12,"R",77,"R",0,"R",0,"R",1,"R",1,"R",0,"R",0,"R",16,"R",12,"R",3,"R",4,"R",32,"R",94,"Z",0,"R",89,"Z",0,"R",2,"Z",0,"R",28,"R",7,"R",126
101231,1,999,"Z",0,"Z",0,"R",4,"R",85,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",6,"R",205,"Z",0,"Z",0,"R",10,"R",290,"Z",0,"R",89,"Z",0,"Z",0,"Z",0,"R",211,"Z",0,"R",300
101231,2,1,"R",0,"R",0,"R",4,"R",85,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",6,"R",205,"R",0,"R",0,"R",10,"R",290,"Z",0,"R",89,"Z",0,"Z",0,"Z",0,"R",211,"Z",0,"R",300
101240,1,999,"R",196,"R",118,"R",504,"R",847,"R",18,"R",24,"R",5,"R",18,"R",39,"R",33,"R",2289,"R",3489,"R",16,"R",33,"R",3067,"R",4562,"R",314,"R",1351,"R",42,"R",23,"R",72,"R",5778,"R",49,"R",7629
101240,2,1,"R",196,"R",118,"R",504,"R",847,"R",18,"R",24,"R",5,"R",18,"R",39,"R",33,"R",2289,"R",3489,"R",16,"R",33,"R",3067,"R",4562,"R",314,"R",1351,"R",42,"R",23,"R",72,"R",5778,"R",49,"R",7629
101286,1,999,"Z",0,"Z",0,"R",676,"R",957,"R",18,"R",13,"R",47,"R",30,"R",35,"R",32,"R",1641,"R",1942,"R",24,"R",27,"R",2441,"R",3001,"Z",0,"R",1633,"R",31,"R",77,"R",67,"R",3583,"R",51,"R",5442
101286,2,1,"R",0,"R",0,"R",676,"R",957,"R",18,"R",13,"R",47,"R",30,"R",35,"R",32,"R",1641,"R",1942,"R",24,"R",27,"R",2441,"R",3001,"Z",0,"R",1633,"R",31,"R",77,"R",67,"R",3583,"R",51,"R",5442
101295,1,999,"Z",0,"Z",0,"R",91,"R",130,"R",12,"R",16,"R",10,"R",24,"R",22,"R",19,"R",2648,"R",4509,"Z",0,"Z",0,"R",2783,"R",4698,"Z",0,"R",221,"R",28,"R",34,"R",41,"R",7157,"Z",0,"R",7481
101295,2,1,"R",0,"R",0,"R",91,"R",130,"R",12,"R",16,"R",10,"R",24,"R",22,"R",19,"R",2648,"R",4509,"R",0,"R",0,"R",2783,"R",4698,"Z",0,"R",221,"R",28,"R",34,"R",41,"R",7157,"Z",0,"R",7481
101301,1,999,"Z",0,"Z",0,"R",363,"R",1175,"R",2,"R",2,"R",2,"R",3,"R",918,"R",3,"R",1,"R",840,"R",1,"R",2,"R",1287,"R",2025,"Z",0,"R",1538,"R",4,"R",5,"R",921,"R",841,"R",3,"R",3312
101301,2,1,"R",0,"R",0,"R",363,"R",1175,"R",2,"R",2,"R",2,"R",3,"R",918,"R",3,"R",1,"R",840,"R",1,"R",2,"R",1287,"R",2025,"Z",0,"R",1538,"R",4,"R",5,"R",921,"R",841,"R",3,"R",3312
101365,1,999,"Z",0,"Z",0,"R",168,"R",192,"R",1,"Z",0,"R",2,"R",1,"Z",0,"R",3,"R",268,"R",80,"R",1,"R",1,"R",440,"R",277,"Z",0,"R",360,"R",1,"R",3,"R",3,"R",348,"R",2,"R",717
101365,2,1,"R",0,"R",0,"R",168,"R",192,"R",1,"R",0,"R",2,"R",1,"R",0,"R",3,"R",268,"R",80,"R",1,"R",1,"R",440,"R",277,"Z",0,"R",360,"R",1,"R",3,"R",3,"R",348,"R",2,"R",717
101435,1,999,"R",9,"R",17,"R",8,"R",32,"R",5,"R",4,"R",2,"R",5,"R",1,"R",1,"R",191,"R",332,"R",8,"R",7,"R",224,"R",398,"R",26,"R",40,"R",9,"R",7,"R",2,"R",523,"R",15,"R",622
101435,2,1,"R",9,"R",17,"R",8,"R",32,"R",5,"R",4,"R",2,"R",5,"R",1,"R",1,"R",191,"R",332,"R",8,"R",7,"R",224,"R",398,"R",26,"R",40,"R",9,"R",7,"R",2,"R",523,"R",15,"R",622
101453,1,999,"R",23,"R",1,"R",23,"R",3,"Z",0,"Z",0,"Z",0,"Z",0,"R",2,"Z",0,"R",127,"R",18,"R",5,"Z",0,"R",180,"R",22,"R",24,"R",26,"Z",0,"Z",0,"R",2,"R",145,"R",5,"R",202
101453,2,1,"R",20,"R",1,"R",20,"R",3,"R",0,"R",0,"R",0,"R",0,"R",2,"R",0,"R",118,"R",18,"R",5,"R",0,"R",165,"R",22,"R",21,"R",23,"Z",0,"Z",0,"R",2,"R",136,"R",5,"R",187
101453,4,3,"R",3,"R",0,"R",3,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",0,"R",9,"R",0,"R",0,"R",0,"R",15,"R",0,"R",3,"R",3,"Z",0,"Z",0,"Z",0,"R",9,"Z",0,"R",15
101462,1,999,"Z",0,"Z",0,"R",249,"R",388,"R",2,"Z",0,"R",3,"R",2,"R",4,"R",2,"R",308,"R",209,"R",8,"R",10,"R",574,"R",611,"Z",0,"R",637,"R",2,"R",5,"R",6,"R",517,"R",18,"R",1185
101462,2,1,"R",0,"R",0,"R",249,"R",388,"R",2,"R",0,"R",3,"R",2,"R",4,"R",2,"R",308,"R",209,"R",8,"R",10,"R",574,"R",611,"Z",0,"R",637,"R",2,"R",5,"R",6,"R",517,"R",18,"R",1185
101471,1,999,"Z",0,"Z",0,"R",563,"R",141,"R",4,"R",2,"R",3,"Z",0,"R",10,"R",2,"R",207,"R",151,"R",8,"Z",0,"R",795,"R",296,"Z",0,"R",704,"R",6,"R",3,"R",12,"R",358,"R",8,"R",1091
101471,2,1,"R",0,"R",0,"R",563,"R",141,"R",4,"R",2,"R",3,"R",0,"R",10,"R",2,"R",207,"R",151,"R",8,"R",0,"R",795,"R",296,"Z",0,"R",704,"R",6,"R",3,"R",12,"R",358,"R",8,"R",1091
101480,1,999,"R",39,"R",48,"R",902,"R",1401,"R",29,"R",40,"R",70,"R",41,"R",46,"R",67,"R",3272,"R",4743,"R",92,"R",141,"R",4450,"R",6481,"R",87,"R",2303,"R",69,"R",111,"R",113,"R",8015,"R",233,"R",10931
101480,2,1,"R",34,"R",30,"R",783,"R",1104,"R",26,"R",36,"R",57,"R",35,"R",39,"R",52,"R",2816,"R",3895,"R",77,"R",99,"R",3832,"R",5251,"R",64,"R",1887,"R",62,"R",92,"R",91,"R",6711,"R",176,"R",9083
101480,4,3,"R",5,"R",18,"R",119,"R",297,"R",3,"R",4,"R",13,"R",6,"R",7,"R",15,"R",456,"R",848,"R",15,"R",42,"R",618,"R",1230,"R",23,"R",416,"R",7,"R",19,"R",22,"R",1304,"R",57,"R",1848
101499,1,999,"Z",0,"Z",0,"R",391,"R",352,"R",22,"R",25,"R",7,"R",4,"R",13,"R",1,"R",499,"R",717,"R",60,"R",44,"R",992,"R",1143,"Z",0,"R",743,"R",47,"R",11,"R",14,"R",1216,"R",104,"R",2135
101499,2,1,"R",0,"R",0,"R",391,"R",352,"R",22,"R",25,"R",7,"R",4,"R",13,"R",1,"R",499,"R",717,"R",60,"R",44,"R",992,"R",1143,"Z",0,"R",743,"R",47,"R",11,"R",14,"R",1216,"R",104,"R",2135
101505,1,999,"R",179,"R",135,"R",566,"R",1576,"R",14,"R",20,"R",47,"R",82,"R",30,"R",60,"R",3488,"R",4882,"R",33,"R",71,"R",4357,"R",6826,"R",314,"R",2142,"R",34,"R",129,"R",90,"R",8370,"R",104,"R",11183
101505,2,1,"R",179,"R",135,"R",566,"R",1576,"R",14,"R",20,"R",47,"R",82,"R",30,"R",60,"R",3488,"R",4882,"R",33,"R",71,"R",4357,"R",6826,"R",314,"R",2142,"R",34,"R",129,"R",90,"R",8370,"R",104,"R",11183
101514,1,999,"Z",0,"Z",0,"R",1142,"R",2002,"R",182,"R",243,"R",97,"R",142,"R",94,"R",105,"R",4511,"R",6069,"R",58,"R",98,"R",6084,"R",8659,"Z",0,"R",3144,"R",425,"R",239,"R",199,"R",10580,"R",156,"R",14743
101514,2,1,"R",0,"R",0,"R",1142,"R",2002,"R",182,"R",243,"R",97,"R",142,"R",94,"R",105,"R",4511,"R",6069,"R",58,"R",98,"R",6084,"R",8659,"Z",0,"R",3144,"R",425,"R",239,"R",199,"R",10580,"R",156,"R",14743
101523,1,999,"Z",0,"Z",0,"R",725,"R",591,"R",4,"R",1,"R",10,"R",15,"R",9,"R",3,"R",829,"R",287,"R",18,"R",16,"R",1595,"R",913,"Z",0,"R",1316,"R",5,"R",25,"R",12,"R",1116,"R",34,"R",2508
101523,2,1,"R",0,"R",0,"R",725,"R",591,"R",4,"R",1,"R",10,"R",15,"R",9,"R",3,"R",829,"R",287,"R",18,"R",16,"R",1595,"R",913,"Z",0,"R",1316,"R",5,"R",25,"R",12,"R",1116,"R",34,"R",2508
101541,1,999,"Z",0,"R",3,"R",3,"R",56,"Z",0,"R",2,"Z",0,"R",3,"Z",0,"R",3,"R",16,"R",313,"Z",0,"R",1,"R",19,"R",381,"R",3,"R",59,"R",2,"R",3,"R",3,"R",329,"R",1,"R",400
101541,2,1,"R",0,"R",3,"R",3,"R",56,"R",0,"R",2,"R",0,"R",3,"R",0,"R",3,"R",16,"R",313,"R",0,"R",1,"R",19,"R",381,"R",3,"R",59,"R",2,"R",3,"R",3,"R",329,"R",1,"R",400
101569,1,999,"Z",0,"Z",0,"R",1052,"R",2415,"R",3,"Z",0,"R",2,"R",1,"R",1,"Z",0,"R",57,"R",26,"R",3,"R",4,"R",1118,"R",2446,"Z",0,"R",3467,"R",3,"R",3,"R",1,"R",83,"R",7,"R",3564
101569,2,1,"R",0,"R",0,"R",1052,"R",2415,"R",3,"R",0,"R",2,"R",1,"R",1,"R",0,"R",57,"R",26,"R",3,"R",4,"R",1118,"R",2446,"Z",0,"R",3467,"R",3,"R",3,"R",1,"R",83,"R",7,"R",3564
101587,1,999,"R",26,"R",25,"R",390,"R",762,"R",4,"R",3,"R",5,"R",2,"R",5,"R",5,"R",609,"R",923,"Z",0,"Z",0,"R",1039,"R",1720,"R",51,"R",1152,"R",7,"R",7,"R",10,"R",1532,"Z",0,"R",2759
101587,2,1,"R",21,"R",17,"R",312,"R",480,"R",3,"R",2,"R",3,"R",1,"R",4,"R",3,"R",485,"R",520,"R",0,"R",0,"R",828,"R",1023,"R",38,"R",792,"R",5,"R",4,"R",7,"R",1005,"Z",0,"R",1851
101587,4,3,"R",5,"R",8,"R",78,"R",282,"R",1,"R",1,"R",2,"R",1,"R",1,"R",2,"R",124,"R",403,"R",0,"R",0,"R",211,"R",697,"R",13,"R",360,"R",2,"R",3,"R",3,"R",527,"Z",0,"R",908
101602,1,999,"Z",0,"Z",0,"R",64,"R",173,"R",3,"R",2,"R",3,"R",4,"Z",0,"R",6,"R",413,"R",673,"R",5,"R",4,"R",488,"R",862,"Z",0,"R",237,"R",5,"R",7,"R",6,"R",1086,"R",9,"R",1350
101602,2,1,"R",0,"R",0,"R",64,"R",173,"R",3,"R",2,"R",3,"R",4,"R",0,"R",6,"R",413,"R",673,"R",5,"R",4,"R",488,"R",862,"Z",0,"R",237,"R",5,"R",7,"R",6,"R",1086,"R",9,"R",1350
101648,1,999,"Z",0,"Z",0,"R",20,"R",7,"R",1,"Z",0,"R",4,"Z",0,"R",15,"R",2,"R",134,"R",18,"Z",0,"Z",0,"R",174,"R",27,"Z",0,"R",27,"R",1,"R",4,"R",17,"R",152,"Z",0,"R",201
101648,2,1,"R",0,"R",0,"R",20,"R",7,"R",1,"R",0,"R",4,"R",0,"R",15,"R",2,"R",134,"R",18,"R",0,"R",0,"R",174,"R",27,"Z",0,"R",27,"R",1,"R",4,"R",17,"R",152,"Z",0,"R",201
101675,1,999,"Z",0,"Z",0,"R",754,"R",1035,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"Z",0,"R",14,"R",2,"Z",0,"R",5,"R",768,"R",1042,"Z",0,"R",1789,"Z",0,"Z",0,"Z",0,"R",16,"R",5,"R",1810
